N	2gram	Bakhtin_Fr	Stilisti
1	и в	105	42
2	как бы	33	30
3	не только	24	28
4	и т.п	26	25
5	прежде всего	26	22
6	и т.д	2	21
7	хотя бы	2	18
8	то же	6	16
9	но и	20	16
10	и не	34	14
11	может быть	11	13
12	не может	9	13
13	как и	15	12
14	что мы	2	11
15	мы уже	18	11
16	точки зрения	10	11
17	в этом	22	10
18	в себе	7	10
19	и как	2	10
20	общественной жизни	1	10
21	мы должны	2	10
22	как мы	12	10
23	мы не	1	9
24	при этом	10	9
25	все же	10	9
26	эти слова	1	9
27	то что	7	9
28	для того	2	9
29	в то	5	9
30	таким образом	5	8
31	так как	11	8
32	с тем	1	8
33	речевого общения	3	8
34	и это	3	8
35	в ней	7	8
36	тем самым	1	8
37	с его	9	8
38	ничего не	3	8
39	и на	25	7
40	так и	16	7
41	слов и	2	7
42	мы можем	2	7
43	только в	16	7
44	в которой	1	7
45	и его	24	7
46	потому что	6	7
47	того чтобы	3	7
48	другими словами	2	7
49	же время	5	7
50	было бы	4	7
51	и той	1	7
52	той же	1	7
53	и от	3	7
54	а не	1	7
55	никогда не	11	7
56	во всех	13	6
57	в его	24	6
58	не в	4	6
59	в нем	16	6
60	в конце	3	6
61	в процессе	2	6
62	и так	2	6
63	на его	4	6
64	бы в	2	6
65	точкой зрения	1	6
66	речи и	2	6
67	с помощью	1	6
68	в форме	6	6
69	или как	1	6
70	в этой	11	6
71	точку зрения	2	6
72	мы будем	4	6
73	или иной	5	6
74	в области	10	6
75	в той	5	5
76	в самом	7	5
77	связанных с	4	5
78	то есть	71	5
79	уже в	5	5
80	и их	3	5
81	с точки	6	5
82	те же	1	5
83	не является	4	5
84	в живом	1	5
85	самом деле	3	5
86	но все	5	5
87	и с	8	5
88	но в	16	5
89	вместе с	1	5
90	точек зрения	1	5
91	того или	1	5
92	и следовательно	3	5
93	слова и	1	5
94	как это	1	5
95	а в	4	5
96	в нашем	3	5
97	же мы	1	5
98	или иного	1	5
99	независимо от	1	5
100	и наконец	2	5
101	мы видели	3	5
102	одной и	1	4
103	всего в	1	4
104	и к	7	4
105	мы видим	2	4
106	один из	5	4
107	того времени	1	4
108	на него	2	4
109	что такое	1	4
110	все это	16	4
111	в качестве	1	4
112	в одном	8	4
113	влияние на	8	4
114	его в	7	4
115	если бы	1	4
116	и все	7	4
117	с самого	1	4
118	так сказать	5	4
119	к своему	1	4
120	у нас	1	4
121	да и	5	4
122	уже не	3	4
123	к тому	3	4
124	о том	5	4
125	связаны с	5	4
126	и без	4	4
127	той или	5	4
128	можно сказать	4	4
129	и пр	5	4
130	языка и	1	4
131	было в	1	4
132	не существует	1	4
133	так называемой	1	4
134	так называемые	2	4
135	можно было	4	4
136	или иное	1	4
137	на это	2	4
138	так же	2	4
139	лишь в	4	4
140	в целом	3	4
141	в данной	1	4
142	мы называем	1	4
143	тем же	1	4
144	речь и	2	4
145	тех или	1	4
146	точка зрения	3	4
147	не просто	3	4
148	то или	1	4
149	которой мы	1	4
150	того что	3	4
151	не к	2	4
152	что было	1	3
153	внутренней жизни	1	3
154	этом случае	1	3
155	видели что	1	3
156	общества и	1	3
157	и здесь	4	3
158	та же	2	3
159	зрения на	3	3
160	приближается к	1	3
161	что эти	1	3
162	совершенно не	5	3
163	для нас	5	3
164	художественное творчество	2	3
165	и вот	5	3
166	в том	17	3
167	или иных	1	3
168	отношения к	5	3
169	теперь в	1	3
170	несмотря на	5	3
171	для него	12	3
172	хотя и	4	3
173	в разных	2	3
174	ни на	3	3
175	в ее	5	3
176	и внешней	1	3
177	из которых	2	3
178	мы в	1	3
179	на самом	6	3
180	и уже	1	3
181	что и	2	3
182	в виду	5	3
183	долгое время	1	3
184	между ними	4	3
185	и само	2	3
186	и развития	1	3
187	связи с	5	3
188	и даже	10	3
189	нам в	1	3
190	здесь мы	2	3
191	в основе	8	3
192	жизни это	4	3
193	но для	3	3
194	может стать	1	3
195	вряд ли	1	3
196	все эти	15	3
197	как в	6	3
198	по своему	9	3
199	должно было	2	3
200	том что	9	3
201	роль в	6	3
202	об этом	2	3
203	конце концов	1	3
204	общении в	1	3
205	перед нами	1	3
206	еще не	8	3
207	до того	1	3
208	но при	2	3
209	только благодаря	1	3
210	его и	1	3
211	нуждается в	1	3
212	выражение в	5	3
213	в котором	1	3
214	в устах	2	3
215	ведь в	1	3
216	свое выражение	1	3
217	если не	1	3
218	этом мы	2	3
219	между тем	5	3
220	во второй	2	3
221	не знает	6	3
222	в частности	6	3
223	только на	3	3
224	в тех	5	3
225	в начале	4	3
226	целый ряд	2	3
227	конечно не	2	3
228	от того	2	3
229	своего осуществления	1	3
230	их в	3	3
231	не становится	1	3
232	нет и	2	3
233	сказать что	12	3
234	главным образом	6	3
235	здесь вырабатываются	1	3
236	будем говорить	1	3
237	необходимо чтобы	1	3
238	жизни и	14	3
239	слово и	1	3
240	и эта	5	3
241	не мог	1	3
242	и для	3	3
243	явлений которые	1	3
244	это не	4	3
245	из них	7	3
246	и всего	2	2
247	события и	2	2
248	был и	4	2
249	для всех	1	2
250	нашего исследования	2	2
251	и он	3	2
252	мы найдем	2	2
253	и этот	1	2
254	и конечно	1	2
255	на эти	2	2
256	как с	1	2
257	в языке	1	2
258	был бы	1	2
259	с развитием	1	2
260	отражает и	1	2
261	стадии своего	2	2
262	и при	1	2
263	и потому	14	2
264	мы имеем	1	2
265	еще более	6	2
266	с самим	1	2
267	ни к	2	2
268	и сознание	1	2
269	человек с	1	2
270	этом отношении	5	2
271	с ним	6	2
272	на развитие	1	2
273	кроме того	2	2
274	о чем	3	2
275	но как	3	2
276	для них	2	2
277	в отношении	7	2
278	о происхождении	1	2
279	с собой	1	2
280	но это	5	2
281	в их	6	2
282	и сознания	1	2
283	а на	1	2
284	связь с	8	2
285	в своих	8	2
286	не было	3	2
287	на этот	3	2
288	материал для	1	2
289	все то	1	2
290	или в	2	2
291	к чему	1	2
292	с ней	2	2
293	всех его	3	2
294	но эта	2	2
295	жанр и	1	2
296	но не	7	2
297	тем что	5	2
298	будем называть	1	2
299	или хотя	1	2
300	он говорит	1	2
301	говорить в	1	2
302	в жизни	7	2
303	несколько позже	2	2
304	в связи	2	2
305	ясно что	1	2
306	как не	1	2
307	эти три	1	2
308	что он	5	2
309	случаях когда	1	2
310	же самой	1	2
311	или даже	2	2
312	понимания и	4	2
313	не есть	1	2
314	в своей	8	2
315	в мире	1	2
316	на эту	2	2
317	в этих	6	2
318	ли не	1	2
319	и сам	2	2
320	не будь	1	2
321	себя дома	1	2
322	связанные с	2	2
323	я считаю	1	2
324	ли он	1	2
325	существенным моментом	1	2
326	по своей	3	2
327	связанный с	3	2
328	при которых	1	2
329	себе и	2	2
330	тому же	1	2
331	должен быть	1	2
332	идеология и	1	2
333	на первый	1	2
334	сих пор	7	2
335	и вообще	5	2
336	жизни мы	1	2
337	связано с	2	2
338	в дальнейшем	10	2
339	с этим	1	2
340	нет ничего	3	2
341	форме и	2	2
342	к этому	2	2
343	бы не	1	2
344	еще и	6	2
345	человека в	1	2
346	находит свое	2	2
347	перейти в	1	2
348	видим что	1	2
349	мы говорили	1	2
350	даже и	5	2
351	творчество и	1	2
352	в значительной	9	2
353	из этих	7	2
354	и ни	4	2
355	относится к	4	2
356	также и	3	2
357	в какой	2	2
358	не всегда	1	2
359	что вся	1	2
360	он не	3	2
361	значение и	3	2
362	этот процесс	5	2
363	бытия в	1	2
364	в так	1	2
365	в него	2	2
366	между двумя	1	2
367	и больше	1	2
368	для этого	1	2
369	они еще	2	2
370	и когда	1	2
371	для всякого	1	2
372	тем и	1	2
373	по отношению	2	2
374	как уже	1	2
375	времени и	9	2
376	в пределах	3	2
377	значительной степени	4	2
378	выражения как	1	2
379	останавливаться на	1	2
380	этот вопрос	2	2
381	т.п но	1	2
382	человека с	1	2
383	но даже	2	2
384	с кем	1	2
385	человека и	4	2
386	самое время	1	2
387	при всем	1	2
388	себе в	2	2
389	должны были	1	2
390	развития в	2	2
391	как например	2	2
392	которые с	1	2
393	литературного творчества	1	2
394	отношение к	9	2
395	у себя	1	2
396	тех случаях	1	2
397	которые в	1	2
398	вовсе не	25	2
399	одной из	3	2
400	совершенно иначе	1	2
401	тот же	4	2
402	до конца	4	2
403	к которому	2	2
404	на отдельные	2	2
405	роль играет	1	2
406	место в	4	2
407	есть не	1	2
408	к миру	2	2
409	отношению к	2	2
410	как таковое	1	2
411	здесь не	3	2
412	именно с	1	2
413	нам придется	2	2
414	в которых	1	2
415	ведь и	1	2
416	друг друга	3	2
417	только потому	1	2
418	не из	1	2
419	таким же	1	2
420	в определенные	2	2
421	в какой-то	2	2
422	подойти к	2	2
423	человечества но	1	2
424	чуть ли	1	2
425	к нему	5	2
426	от всякого	3	1
427	и перестает	1	1
428	мы наблюдаем	3	1
429	в особенности	7	1
430	всего того	2	1
431	что в	4	1
432	которого он	1	1
433	ближе к	1	1
434	они являются	4	1
435	как к	3	1
436	поэтому было	1	1
437	и весь	1	1
438	его несколько	1	1
439	с полной	3	1
440	именно к	1	1
441	вместе со	1	1
442	и другие	10	1
443	связи и	1	1
444	только не	1	1
445	собственном смысле	3	1
446	мысли а	1	1
447	слов о	2	1
448	его понимания	1	1
449	форме мы	1	1
450	где-то между	1	1
451	все что	2	1
452	форм и	11	1
453	каждому из	1	1
454	до сих	7	1
455	на языке	2	1
456	все его	1	1
457	еще раз	4	1
458	можно говорить	3	1
459	что-то сказать	1	1
460	на протяжении	9	1
461	разума и	2	1
462	наши дни	1	1
463	и должны	1	1
464	же и	1	1
465	как нам	1	1
466	человек был	1	1
467	них в	1	1
468	пришли к	1	1
469	было уже	1	1
470	здесь нет	1	1
471	должен стать	1	1
472	в романе	8	1
473	к внешнему	1	1
474	того как	1	1
475	в основном	4	1
476	и неизменным	1	1
477	наше понимание	1	1
478	т.е в	1	1
479	мира мира	1	1
480	до него	1	1
481	этот и	1	1
482	которых мы	1	1
483	в произведении	1	1
484	но еще	1	1
485	немецкий ученый	1	1
486	в состоянии	3	1
487	связан с	5	1
488	значительно позже	1	1
489	всей жизни	1	1
490	бросается в	1	1
491	здесь слово	1	1
492	одна и	1	1
493	с миром	3	1
494	и становились	1	1
495	и дает	1	1
496	даже в	6	1
497	на те	1	1
498	было просто	1	1
499	из всех	3	1
500	но от	1	1
501	они возникают	1	1
502	говорили в	1	1
503	всякого рода	1	1
504	теми или	1	1
505	особую художественную	1	1
506	или иными	1	1
507	содержит в	2	1
508	самых первых	1	1
509	чтобы стать	1	1
510	этот момент	3	1
511	и теории	1	1
512	который можно	1	1
513	это уже	4	1
514	и теперь	1	1
515	связанное с	2	1
516	физиологической потребности	1	1
517	ее можно	2	1
518	литература и	2	1
519	людей было	1	1
520	был понятен	1	1
521	как раз	3	1
522	сильнее и	1	1
523	от всего	3	1
524	в литературе	9	1
525	нашего времени	1	1
526	проявлений и	1	1
527	могла бы	2	1
528	о нем	4	1
529	и художественно	1	1
530	до наших	1	1
531	социально-экономического строя	1	1
532	этот мир	2	1
533	ее в	2	1
534	а затем	4	1
535	нами здесь	2	1
536	о которой	1	1
537	чтобы выразить	1	1
538	поэтому в	3	1
539	как какое-то	1	1
540	уже несколько	1	1
541	остановиться на	1	1
542	для своего	2	1
543	с нашей	1	1
544	свое произведение	1	1
545	одно из	7	1
546	общее значение	1	1
547	тех явлений	2	1
548	ни в	1	1
549	из потока	1	1
550	в результате	1	1
551	с исторической	1	1
552	но этого	1	1
553	виду прежде	1	1
554	развития мы	1	1
555	борьбы с	1	1
556	другой стороны	1	1
557	по ту	1	1
558	по ходу	3	1
559	и реальное	1	1
560	и эти	2	1
561	по мере	1	1
562	бы что	1	1
563	сознания и	1	1
564	весь мир	3	1
565	существеннейшую роль	1	1
566	значительное и	1	1
567	и начало	3	1
568	у него	2	1
569	т.п подобные	2	1
570	внешнего мира	1	1
571	что вопросы	1	1
572	не могут	4	1
573	в более	4	1
574	и смысл	2	1
575	что слово	3	1
576	в виде	1	1
577	дома в	1	1
578	и строго	1	1
579	к самой	1	1
580	однако не	1	1
581	творчества и	1	1
582	должен был	2	1
583	и самая	1	1
584	в г	3	1
585	понимает что	1	1
586	всякой связи	1	1
587	за ним	2	1
588	в таких	2	1
589	как они	1	1
590	как же	1	1
591	является и	1	1
592	затем и	2	1
593	особый тип	2	1
594	этого процесса	4	1
595	в сущности	20	1
596	всю сложность	1	1
597	это всегда	2	1
598	их но	1	1
599	иногда и	1	1
600	и одновременно	6	1
601	не о	2	1
602	в собственном	4	1
603	а о	2	1
604	с соответствующим	1	1
605	классового и	2	1
606	и различные	1	1
607	из приведенных	1	1
608	человеческой культуры	1	1
609	от своего	2	1
610	наших дней	1	1
611	в организации	1	1
612	так называемый	1	1
613	и где	1	1
614	не нуждается	1	1
615	будто бы	1	1
616	одним из	4	1
617	более широкого	1	1
618	и жест	1	1
619	время эти	2	1
620	зрения тех	1	1
621	по существу	2	1
622	дальнейшем мы	1	1
623	с теми	1	1
624	где они	3	1
625	которое с	1	1
626	тела и	7	1
627	именно в	6	1
628	или на	1	1
629	характер его	1	1
630	уже говорили	12	1
631	и действительно	2	1
632	история и	1	1
633	порождает и	1	1
634	в таком	2	1
635	вообще не	1	1
636	из общей	1	1
637	например в	3	1
638	его мы	1	1
639	с их	7	1
640	конечно на	1	1
641	не остается	1	1
642	наблюдаем в	1	1
643	своих литературных	1	1
644	разрыв с	1	1
645	с целым	1	1
646	в наиболее	2	1
647	с которой	1	1
648	из тех	2	1
649	характер и	4	1
650	или у	1	1
651	к таким	1	1
652	отдельного человека	1	1
653	я не	1	1
654	и последующих	2	1
655	мы встречаемся	1	1
656	свидетельствуют о	1	1
657	с ними	2	1
658	людей он	1	1
659	не хватает	1	1
660	многих других	1	1
661	и именно	2	1
662	чин и	1	1
663	в цепи	1	1
664	есть в	6	1
665	и силу	1	1
666	можно даже	1	1
667	большинстве случаев	2	1
668	и произведения	2	1
669	с искренней	1	1
670	с еще	1	1
671	они были	6	1
672	за свое	1	1
673	этих явлений	4	1
674	является не	1	1
675	одном из	1	1
676	социальное и	1	1
677	после первого	1	1
678	другом месте	2	1
679	идеологии и	3	1
680	не смеется	1	1
681	они как	1	1
682	мира и	4	1
683	следовательно и	1	1
684	отчасти и	2	1
685	по себе	1	1
686	и понимания	1	1
687	всего к	1	1
688	этой стадии	1	1
689	укладывается в	1	1
690	от этого	1	1
691	на все	5	1
692	если я	1	1
693	со своей	1	1
694	связь со	1	1
695	все свои	1	1
696	это понимание	1	1
697	его жизни	1	1
698	от всех	3	1
699	на самой	1	1
700	именно эта	2	1
701	именно поэтому	1	1
702	в себя	9	1
703	в целое	1	1
704	лежит в	1	1
705	но уже	1	1
706	эта внутренняя	1	1
707	из которого	1	1
708	целым рядом	1	1
709	выходящее за	1	1
710	со стороны	1	1
711	на руси	1	1
712	особые формы	1	1
713	не стал	1	1
714	площади в	2	1
715	от всей	2	1
716	знает что	1	1
717	чтобы убедиться	1	1
718	всей своей	1	1
719	из одного	1	1
720	в чем	2	1
721	нет в	1	1
722	могут показаться	1	1
