N	2gram	Bakhtin_sl	Marksizm
1	чужой речи	23	85
2	прямой речи	1	77
3	точки зрения	24	69
4	может быть	40	64
5	и в	69	63
6	и не	32	55
7	как бы	16	53
8	косвенной речи	2	51
9	прямая речь	1	49
10	не может	27	47
11	с точки	11	46
12	и его	45	41
13	в этом	21	39
14	таким образом	16	38
15	в процессе	14	33
16	как мы	15	32
17	языка и	18	31
18	в пределах	27	31
19	философии языка	4	31
20	лишь в	6	30
21	передачи чужой	8	29
22	не только	37	29
23	речи в	5	29
24	то же	17	28
25	чужого высказывания	2	28
26	в нем	44	28
27	языка как	10	27
28	но и	37	27
29	в языке	7	26
30	связи с	4	25
31	речи и	4	25
32	в самом	6	24
33	как и	8	24
34	прежде всего	14	24
35	только в	9	23
36	так и	22	23
37	и т.п	1	23
38	в том	7	22
39	то что	2	22
40	а не	29	22
41	при этом	12	20
42	чужое высказывание	3	20
43	так сказать	11	20
44	для него	8	20
45	если мы	2	20
46	на почве	6	19
47	не в	14	19
48	если бы	1	19
49	том что	6	19
50	в его	19	19
51	языка в	21	18
52	в ее	2	18
53	внутренней речи	3	18
54	в слове	11	18
55	чужого слова	42	18
56	и для	7	18
57	но в	13	18
58	вовсе не	16	18
59	все же	10	17
60	в сущности	18	17
61	и чужой	2	16
62	по отношению	2	16
63	ни было	2	16
64	речь в	2	16
65	высказывание как	1	16
66	слова и	21	16
67	и как	3	16
68	в то	17	16
69	с помощью	5	15
70	индивидуального сознания	3	15
71	во всех	25	15
72	в связи	2	15
73	отнюдь не	1	15
74	что он	2	15
75	высказывания и	3	15
76	же время	15	15
77	русском языке	1	15
78	в русском	1	15
79	отношению к	2	15
80	язык как	5	14
81	в данном	5	14
82	хотя бы	6	14
83	в контексте	5	14
84	чужая речь	10	14
85	в смысле	7	14
86	в своей	8	13
87	так же	2	13
88	авторского контекста	1	13
89	то ни	1	13
90	в направлении	2	13
91	что в	3	13
92	и здесь	5	13
93	не является	3	13
94	того чтобы	1	13
95	было бы	3	13
96	ничего не	5	13
97	мы не	4	13
98	слова в	19	13
99	идеологического творчества	3	12
100	для того	2	12
101	того же	7	12
102	бы то	1	12
103	в результате	4	12
104	выражение в	4	12
105	между тем	5	12
106	он не	5	12
107	в основе	8	12
108	а в	10	12
109	не столько	4	11
110	на материале	2	11
111	и того	1	11
112	чужое слово	11	11
113	к нему	7	11
114	мы уже	4	11
115	и что	2	11
116	и от	5	11
117	слова как	8	11
118	до сих	4	11
119	и на	17	11
120	и все	9	11
121	как в	18	11
122	еще не	9	11
123	высказывание в	1	11
124	друг друга	3	11
125	так как	7	11
126	на самом	2	11
127	авторской и	1	11
128	все эти	15	11
129	в ней	7	11
130	высказывания в	2	11
131	сих пор	4	11
132	без исключения	2	10
133	именно в	5	10
134	авторский контекст	1	10
135	во всяком	9	10
136	самого начала	1	10
137	с другой	8	10
138	сказать что	4	10
139	к этому	3	10
140	никогда не	9	10
141	в своем	9	10
142	его в	7	10
143	высказывания как	2	10
144	в таком	5	10
145	одна из	6	10
146	чужую речь	2	10
147	в каждом	5	10
148	в основном	7	10
149	системе языка	1	10
150	в большинстве	16	10
151	совершенно не	2	10
