N	4gram	Tiupa_Anal	Hudozhes
1	в то же время	7	7
2	присутствия я в мире	4	5
3	состоит в том что	1	4
4	внутренней данности бытия я	1	4
5	бытия я и его	1	4
6	я и его внешней	1	4
7	не следует смешивать с	1	3
8	одного и того же	4	3
9	роли в миропорядке судьбы	2	2
10	и позволяет говорить о	1	2
11	во всех подобных случаях	1	2
12	и его внешней заданности	1	2
13	стихотворении пушкина что в	2	2
14	что в имени тебе	3	2
15	в том что он	2	2
16	пушкина что в имени	3	2
17	модель присутствия я в	1	2
18	слове о полку игореве	2	2
19	в той или иной	2	2
20	в войне и мире	2	2
21	данности бытия я и	1	2
22	в слове о полку	2	2
23	от себя еще возвращаясь	1	1
24	несмертность лирического героя художественно	1	1
25	может служить например жалобная	1	1
26	чего еще нет на	1	1
27	идиллике драматизм формируется как	1	1
28	непричастности иронического я внешнему	1	1
29	я верю боже мой	1	1
30	рамках которого ролевая граница	1	1
31	существенным образом ориентировано на	1	1
32	индивидуальной души-личности и сверхличной	1	1
33	стремиться христианской душе поскольку	1	1
34	вписывает свое я в	1	1
35	высказывания жанр в свою	1	1
36	они едины судьба выражает	1	1
37	сцене гоголевского ревизора имитирующей	1	1
38	самим собой выпрыгивая из	1	1
39	смысле домонологично оно объединяет	1	1
40	где действительность в ее	1	1
41	хронотоп родного дома и	1	1
42	только соответствующий тип героя	1	1
43	она по произволу могла	1	1
44	самосознания от своего достоинства	1	1
45	не в статике пребывания	1	1
46	поэтому анекдот невозможно рассказывать	1	1
47	ни столь пассивным как	1	1
48	совмещении внутренних границ я	1	1
49	отстраняясь от событийности своей	1	1
50	а в динамике становления	1	1
51	эстетического освоения внутренней обособленности	1	1
52	при воспоминании о котором	1	1
53	борющихся сторон чего еще	1	1
54	ложной границей личностного я	1	1
55	в нем звучит один	1	1
56	для притчи иносказательность является	1	1
57	маской в.т зависит от	1	1
58	ту или иную ролевую	1	1
59	системе ценностей имя личности	1	1
60	груди что-то давит дыханье	1	1
61	художественности в древнерусской литературе	1	1
62	слово сказания еще не	1	1
63	едины в своей патетичности	1	1
64	обезличенного словарного слова говорящий	1	1
65	статике пребывания а в	1	1
66	особого эстетического отношения к	1	1
67	другая жизнь природа или	1	1
68	избытком объемлет всю внешнюю	1	1
69	с острым осознанием этой	1	1
70	сказания еще не такое	1	1
71	ни для рассказчика ни	1	1
72	ревизора в финале замирают	1	1
73	противоречием между внутренней свободой	1	1
74	я в новую ролевую	1	1
75	углом они сопоставлены или	1	1
76	художественного внимания суть взаимодействия	1	1
77	достоинства данная модификация комизма	1	1
78	поведение в бою князя	1	1
79	самоценности трагизм а только	1	1
80	обнаружиться как прочная сохраняющаяся	1	1
81	текста в тарасе бульбе	1	1
82	самоопределения стать я означает	1	1
83	юмором в том что	1	1
84	восхищенное эстетическое отношение вызывают	1	1
85	рода оглянулся на свою	1	1
86	миф это образная модель	1	1
87	одного города салтыкова-щедрина такого	1	1
88	моем? имя как раз	1	1
89	чувство живой грусти об	1	1
90	и литературные жанры между	1	1
91	к каким шутовским маскам	1	1
92	чем-то внешним напускным юмористический	1	1
93	в свою очередь предстает	1	1
94	говорит и как говорит	1	1
95	она предстает субъектом личной	1	1
96	уединения угла и странничества	1	1
97	вопрошает о судьбе как	1	1
98	роль жена тараса любит	1	1
99	пассивным как к содержанию	1	1
100	руках и ногах нервно	1	1
101	ср тютчевское молчи скрывайся	1	1
102	состоит в совмещении внутренних	1	1
103	если сатирические персонажи ревизора	1	1
104	мухой и жаркая любовь	1	1
105	личности тем не менее	1	1
106	во внутренней непричастности иронического	1	1
107	уединенного сознания осуществляет субъективную	1	1
108	выбора в качестве бытийной	1	1
109	компетентность предполагающая в частности	1	1
110	элегическое я становится самим	1	1
111	обязательно курьезное любопытное занимательное	1	1
112	выбора не всегда эксплицированного	1	1
113	нею когда на обломках	1	1
114	творчество карамзина писавшего в	1	1
115	поступки в притче есть	1	1
116	анекдот не признает никакого	1	1
117	этого текста где речевая	1	1
118	что сама я тут?	1	1
119	принципиально затруднено противоречием между	1	1
120	в бою князя всеволода	1	1
121	черта ее не перейти	1	1
122	трагических мотивов связывающий эдипа	1	1
123	и лирическое стихотворение героика	1	1
124	героиню романа горького мать	1	1
125	единую систему ценностей и	1	1
126	публицистикой нередко прибегающей к	1	1
127	ничтожно мала в сравнении	1	1
128	жить и одновременно слышит	1	1
129	не путем патетического утверждения	1	1
130	дистиха все суть маски	1	1
131	выявляет безграничную внутреннюю свободу	1	1
132	и постепенное освоение человеком	1	1
133	внешним напускным юмористический смех	1	1
134	русской культуре вызванный феодальными	1	1
135	есть креативная компетенция жанра	1	1
136	разрушает себя в самой	1	1
137	балета залюбовавшись бутафорской народностью	1	1
138	иным рассказчиком с иными	1	1
139	внутренняя граница личности и	1	1
140	и драматизма состоит во	1	1
141	личности восхищенное эстетическое отношение	1	1
142	отношения к сообщаемому характерно	1	1
143	жизни за пределами сверхличной	1	1
144	виной самозванства состоит не	1	1
145	мире трагической художественности гибель	1	1
146	мгновения при воспоминании о	1	1
147	и не могла наглядеться	1	1
148	разрушить художественную целостность так	1	1
149	форма авторства выше она	1	1
150	захочу не приму мира	1	1
151	самоустранением фельетонного я из	1	1
152	доминанта пушкинского к чаадаеву	1	1
153	в одноименной трагедии софокла	1	1
154	событийности своей жизни как	1	1
155	будучи позицией уединенного сознания	1	1
156	превращается в эстетический объект	1	1
157	нами не как объекты	1	1
158	всегда предносится целое нашего	1	1
159	к содержанию притчи не	1	1
160	собе рекуще мы есмы	1	1
161	обоюдоострую направленность как против	1	1
162	одновременно подвергается героизации наделяется	1	1
163	об архитектонических формах эстетического	1	1
164	мы имеем дело не	2	1
165	комизм чье проникновение в	1	1
166	куда не должно стремиться	1	1
167	принципиально иного типа возникает	1	1
168	смиренном благополучии а в	1	1
169	вдохновение и ирония писал	1	1
170	расы сока или вкуса	1	1
171	ее способе существования который	1	1
172	драматизма приобретает определяющее значение	1	1
173	событийных границ жизни в	1	1
174	апофегма то есть острота	1	1
175	а не исполнительницей сверхличного	1	1
176	анекдота выбор лексики например	1	1
177	ценой свободного отказа либо	1	1
178	то внутренним отчуждением но	1	1
179	на помощь моему неверью	1	1
180	разделение иерархично оно не	1	1
181	как несомненно достоверному и	1	1
182	сам текст анекдота выбор	1	1
183	христианской душе поскольку трагический	1	1
184	новую ролевую границу любить	1	1
185	в дегероизированной системе ценностей	1	1
186	русской литературе творчество карамзина	1	1
187	и внутренне единую систему	1	1
188	связывающих ее полюса эстетическая	1	1
189	материнской любви она глядела	1	1
190	из картины безымянной народной	1	1
191	жизни оказывается ложью не	1	1
192	не князи же? такы	1	1
193	былинах и в слове	1	1
194	зарождения трагизма в русской	1	1
195	в русской литературе творчество	1	1
196	риторический предел сказания героическая	1	1
197	не оспаривает собственную причастность	1	1
198	или иным модусом художественности	1	1
199	чему не прилепляйся слишком	1	1
200	скрыть обличают себя сами	1	1
201	сами но не друг	1	1
202	быть осуществлено только самим	1	1
203	рязани батыем трагическая ситуация	1	1
204	которой лаврецкий некогда провел	1	1
205	маски подвергаемые осмеянию неосмеянным	1	1
206	сверхличному ратному духу игорь	1	1
207	примерами следует подчеркнуть факультативность	1	1
208	гневно порицает злонравных персонажей	1	1
209	я-для-других ответственность перед другим	1	1
210	содержания к видам пафоса	1	1
211	или диалогической анекдот равнодостойности	1	1
212	соответствующий тип героя и	1	1
213	данности апостолов нового миропорядка	1	1
214	или иной преемственно воспроизводимой	1	1
215	татаро-монгольским нашествием приводит к	1	1
216	дегероизация сама по себе	1	1
217	исторически продуктивный тип высказывания	1	1
218	приводит к усложнению сферы	1	1
219	видя и в этой	1	1
220	красныя глебовны свычая и	1	1
221	в готовом стабильно дифференцированном	1	1
222	такая грусть это элегический	1	1
223	теорией литературы нередко сводятся	1	1
224	в отличие от элегически	1	1
225	оно живет в готовом	1	1
226	этой видимостью своей причастности	1	1
227	излишне широк человек как	1	1
228	я элегический герой из	1	1
229	саввы грудцына черт ивана	1	1
230	выступать как эстетической константой	1	1
231	сближает драматизм с трагизмом	1	1
232	нового времени в центр	1	1
233	дифференцированном и оцененном мире	1	1
234	предполагает как раз ответственность	1	1
235	текучие силы мировой жизни	1	1
236	восстановление распавшейся целостности ценой	1	1
237	новелле есть нарушение запрета	1	1
238	глаза ее раскрываются больше	1	1
239	пребывания а в динамике	1	1
240	в объективную картину всеобщего	1	1
241	гоголевский тарас бульба нимало	1	1
242	хозяин все оставить должен	1	1
243	свободного игрового переиначивающего отношения	1	1
244	страдания способность к которому	1	1
245	повести моя жизнь однако	1	1
246	самоопределения оказывающиеся лишь масками	1	1
247	шире ролевой границы присутствия	1	1
248	петипа бернарди роллера ненадолго	1	1
249	гегеля есть отказ самосознания	1	1
250	герою-объекту но в равной	1	1
251	личности и противостоящего ей	1	1
252	определенные задания реализуют в	1	1
253	моем в драматическом художественном	1	1
254	художественности в русской литературе	1	1
255	притчевого типа есть монолог	1	1
256	трагедии вполне факультативна замечательный	1	1
257	чудачество личностную уникальность самопроявлений	1	1
258	внешнее ироническое высказывание есть	1	1
259	я помню чудное мгновенье	1	1
260	быть это точка безумия	1	1
261	чужд умилению идиллико-элегической сентиментальности	1	1
262	слухи или сплетни то	1	1
263	реализуют в нем определенные	1	1
264	встречи-разлуки ахматова самобытного я	1	1
265	любое произведение искусства характеризуется	1	1
266	выставляет на осмеяние и	1	1
267	порок островского образцом идиллического	1	1
268	по ту сторону сакральной	1	1
269	перевод его в иной	1	1
270	ср просьбы о своих	1	1
271	ролевых отношений внешнего мира	1	1
272	бедность не порок островского	1	1
273	в дискурсе речевой акт	1	1
274	них вся глядела всеми	1	1
275	в ее внутренней субъективности	1	1
276	она названа маской в.т	1	1
277	притча не предполагает внутренне	1	1
278	границ жизни в качестве	1	1
279	яркая индивидуальность неизбежно принадлежит	1	1
280	дозволенное посрамление словесное кощунство	1	1
281	я в мире едины	1	1
282	он оказывается уже по	1	1
283	индивидуальности достигается не путем	1	1
284	монологизированного слова в слове	1	1
285	частыми переодеваниями выявляет безграничную	1	1
286	высказывания и в форме	1	1
287	xxix первой части анна	1	1
288	внутренняя раздвоенность порой перерастающая	1	1
289	в.т зависит от жанра	1	1
290	прерываемая просто крылатой мухой	1	1
291	а не повышенную резкость	1	1
292	явлены не в статике	1	1
293	содержанию притчи не предполагается	1	1
294	внутреннего я и внешнего	1	1
295	концентрированным образом которого может	1	1
296	с не меньшими основаниями	1	1
297	той самой скамейки угол	1	1
298	автор гневно порицает злонравных	1	1
299	его я имея общую	1	1
300	оказывающиеся лишь масками прикрывающими	1	1
301	принципом данного модуса художественности	1	1
302	и отсутствие лица под	1	1
303	ему не гляди одновременно	1	1
304	уничтожается смехом как сатирический	1	1
305	из характернейших трагических мотивов	1	1
306	принадлежащей не мне а	1	1
307	обеих борющихся сторон чего	1	1
308	и внешнее ироническое высказывание	1	1
309	встрече по крайней мере	1	1
310	в имени тебе моем?	2	1
311	живота и града чрънигова	1	1
312	не порок островского образцом	1	1
313	в совершенном произведении искусства	1	1
314	поистине героически самозабвенно олицетворяя	1	1
315	передачи этого знания аналогичному	1	1
316	граница я уже не	1	1
317	рода комизм уместно именовать	1	1
318	организующем ее способе существования	1	1
