N	2gram	Propp_Isto	VelikijI
1	и не	19	20
2	и в	44	16
3	так как	19	9
4	то что	16	9
5	в истории	7	8
6	еще не	16	8
7	и потому	2	7
8	что они	3	7
9	а не	5	7
10	на земле	1	7
11	человека и	2	6
12	не есть	1	6
13	что есть	2	5
14	хотя и	1	5
15	того что	3	5
16	все это	4	5
17	как бы	4	5
18	бога и	1	5
19	на себя	4	5
20	в мире	1	5
21	но и	16	5
22	все что	5	4
23	в котором	2	4
24	в этом	20	4
25	что мы	4	4
26	о смысле	1	4
27	потому что	18	4
28	в его	16	4
29	в ней	8	4
30	так и	9	4
31	это еще	3	4
32	с богом	1	4
33	и есть	3	4
34	и все	4	4
35	что не	3	4
36	в образе	16	4
37	что все	4	4
38	как и	12	4
39	что он	29	4
40	нет у	1	4
41	и я	1	4
42	в нем	10	4
43	во всех	3	3
44	что в	18	3
45	нет ничего	1	3
46	и мы	3	3
47	за ним	4	3
48	то это	8	3
49	в конце	1	3
50	мы же	1	3
51	тех которые	2	3
52	если не	4	3
53	хотя бы	2	3
54	в том	13	3
55	тому что	1	3
56	от которого	2	3
57	не в	11	3
58	и что	13	3
59	что и	11	3
60	ни в	2	3
61	они в	1	3
62	превращается в	10	3
63	людей он	1	3
64	в этих	7	3
65	в них	3	3
66	оно не	1	3
67	не было	2	3
68	лишь в	2	3
69	что ты	1	3
70	что во	2	3
71	в жизни	1	3
72	по этому	1	3
73	и они	5	3
74	их от	1	3
75	их в	7	3
76	в своей	3	3
77	должна быть	3	3
78	всех людей	3	3
79	с его	3	3
80	от этого	6	3
81	не имеет	4	3
82	но это	10	3
83	и для	3	3
84	жизни и	4	3
85	все эти	11	3
86	тот же	1	3
87	но в	7	3
88	к тому	1	3
89	никогда не	5	3
90	чтобы сделать	1	2
91	что было	1	2
92	тем кто	1	2
93	во всяком	1	2
94	от него	2	2
95	его и	2	2
96	ее и	3	2
97	что от	3	2
98	один из	6	2
99	превращаются в	2	2
100	мы и	3	2
101	в последнем	2	2
102	они и	1	2
103	в человека	1	2
104	которые не	2	2
105	более чем	1	2
106	на том	5	2
107	теперь только	1	2
108	чтобы овладеть	2	2
109	не создает	1	2
110	когда я	1	2
111	его не	3	2
112	не так	1	2
113	того чтобы	3	2
114	это не	8	2
115	между тем	1	2
116	не только	17	2
117	для него	2	2
118	вот почему	2	2
119	и тогда	2	2
120	с ним	9	2
121	не будет	1	2
122	ее в	8	2
123	для нас	6	2
124	и то	5	2
125	прежде всего	7	2
126	а есть	1	2
127	в форме	5	2
128	людей и	2	2
129	ценности и	1	2
130	вслед за	1	2
131	и это	5	2
132	мы не	6	2
133	конечно не	1	2
134	нет еще	1	2
135	только в	8	2
136	а с	2	2
137	те которые	1	2
138	а в	9	2
139	до того	1	2
140	не хотел	1	2
141	люди не	1	2
142	и сам	2	2
143	я думаю	1	2
144	это мы	3	2
145	но не	8	2
146	тем что	12	2
147	вера в	2	2
148	тот кто	7	2
149	по которым	2	2
150	и во	1	2
151	могут быть	9	2
152	мы это	1	2
153	с тем	9	2
154	давно уже	1	2
155	и т	39	2
156	одна из	6	2
157	любовь не	1	2
158	во главе	1	2
159	для людей	1	2
160	его к	3	2
161	не могут	2	2
162	т д	36	2
163	есть уже	2	2
164	том что	12	2
165	когда в	1	2
166	мир и	1	2
167	так много	2	2
168	но мы	5	2
169	в себя	3	2
170	уже не	14	2
171	не к	1	2
172	я был	2	1
173	с которыми	1	1
174	в самом	1	1
175	который он	1	1
176	во всем	4	1
177	мире и	1	1
178	перестает быть	1	1
179	были в	1	1
180	в образах	1	1
181	связь с	20	1
182	и другие	5	1
183	перестала быть	1	1
184	и стало	1	1
185	его связь	1	1
186	гораздо шире	1	1
187	человека в	5	1
188	но как	2	1
189	это одна	2	1
190	тысячи лет	1	1
191	мы видим	12	1
192	и быть	2	1
193	ее к	2	1
194	с братьями	1	1
195	что оно	4	1
196	всех частей	1	1
197	на котором	3	1
198	тебя и	1	1
199	речь идет	1	1
200	но люди	1	1
201	мы скажем	1	1
202	он говорит	1	1
203	будто бы	2	1
204	и на	11	1
205	ней мы	1	1
206	он дал	1	1
207	она и	2	1
208	тому кто	1	1
209	чтобы освободить	1	1
210	вопрос о	5	1
211	превратившись в	1	1
212	с тремя	1	1
213	на этом	5	1
214	же и	1	1
215	может быть	31	1
216	они не	5	1
217	видим что	5	1
218	что нет	1	1
219	после того	4	1
220	очень важное	1	1
221	не имеют	2	1
222	богом и	2	1
223	если в	4	1
224	дел и	1	1
225	ее на	2	1
226	одно целое	1	1
227	под землей	2	1
228	указать на	1	1
229	того как	8	1
230	мы увидим	6	1
231	и вообще	3	1
232	он делает	2	1
233	в руки	3	1
234	в государственном	1	1
235	в роли	4	1
236	и вот	4	1
237	его с	3	1
238	она не	7	1
239	там он	2	1
240	но она	1	1
241	уже в	4	1
242	в состоянии	1	1
243	у них	2	1
244	что уже	1	1
245	с этой	4	1
246	то же	9	1
247	и если	1	1
248	живет в	6	1
249	и сказал	2	1
250	один это	1	1
251	по сравнению	1	1
252	для того	3	1
253	это только	2	1
254	не по	3	1
255	думаю что	1	1
256	для таких	1	1
257	утверждают что	1	1
258	что это	8	1
259	это значит	2	1
260	не всегда	9	1
261	него в	2	1
262	их было	1	1
263	о чем	6	1
264	те которых	1	1
265	в ее	4	1
266	и тем	7	1
267	есть один	1	1
268	и уже	2	1
269	говорит о	4	1
270	как это	5	1
271	искать в	1	1
