N	4gram	Vygotskiy_	RusskieA
1	состоит в том что	4	26
2	в том что в	3	8
3	не что иное как	2	4
4	в том что это	1	3
5	как это имеет место	1	3
6	так же как и	6	3
7	но тем не менее	1	2
8	выше мы видели что	1	2
9	как мы увидим не	1	2
10	во всяком случае не	1	2
11	вместе с тем и	4	2
12	в другое время не	1	1
13	одни и те же	3	1
14	как мы увидим ниже	1	1
15	и во многих других	1	1
16	к выводу что в	1	1
17	одна и та же	1	1
18	а в связи с	1	1
19	связанных друг с другом	1	1
20	в то время как	5	1
21	в том что они	2	1
22	одного и того же	5	1
23	как это вытекает из	1	1
24	а вместе с тем	1	1
25	собой не что иное	1	1
26	сомнения в том что	1	1
27	одном и том же	2	1
28	или во всяком случае	1	1
29	не только потому что	1	1
30	нет никаких данных для	1	1
31	одно во всяком случае	1	1
32	в том что на	1	1
33	и в некоторых других	1	1
34	то здесь мы имеем	1	1
35	во всех этих случаях	1	1
36	приводит к тому что	1	1
37	которые можно было бы	1	1
38	на том основании что	1	1
39	не имеют ничего общего	1	1
