N	4gram	Vygotskiy_	Vvedenie
1	в то же время	1	6
2	не что иное как	2	5
3	и в самом деле	2	3
4	с одной стороны и	1	3
5	дело в том что	2	3
6	для того чтобы понять	1	3
7	для того чтобы он	2	2
8	состоит в том что	2	2
9	с этой точки зрения	3	2
10	заключается в том что	6	2
11	одно и то же	3	2
12	того чтобы понять что	1	2
13	одной и той же	4	2
14	одного и того же	2	2
15	ответ на этот вопрос	2	2
16	в том или ином	1	2
17	и как раз в	1	1
18	так как она есть	2	1
19	и для того чтобы	1	1
20	то для того чтобы	1	1
21	если принять во внимание	1	1
22	в самом деле как	1	1
23	и т д и	1	1
24	того чтобы сделать эти	1	1
25	всегда заключает в себе	1	1
26	и именно в этом	1	1
27	в том что он	2	1
28	что иное как именно	1	1
29	до тех пор пока	2	1
30	в каждом данном случае	1	1
31	то же самое и	2	1
32	бы то ни было	1	1
33	это состоит в том	1	1
34	в зависимости от того	3	1
35	но вместе с тем	1	1
36	вопрос о том насколько	1	1
37	все то что могло	1	1
38	в том что с	1	1
39	ответить на этот вопрос	1	1
40	сомневаться в том что	1	1
41	и т д мы	1	1
42	заключается в том чтобы	2	1
43	в собственном смысле слова	2	1
44	и то что в	2	1
45	для того чтобы сделать	2	1
46	которая сама по себе	1	1
47	и в этом смысле	1	1
48	в том что в	2	1
49	в том факте что	1	1
50	какой бы то ни	1	1
51	вовсе не в том	1	1
52	нужно принять во внимание	1	1
53	мы имеем дело с	1	1
54	потому что в этом	1	1
55	можно было бы назвать	1	1
56	в том виде как	1	1
57	связь между языком и	1	1
