N	2gram	Losev_Dial	Istorich
1	и в	35	181
2	и т	31	160
3	т д	28	142
4	т е	49	133
5	может быть	30	115
6	не только	26	114
7	что он	16	111
8	мы имеем	4	102
9	что в	19	90
10	но и	17	85
11	в этом	18	81
12	так как	24	75
13	то что	25	73
14	таким образом	5	72
15	вместе с	3	71
16	и не	51	67
17	мы видим	6	65
18	все же	9	65
19	в этих	6	64
20	еще не	4	63
21	не может	16	61
22	этих случаях	1	60
23	так же	6	57
24	то же	21	56
25	никогда не	18	56
26	в том	20	53
27	том что	18	53
28	а в	8	52
29	с другой	10	52
30	потому что	23	52
31	и что	17	51
32	и здесь	1	51
33	что и	7	51
34	а не	24	48
35	о том	8	48
36	его в	3	47
37	не в	12	47
38	другой стороны	7	46
39	превращается в	2	45
40	и пр	7	44
41	мы должны	6	44
42	но в	8	44
43	это не	18	43
44	и его	6	43
45	мы знаем	1	42
46	в нем	25	42
47	только в	7	42
48	показывает что	2	42
49	как в	3	42
50	представление о	1	41
51	в царство	3	40
52	или в	2	39
53	тем что	2	38
54	в его	4	38
55	для нас	1	38
56	как и	10	37
57	уже не	3	37
58	мы уже	8	37
59	он не	5	37
60	что здесь	4	37
61	так и	18	37
62	знаем что	2	36
63	мы увидим	2	36
64	мы можем	5	36
65	что они	8	35
66	с тем	2	35
67	мы не	1	35
68	здесь мы	1	35
69	все эти	4	35
70	не всегда	2	34
71	связи с	3	34
72	но не	9	34
73	а именно	3	34
74	у него	2	34
75	во время	2	34
76	что это	21	34
77	представления о	1	33
78	же как	3	33
79	там где	1	33
80	об этом	7	33
81	сих пор	4	32
82	попадает в	1	32
83	в качестве	2	32
84	один из	3	31
85	прежде всего	14	31
86	то это	6	31
87	так в	1	31
88	ничего не	19	31
89	с этим	5	30
90	с одной	4	30
91	в сказках	1	30
92	до сих	4	30
93	к нему	12	30
94	при помощи	1	30
95	но все	5	29
96	одной стороны	3	29
97	как мы	5	29
98	но это	12	29
99	и другие	1	28
100	что она	18	28
101	и с	10	28
102	например в	2	28
103	так что	21	27
104	могут быть	6	27
105	в образе	1	27
106	того что	6	27
107	как он	5	27
108	как это	8	26
109	на него	2	26
110	и др	2	26
111	в ней	4	26
112	в брак	1	25
113	вопрос о	3	25
114	в дальнейшем	6	25
115	и он	6	25
116	не менее	5	24
117	видно что	2	24
118	к этому	2	24
119	было бы	14	24
120	того как	3	24
121	в виде	2	24
122	если бы	12	24
123	что мы	3	24
124	на небо	1	24
125	их в	2	23
126	как бы	19	23
127	точно так	3	23
128	и это	6	23
129	тем не	3	23
130	в этой	3	23
131	не будем	1	23
132	все это	14	23
133	когда он	2	23
134	в частности	4	23
135	и по	5	22
136	с ним	9	22
137	при этом	2	22
138	связано с	2	21
139	в другом	6	21
140	в одном	4	21
141	сказать что	19	21
142	в связи	3	21
143	здесь не	1	21
144	к тому	6	21
145	они не	3	21
146	ее в	2	21
147	в мифе	23	20
148	из них	5	20
149	из этих	2	20
150	она не	10	20
151	эта связь	1	20
152	наряду с	1	20
153	одна из	1	20
154	в других	1	20
155	в силу	6	20
156	другими словами	2	20
157	так например	1	19
158	что у	3	19
159	на том	1	19
160	но он	3	19
161	в тех	2	19
162	есть и	11	19
163	на то	5	19
164	и как	14	19
165	после этого	3	18
166	и говорит	1	18
167	в то	10	18
168	что этот	3	18
169	не все	1	18
170	в данном	5	18
171	вовсе не	19	18
172	в них	4	17
173	нас к	1	17
174	можно найти	2	17
175	очень много	4	17
176	и этим	1	17
177	том как	1	17
178	то и	3	17
179	по существу	2	17
180	дело не	3	17
181	и только	5	17
182	и она	1	16
183	во всех	3	16
184	всех этих	4	16
185	и они	3	16
186	то мы	2	16
187	в котором	5	16
188	между двумя	1	16
189	и действительно	1	16
190	этот обряд	3	16
191	и все	11	16
192	со стороны	2	16
193	перед нами	3	16
194	связана с	1	16
195	даже в	6	15
196	но есть	2	15
197	в особенности	6	15
198	уже знаем	4	15
199	и то	15	15
200	в своей	9	15
201	в которых	2	15
202	данном случае	1	15
203	его и	1	15
204	и там	1	15
205	в одной	4	15
206	и эти	2	15
207	как будто	7	15
208	и даже	23	15
209	на его	1	15
210	и тем	2	15
211	друг друга	1	15
212	тот кто	2	15
213	в целом	1	15
214	с этой	3	14
215	от него	4	14
216	но мы	3	14
217	этого обряда	1	14
218	можно было	5	14
219	мы еще	2	14
220	в него	2	14
221	и ее	1	14
222	его на	1	14
223	должна быть	5	14
224	но они	2	14
225	и есть	20	14
226	из которых	1	14
227	с ней	2	14
228	такое же	1	14
229	а также	1	14
230	отношение к	5	14
231	него и	1	14
232	на себя	1	14
233	и наконец	1	14
234	или на	3	13
235	на ней	1	13
236	в своем	7	13
237	время как	7	13
238	по себе	39	13
239	то время	3	13
240	и для	2	13
241	в себе	23	13
242	все что	2	13
243	не просто	19	13
244	и у	2	13
245	на этом	4	13
246	и от	5	13
247	с ними	4	13
248	не имеет	15	13
249	смерти и	1	13
250	к своему	1	13
251	его не	7	13
252	и если	5	13
253	же можно	2	13
254	что иное	4	13
255	во всем	3	12
256	кроме того	2	12
257	на землю	1	12
258	хотя бы	6	12
259	а потом	9	12
260	утверждать что	3	12
261	в их	5	12
262	к ней	4	12
263	к этой	1	12
264	как только	4	12
265	в обрядах	1	12
