N	3gram	Ircho_Kome	Myslijsy
1	в том что	15	47
2	по отношению к	4	26
3	не может быть	1	19
4	тем не менее	3	18
5	по крайней мере	1	17
6	и т д	1	15
7	в свою очередь	10	14
8	то же время	11	13
9	в то же	11	13
10	более или менее	2	12
11	с другой стороны	2	12
12	и в этом	1	12
13	до сих пор	12	12
14	только в том	1	12
15	во всяком случае	3	12
16	для того чтобы	8	11
17	и т п	4	11
18	подобно тому как	1	11
19	в то время	3	10
20	с одной стороны	4	10
21	потому что в	2	9
22	одного и того	1	9
23	и того же	1	9
24	на то что	1	9
25	но и в	1	9
26	о том что	7	9
27	до тех пор	5	9
28	мы не можем	1	9
29	что и в	2	9
30	так и в	1	8
31	вместе с тем	5	8
32	в этом случае	2	8
33	сама по себе	1	7
34	и в том	1	7
35	с точки зрения	6	7
36	можно сказать что	1	7
37	не в состоянии	1	7
38	не только в	1	7
39	друг от друга	1	6
40	может быть только	1	6
41	то же самое	3	6
42	с самого начала	5	6
43	не было бы	1	6
44	после того как	3	6
45	потому что как	1	5
46	таким образом что	1	5
47	по себе не	1	5
48	к тому что	1	5
49	таким образом в	1	5
50	если бы не	1	5
51	что мы не	1	4
52	и тот же	3	4
53	в том же	2	4
54	в собственном смысле	1	4
55	с этой точки	1	4
56	по его мнению	2	4
57	есть для нас	1	4
58	в том чтобы	1	4
59	один и тот	3	4
60	и в самом	7	4
61	на этот вопрос	1	4
62	в противном случае	1	4
63	тем же словом	1	4
64	и в свою	2	4
65	в этом отношении	2	4
66	вопрос о том	1	4
67	в том виде	1	4
68	то время как	3	4
69	точно так же	1	3
70	что он не	3	3
71	тех пор пока	1	3
72	себе не может	1	3
73	одной стороны и	2	3
74	не было в	1	3
75	говоря уже о	2	3
76	бы ни был	1	3
77	так или иначе	3	3
78	том что он	1	3
79	ничего общего с	1	3
80	в первом случае	1	3
81	и тем самым	1	3
82	а не в	1	3
83	в связи с	3	3
84	бы то ни	3	3
85	на каждом шагу	1	3
86	равно как и	3	3
87	только после того	1	3
88	это не так	1	3
89	потому что он	1	3
90	не говоря уже	2	3
91	можно было бы	1	3
92	не менее в	1	3
93	сказать несколько слов	1	3
94	этой точки зрения	1	3
95	мы увидим что	1	3
96	а может быть	1	2
97	но вместе с	1	2
98	о том как	5	2
99	отношения между ними	1	2
100	главным образом в	1	2
101	одного к другому	1	2
102	и не имеет	1	2
103	друг на друга	1	2
104	по тому что	3	2
105	но при этом	1	2
106	а тем более	1	2
107	не иначе как	2	2
108	только один из	1	2
109	не было и	1	2
110	из них не	1	2
111	и стало быть	1	2
112	и для самого	1	2
113	состоит в том	2	2
114	но все же	3	2
115	лицом к лицу	1	2
116	то ни было	3	2
117	можем ли мы	1	2
118	от одного к	1	2
119	не без основания	1	2
120	же самое что	1	2
121	можем сказать что	1	2
122	следует сказать о	1	2
123	и не может	1	2
124	к лицу с	1	2
125	не нуждается в	1	2
126	и в отношении	1	2
127	в свое время	1	2
128	в некоторых случаях	1	2
129	на вопрос почему	1	2
130	в себе самом	1	2
131	тех пор не	1	2
132	но столь же	2	2
133	и тем более	2	2
134	но никак не	1	2
135	из этих слов	1	2
136	таким же образом	1	2
137	и до сих	1	2
138	так же как	1	2
139	как мы видели	1	2
140	что и мы	1	2
141	что ни одно	2	2
142	во-вторых потому что	1	2
143	и с этой	2	2
144	человек под влиянием	1	2
145	со стороны других	1	2
146	как мы их	1	2
147	со стороны его	1	2
148	мы можем судить	2	2
149	только для того	2	1
150	что в каждом	1	1
151	что он говорит	1	1
152	в самом деле	13	1
153	то по крайней	1	1
154	мере в какой	1	1
155	даже в том	1	1
156	имеет ничего общего	1	1
157	и столь же	1	1
158	с тем мы	1	1
159	слова мы увидим	1	1
160	бы при этом	1	1
161	на мой взгляд	2	1
162	в других случаях	1	1
163	во сне не	1	1
164	в той мере	1	1
165	в той же	1	1
166	том что его	1	1
167	сравнить его с	1	1
168	одной точки зрения	1	1
169	то что он	1	1
170	на задний план	1	1
171	то это опять	1	1
172	нет ничего кроме	1	1
173	себе отчет в	1	1
174	судить о том	1	1
175	по сравнению с	3	1
176	же что и	1	1
177	один из них	1	1
178	однако она не	1	1
179	здесь не только	1	1
180	мы не встретим	1	1
181	свою очередь получает	1	1
182	она могла бы	1	1
183	самой своей природе	1	1
184	ни одно из	3	1
