N	2gram	Ircho_Kome	Analitik
1	не только	13	71
2	и в	37	66
3	в качестве	4	61
4	но и	18	57
5	в том	24	52
6	может быть	14	52
7	в этом	18	51
8	в частности	4	51
9	как и	10	50
10	и не	28	48
11	а не	5	42
12	при этом	11	40
13	том что	22	40
14	так и	4	35
15	в мире	2	31
16	представляет собой	5	30
17	состоит в	2	30
18	отнюдь не	5	29
19	как бы	7	29
20	не может	9	29
21	а в	12	28
22	в его	12	27
23	и его	10	27
24	не в	7	26
25	но не	9	26
26	текста в	1	26
27	всего лишь	2	24
28	в себе	4	24
29	не случайно	3	24
30	что в	11	22
31	и даже	6	22
32	к тому	11	22
33	в этой	7	22
34	о том	21	20
35	я в	1	20
36	в самом	17	19
37	то же	14	19
38	в своей	6	19
39	по отношению	6	19
40	с его	6	19
41	но в	7	19
42	в то	14	18
43	отношению к	4	18
44	тем самым	1	17
45	с другой	5	17
46	только в	3	17
47	со стороны	16	17
48	такого рода	2	17
49	в целом	4	17
50	что и	12	16
51	могут быть	3	16
52	то что	5	16
53	в пределах	3	16
54	и на	6	15
55	между тем	6	15
56	прежде всего	7	15
57	в сущности	3	15
58	в их	5	15
59	в принципе	1	14
60	не менее	9	14
61	того же	9	14
62	себя в	3	14
63	я и	2	14
64	в себя	1	14
65	мы имеем	4	14
66	же время	12	14
67	в отличие	3	14
68	столь же	5	14
69	отличие от	5	14
70	далеко не	3	14
71	по себе	1	13
72	точки зрения	8	13
73	как правило	1	13
74	тому же	11	13
75	в случае	2	13
76	он не	11	13
77	ничего не	6	13
78	как раз	9	13
79	для него	1	13
80	а также	3	13
81	в начале	5	13
82	и к	4	12
83	и сам	11	12
84	никогда не	5	12
85	как это	5	12
86	в первой	3	12
87	сводится к	1	12
88	как в	4	12
89	еще не	10	12
90	в конечном	2	12
91	в той	2	11
92	даже в	3	11
93	конечном счете	3	11
94	по своей	2	11
95	в свою	12	11
96	той же	2	11
97	это не	3	11
98	можно сказать	1	11
99	и как	3	11
100	во второй	2	11
101	не с	2	11
102	не следует	2	11
103	нуждается в	2	11
104	все же	9	10
105	едва ли	16	10
106	с одной	5	10
107	в конце	14	10
108	было бы	7	10
109	однако в	5	10
110	подобно тому	1	10
111	текста и	1	10
112	отношения к	2	10
113	перед лицом	2	10
114	здесь не	2	10
115	со своей	2	10
116	особенно в	1	10
117	один из	6	10
118	на себя	10	10
119	говорить о	6	9
120	говорит о	2	9
121	не столько	3	9
122	в результате	2	9
123	другой стороны	2	9
124	на фоне	2	9
125	и того	1	9
126	одной стороны	4	9
127	свою очередь	10	9
128	том чтобы	4	9
129	в своем	9	9
130	по поводу	1	9
131	крайней мере	1	9
132	таким образом	16	9
133	во всех	4	9
134	за пределы	3	9
135	только не	1	9
136	вместе с	16	9
137	по крайней	1	9
138	тому как	1	9
139	того что	1	9
140	как уже	1	9
141	что касается	5	9
142	дело с	4	8
143	о чем	11	8
144	роль в	3	8
145	не всегда	2	8
146	между двумя	2	8
147	одной из	4	8
148	уже говорилось	1	8
149	в сторону	1	8
150	о его	4	8
151	с ним	10	8
152	нашего времени	1	8
153	если бы	18	8
154	и все	6	8
155	что он	15	8
156	перед нами	1	8
157	не является	5	8
158	в основе	3	8
159	с точки	6	8
160	хотя и	6	8
161	этом отношении	2	8
162	времени и	2	8
163	дело не	2	8
164	он и	5	8
165	одного из	4	8
166	в финале	1	7
167	восходящая к	1	7
168	во всяком	3	7
169	в другом	2	7
170	времени в	2	7
171	в одном	3	7
172	как мы	6	7
173	в нашем	1	7
174	который в	3	7
175	от себя	2	7
176	не мог	2	7
177	несмотря на	7	7
178	в ее	3	7
179	у него	10	7
180	в таком	2	7
181	картины мира	1	7
182	и тем	4	7
183	в свое	2	7
184	и является	1	7
185	приводит к	4	7
186	свое время	1	7
187	в глазах	10	7
188	в соответствии	1	7
189	всяком случае	3	7
190	и для	7	7
191	все это	7	7
192	со своим	1	7
193	однако не	1	7
194	в новом	1	7
195	на его	5	7
196	или иначе	3	7
197	во времени	1	7
198	себя и	2	7
199	место в	1	7
200	как будто	3	7
201	вплоть до	2	7
202	во всем	2	6
203	те же	1	6
204	так или	3	6
205	а напротив	1	6
206	или в	1	6
207	при всей	2	6
208	одного и	1	6
209	восходит к	1	6
210	хотя бы	5	6
211	превращается в	1	6
212	вовсе не	6	6
213	в текст	1	6
214	из них	11	6
215	то в	1	6
216	тем не	3	6
217	не знает	7	6
218	что не	5	6
219	о себе	1	6
220	не будет	2	6
221	могла бы	1	6
222	в силу	2	6
223	в нем	8	6
224	он был	6	6
225	если в	4	6
226	на этом	3	6
227	из которых	7	6
228	из того	3	6
229	не более	1	6
230	от своего	2	6
231	и более	1	6
232	из этих	2	6
233	соответствии с	1	6
234	в сознании	1	6
235	более чем	6	6
236	ответ на	7	6
237	уже в	3	6
238	ли не	6	6
239	по его	2	6
240	должен быть	2	6
241	его в	9	6
242	тем более	9	6
243	мере в	1	6
244	полной мере	1	6
245	в полной	1	6
246	же в	3	6
247	что на	1	6
248	все что	6	5
249	этого персонажа	1	5
250	не так	4	5
251	к числу	2	5
252	не как	2	5
253	а затем	4	5
254	в этих	2	5
255	в них	6	5
256	на смену	1	5
257	в первом	2	5
258	мысль о	1	5
259	тем что	12	5
260	в один	1	5
261	речь идет	5	5
262	же его	2	5
263	исходя из	2	5
264	в котором	6	5
265	входит в	1	5
266	для того	9	5
267	для себя	1	5
268	в слове	1	5
269	может служить	2	5
270	в эту	1	5
271	к этому	11	5
272	и он	5	5
273	с другими	2	5
274	к жизни	1	5
275	ни в	14	5
276	не о	3	5
277	будто бы	1	5
278	я не	4	5
279	и до	2	5
280	но как	1	5
281	а с	2	5
282	так что	7	5
283	главного героя	1	5
284	и по	3	5
285	и потому	2	5
286	во втором	2	5
287	как сам	2	5
288	и здесь	11	5
289	не могут	2	5
290	самом деле	13	5
291	с таким	1	5
292	как о	3	5
293	к его	4	5
294	жизни в	1	5
295	да и	3	5
296	совершенно не	2	5
297	что мы	4	5
298	на примере	2	5
299	каждый из	1	5
300	он в	2	5
301	за пределами	3	5
302	тот же	11	5
303	этом случае	2	5
304	принадлежит к	1	5
305	на вопрос	5	5
306	мы не	6	5
307	как смерть	1	5
308	с той	1	5
309	все эти	1	5
310	одно из	3	5
311	путь к	1	5
312	одну из	1	5
313	и их	1	5
314	нового времени	5	5
315	еще в	1	5
316	такой же	2	5
317	и особенно	2	5
318	таким же	2	5
319	однако и	1	4
320	а вот	1	4
321	строго говоря	1	4
322	ты не	1	4
323	его от	5	4
324	о своем	1	4
325	в своих	4	4
326	к самому	1	4
327	в собственном	1	4
328	что по	2	4
329	с этим	5	4
330	обращает на	3	4
331	нам не	1	4
332	уж так	1	4
333	в действительности	1	4
334	не должен	1	4
335	только на	1	4
336	для данного	1	4
337	что же	2	4
338	самом начале	1	4
339	сказать что	4	4
340	известной степени	2	4
341	на него	6	4
342	еще одна	1	4
343	что она	10	4
344	к нему	8	4
345	ни было	3	4
346	в ситуации	1	4
347	я во	1	4
348	не было	6	4
349	в которой	6	4
350	одним из	2	4
351	между ними	4	4
352	в двух	7	4
353	в чем	7	4
354	каждом из	2	4
355	на себе	2	4
356	бы в	5	4
357	в каждом	3	4
358	могли бы	1	4
359	не сводится	1	4
360	в устах	2	4
361	мы уже	1	4
362	то ни	4	4
363	в ответ	4	4
364	себя внимание	3	4
365	и что	8	4
366	и от	3	4
367	и есть	3	4
368	его к	1	4
369	а как	2	4
370	не позволяет	4	4
371	была бы	2	4
372	представляют собой	3	4
373	как он	5	4
374	в отношении	4	4
375	однако что	2	4
376	о своей	1	4
377	а именно	1	4
378	с ними	1	4
379	бы не	3	4
380	и т	5	4
381	его и	3	4
382	потому что	19	4
383	того чтобы	9	4
384	и если	3	4
385	вслед за	1	4
386	в диалоге	2	4
387	и во	3	4
388	здесь и	3	4
389	обратиться к	1	4
390	как к	3	4
391	все они	1	4
392	о нем	1	4
393	ему в	1	4
394	свидетельствует о	1	4
395	аналогичным образом	2	4
396	от которого	1	4
397	при встрече	1	4
398	здесь в	2	4
399	бы и	1	4
400	на которой	1	4
401	ко второму	1	4
402	в присутствии	3	4
403	указывает на	1	4
404	сама по	1	4
405	или даже	1	4
406	по своему	3	4
407	об этом	12	4
408	жизнь и	1	4
409	человека в	4	4
410	но при	2	4
411	его не	3	4
412	свою жизнь	1	4
413	наконец в	1	4
414	смысл его	1	4
415	и ее	3	4
416	основе своей	2	4
417	отношение к	7	4
418	и о	3	4
419	в области	3	4
420	от него	2	3
421	в центре	2	3
422	случае в	1	3
423	рассказ о	1	3
424	к этой	2	3
425	с этой	5	3
426	его за	3	3
427	тем как	2	3
428	и был	2	3
429	в виду	3	3
430	и с	5	3
431	в жизни	1	3
432	с тем	6	3
433	похож на	2	3
434	встреча с	1	3
435	только для	2	3
436	в момент	1	3
437	в такой	1	3
438	вопрос о	2	3
439	текста это	1	3
440	уже о	2	3
441	это было	1	3
442	этой связи	3	3
443	и те	1	3
444	от своей	2	3
445	себе в	6	3
446	то его	1	3
447	и далее	1	3
448	как на	1	3
449	что все	1	3
450	в зависимости	1	3
451	в противном	1	3
452	тут же	8	3
453	на котором	1	3
454	в облике	1	3
455	писал в	1	3
456	к внутреннему	1	3
457	всего в	1	3
458	бы то	3	3
459	что у	2	3
460	в восприятии	1	3
461	после чего	2	3
462	первом случае	1	3
463	в состоянии	1	3
464	от первого	1	3
465	для своего	1	3
466	х годов	2	3
467	связи с	5	3
468	с двумя	1	3
469	очевидно что	1	3
470	в связи	4	3
471	человек в	1	3
472	между собой	5	3
473	представляется нам	2	3
474	служит для	1	3
475	что как	1	3
476	он сам	1	3
477	а для	2	3
478	не был	2	3
479	только во	1	3
480	остается в	3	3
481	в строке	1	3
482	речи и	1	3
483	отрекается от	1	3
484	хотя в	3	3
485	в тех	4	3
486	и тот	6	3
487	следует признать	1	3
488	а тем	1	3
489	тот или	1	3
490	теми же	1	3
491	из этого	2	3
492	бы ни	1	3
493	во время	8	3
494	в четыре	1	3
495	на жизнь	1	3
496	его из	1	3
497	например в	3	3
498	что они	3	3
499	в наиболее	2	3
500	никак не	2	3
501	себе не	2	3
502	можно было	3	3
503	если не	7	3
504	сюжета и	1	3
505	до этого	3	3
506	ни о	1	3
507	если говорить	1	3
508	времени не	2	3
509	никто не	2	3
510	ли он	1	3
511	ему и	3	3
512	о котором	1	3
513	зависимости от	1	3
514	на каждом	1	3
515	во сне	1	3
516	человека и	2	3
517	ни к	1	3
518	своей собственной	1	3
519	тех же	3	3
520	быть не	1	3
521	из его	3	3
522	тех пор	5	3
523	поскольку он	1	3
524	для нее	1	3
525	в обоих	2	3
526	т п	5	3
527	из наиболее	1	3
528	героя в	1	3
529	с людьми	1	3
530	мог бы	1	3
531	на этот	6	3
532	взгляде на	1	3
533	действующего лица	1	3
534	его можно	1	3
535	персонажей в	4	3
536	так как	16	3
537	они не	2	3
538	том числе	2	3
539	себя самого	1	3
540	видеть в	2	3
541	же не	3	3
542	дело в	1	3
543	о ее	1	3
544	когда же	1	3
545	далека от	1	3
546	а о	2	3
547	не от	1	3
548	текста не	2	3
549	на левом	1	3
550	а то	1	3
551	понимать как	1	3
552	и без	2	3
553	в какой	4	3
554	при таком	1	3
555	противном случае	1	3
556	к своему	4	3
557	и я	3	3
558	один и	3	3
559	этих двух	2	3
560	не говоря	2	3
561	ко всему	1	3
562	только к	1	3
563	раз не	1	3
564	она не	3	3
565	в ней	7	3
566	но он	3	3
567	мы узнаем	1	3
568	независимо от	4	3
569	мы должны	1	3
570	и может	2	3
571	его речи	1	3
572	человека с	2	3
573	идет о	3	3
574	же самое	3	3
575	которые в	1	3
576	в имени	1	3
577	когда он	5	3
578	жизни и	1	3
579	все еще	2	3
580	на то	3	3
581	ведь и	1	3
582	для этого	3	3
583	и наконец	1	3
584	из уст	2	3
585	не к	1	3
586	момент его	1	3
587	еще раз	1	2
588	говоря уже	2	2
589	о будущем	2	2
590	текстов в	1	2
591	еще более	4	2
592	тому что	5	2
593	всех троих	1	2
594	следует что	3	2
595	которой в	1	2
596	ни столь	1	2
597	не являются	1	2
598	требует от	4	2
599	с появлением	1	2
600	то ли	4	2
601	из многочисленных	1	2
602	разговора с	1	2
603	от них	2	2
604	ко всем	1	2
605	встречается в	1	2
606	на волоске	1	2
607	более или	2	2
608	жизнь в	1	2
609	если он	3	2
610	либо в	4	2
611	с не	1	2
612	их в	3	2
613	обоих случаях	1	2
614	о судьбе	1	2
615	выход из	1	2
616	собой не	1	2
617	он по	1	2
618	не его	1	2
619	но мы	1	2
620	на первый	1	2
621	рассуждение о	1	2
622	любви к	5	2
623	героя или	1	2
624	в поход	1	2
625	что этот	1	2
626	основанная на	1	2
627	своей природе	1	2
628	е о	1	2
629	меня к	1	2
630	войти в	2	2
631	этой сцены	3	2
632	должна была	1	2
633	следует отнести	1	2
634	представляется совершенно	2	2
635	на пути	2	2
636	обращаясь к	1	2
637	не обязательно	1	2
638	так же	8	2
639	в глаза	3	2
640	своей жизнью	1	2
641	и себя	1	2
642	и остается	1	2
643	в прошлом	1	2
644	к ним	5	2
645	двух других	1	2
646	отношений и	1	2
647	перед ним	4	2
648	тех случаях	1	2
649	тем кто	1	2
650	в споре	1	2
651	в сцене	2	2
652	с этими	1	2
653	как от	1	2
654	же слова	1	2
655	отношения в	1	2
656	сих пор	12	2
657	и всякого	1	2
658	оказывается уже	1	2
659	друг с	3	2
660	в системе	1	2
661	не просто	1	2
662	они могут	1	2
663	внутреннего мира	1	2
664	но сама	1	2
665	намек на	1	2
666	при известии	1	2
667	в чужой	1	2
668	ближе к	3	2
669	ее и	1	2
670	той мере	1	2
671	мы видим	2	2
672	к их	2	2
673	возвращение к	2	2
674	собой в	1	2
675	к себе	9	2
676	получает в	1	2
677	т е	18	2
678	что при	1	2
679	женскому полу	1	2
680	не хозяин	1	2
681	не удается	1	2
682	мы можем	7	2
683	там и	3	2
684	в уста	2	2
685	что между	2	2
686	отношения между	2	2
687	произведения его	1	2
688	или не	1	2
689	том же	2	2
690	он оказывается	1	2
691	о н	1	2
692	как его	4	2
693	не остается	3	2
694	человек и	1	2
695	т о	1	2
696	следует понимать	1	2
697	после слов	1	2
698	с изображением	1	2
699	одном из	1	2
700	же точно	1	2
701	побуждает его	1	2
702	не узнал	1	2
703	и мотив	1	2
704	пребывания в	2	2
705	на которую	1	2
706	я на	2	2
707	складывается из	1	2
708	выступает в	1	2
709	что даже	1	2
710	не могу	1	2
711	этой точки	1	2
712	человека как	1	2
713	здесь мы	1	2
714	не приходится	5	2
715	и та	1	2
716	для человека	2	2
717	не могла	3	2
718	однако сам	1	2
719	этот вопрос	2	2
720	не знаю	2	2
721	себя за	1	2
722	выходят за	2	2
723	к первому	1	2
724	один в	1	2
725	только с	1	2
726	моментов в	1	2
727	это делает	2	2
728	в доме	17	2
729	них не	1	2
730	как об	1	2
731	до смерти	2	2
732	мы будем	1	2
733	к женскому	1	2
734	ей не	1	2
735	об этих	1	2
736	своего героя	1	2
737	еще одно	2	2
738	судя по	3	2
739	и сами	1	2
740	в статье	1	2
741	себе самом	1	2
742	до сих	12	2
743	за ним	3	2
744	от жизни	1	2
745	сообщения о	1	2
746	своего собственного	1	2
747	пока же	1	2
748	и при	1	2
749	не требует	1	2
750	о которой	2	2
751	из классических	1	2
752	том и	1	2
753	со всеми	2	2
754	все его	2	2
755	должен был	6	2
756	своей дочери	1	2
757	ни одно	3	2
758	на месте	3	2
759	даже не	5	2
760	молодого человека	23	2
761	не такое	1	2
762	не имеет	6	2
763	не видно	1	2
764	дома и	3	2
765	может не	1	2
766	страсти и	1	2
767	в стихах	1	2
768	всей своей	1	2
769	к другому	2	2
770	ср из	1	2
771	думать что	1	2
772	нет ничего	4	2
773	к счастью	1	2
774	в диалог	1	2
775	в течение	3	2
776	да еще	3	2
777	это только	1	2
778	у меня	5	2
779	на два	1	2
780	на это	3	2
781	не сам	2	2
782	ни был	2	2
783	себя не	1	2
784	со всей	1	2
785	в которую	1	2
786	в мир	1	2
787	при помощи	1	2
788	непосредственно к	1	2
789	было и	1	2
790	волосы и	1	2
