N	4gram	Propp_Isto	KulturaY
1	с этой точки зрения	1	5
2	состоит в том что	2	4
3	заключается в том что	1	4
4	в силу того что	1	3
5	здесь можно было бы	2	3
6	в тех случаях когда	2	3
7	точно так же как	2	3
8	еще не может быть	1	2
9	только после того как	2	2
10	не что иное как	6	2
11	одной и той же	2	2
12	по отношению к своему	1	1
13	силу того что они	1	1
14	и т д такое	1	1
15	в огромном большинстве случаев	1	1
16	с нашей точки зрения	1	1
17	если это так то	1	1
18	по рукам и ногам	1	1
19	в том смысле как	1	1
20	в том что и	1	1
21	это еще не все	1	1
22	и т д в	1	1
23	не случайно и не	1	1
24	и не может быть	1	1
25	в том отношении что	1	1
26	как мы видели есть	1	1
27	и т д или	1	1
28	в то время как	2	1
29	и только после того	1	1
30	в связи с этим	1	1
31	однако это еще не	1	1
32	то же самое что	1	1
33	и т д чтобы	1	1
34	несмотря на то что	1	1
35	однако не в этом	1	1
36	хотелось бы обратить внимание	1	1
37	и пр но для	1	1
38	по себе ничего не	1	1
39	если с этим сопоставить	1	1
40	во всех этих случаях	1	1
41	и т д все	1	1
42	ни тот ни другой	1	1
43	как мы видели выше	2	1
44	и т д но	1	1
45	что же это за	1	1
46	есть не что иное	2	1
