N	3gram	Voloshinov	Istorich
1	до сих пор	3	30
2	с одной стороны	1	28
3	так же как	2	27
4	мы знаем что	1	26
5	в том что	1	25
6	не может быть	3	24
7	вместе с тем	1	23
8	о том что	2	22
9	мы имеем в	1	19
10	в связи с	1	17
11	мы уже знаем	1	15
12	в данном случае	1	15
13	мы увидим что	1	13
14	не что иное	1	11
15	мы здесь имеем	1	11
16	что иное как	1	11
17	можно было бы	1	10
18	друг с другом	1	9
19	уже знаем что	1	9
20	же как и	1	9
21	совершенно так же	1	8
22	то же самое	1	8
23	таким образом и	1	8
24	но вместе с	1	8
25	подобно тому как	1	8
26	в большинстве случаев	3	7
27	во всяком случае	3	7
28	на первый взгляд	1	7
29	так как он	1	6
30	этой точки зрения	1	6
31	с этой точки	1	6
32	мы видим и	1	6
33	с самого начала	4	6
34	мы не можем	1	6
35	для того чтобы	1	5
36	мы еще не	1	5
37	со всех сторон	1	5
38	и что он	1	5
39	в нем и	1	5
40	то же мы	1	5
41	так и в	1	5
42	на самом деле	4	5
43	но мы уже	1	4
44	во всем мире	1	4
45	только в одном	1	4
46	и может быть	2	4
47	же мы видим	1	4
48	с точки зрения	6	4
49	по женской линии	1	4
50	друг на друга	2	4
51	через некоторое время	1	4
52	нам кажется что	2	4
53	в свою противоположность	1	4
54	можно сказать что	3	4
55	а иногда и	1	4
56	это и есть	1	4
57	все то что	2	3
58	как один из	1	3
59	дело в том	1	3
60	она может быть	1	3
61	по сравнению с	3	3
62	но мы знаем	1	3
63	то ни было	1	3
64	бы то ни	1	3
65	в том смысле	1	3
66	по его мнению	1	3
67	а может быть	1	2
68	в себя и	1	2
69	в самом деле	2	2
70	быть не может	1	2
71	что в них	1	2
72	в этом нет	1	2
73	и таким образом	1	2
74	во многих случаях	1	2
75	и входит в	1	2
76	уже не может	1	2
77	могут быть объяснены	1	2
78	на первый план	1	2
79	может быть речи	1	2
80	в этом и	1	2
81	что мы здесь	1	2
82	еще совершенно не	1	2
83	не могут быть	2	2
84	и она не	1	2
85	и связанные с	1	2
86	может быть это	3	2
87	этого никогда не	1	2
88	на вопрос о	1	2
89	может быть только	1	2
90	так и с	1	2
91	и прежде всего	1	2
92	еще не имеет	1	2
93	заранее обречены на	1	2
94	другими словами мы	1	2
95	ничего не говорит	1	2
96	а потом и	1	2
97	может быть сделан	1	2
98	в мифах и	1	2
99	имеем дело с	1	2
100	зависимости от окружающей	1	1
101	что можно было	1	1
102	в этот момент	1	1
103	не говорит и	1	1
104	себе но оно	1	1
105	и др но	1	1
106	конечно не может	1	1
107	для нас очень	1	1
108	это приводит к	1	1
109	из этих трех	1	1
110	они не будут	1	1
111	на всю жизнь	1	1
112	в них и	1	1
113	может быть сведен	1	1
114	выше мы говорили	1	1
115	так как его	1	1
116	по аналогии с	2	1
117	каждого из этих	1	1
118	еще в году	1	1
119	чем иным как	1	1
120	мы можем коснуться	1	1
121	и пр в	1	1
122	на наших глазах	1	1
123	один из корней	1	1
124	это вытекает из	1	1
125	и пр это	1	1
126	этом нет ничего	1	1
127	можем сказать что	1	1
128	во время сна	1	1
129	первый и основной	1	1
130	вместе с ним	1	1
131	в более позднее	1	1
132	а на самом	1	1
133	как мы знаем	1	1
134	ее не только	1	1
135	может быть даже	1	1
136	в этом смысле	3	1
137	в свое время	1	1
138	связи с этим	1	1
139	в этой работе	1	1
140	нет ничего удивительного	1	1
141	здесь имеем дело	1	1
142	на этом моменте	1	1
143	он может быть	1	1
144	более позднее время	1	1
145	есть ли у	1	1
146	с ним и	1	1
147	на своем месте	1	1
148	в каком направлении	1	1
149	что может быть	1	1
150	почти во всем	1	1
151	если бы он	1	1
152	же самое и	1	1
153	имеющие отношения к	1	1
154	мы говорили что	1	1
155	в каком отношении	1	1
156	здесь только что	1	1
157	своем месте и	1	1
158	и столь же	1	1
159	из всего сказанного	1	1
160	не имеющие отношения	1	1
161	отношение к отцу	1	1
162	только для того	1	1
163	и к другим	1	1
164	ранних ступенях развития	1	1
165	само нуждается в	1	1
166	сводится к следующему	1	1
167	в этом отношении	1	1
168	таким образом к	1	1
169	что не удается	2	1
170	не чем иным	1	1
171	мы можем сказать	2	1
172	все что есть	1	1
173	по ту сторону	4	1
174	что между ними	1	1
175	а с другой	1	1
176	и как мы	1	1
177	мы живем в	1	1
178	в высшей степени	1	1
179	право на престол	1	1
180	и в этом	2	1
181	тех же знакомых	1	1
182	на них мы	1	1
183	может быть именно	1	1
184	в душу и	1	1
185	вспомним хотя бы	1	1
186	первый план выдвигается	1	1
187	обратим внимание на	1	1
188	вопрос о мотивах	1	1
189	один из моментов	1	1
190	поэтому и не	1	1
191	на этом пути	1	1
192	еще не можем	1	1
193	и та же	1	1
194	он прежде всего	1	1
195	останавливаться не будем	1	1
196	может привести к	1	1
197	всяком случае не	1	1
198	однако сказать что	1	1
199	мы останавливаться не	1	1
200	не дает нам	1	1
201	одна и та	1	1
202	обречены на неудачу	1	1
203	как это делает	1	1
204	а в некоторых	1	1
