N	3gram	Losev_Prob	Analitik
1	в том что	13	25
2	не может быть	2	19
3	по отношению к	2	18
4	в то же	2	16
5	о том что	14	15
6	в данном случае	5	14
7	то же время	1	14
8	той или иной	4	14
9	к тому же	5	13
10	мы имеем дело	1	11
11	того или иного	2	9
12	с другой стороны	7	9
13	в свою очередь	2	9
14	в том чтобы	2	9
15	по крайней мере	8	9
16	с одной стороны	5	9
17	состоит в том	1	8
18	с точки зрения	13	8
19	не только в	5	8
20	в этом отношении	4	8
21	в таком случае	2	7
22	во всяком случае	6	7
23	что иное как	3	7
24	тем не менее	8	6
25	так или иначе	3	6
26	не что иное	3	6
27	в той или	2	5
28	не только не	1	5
29	но и в	2	5
30	в русской литературе	3	5
31	во времени и	1	5
32	времени и пространстве	1	5
33	имеем дело с	1	5
34	в том или	3	4
35	в самом деле	1	4
36	для того чтобы	3	4
37	не в том	1	4
38	тех или иных	2	4
39	и в этом	1	4
40	не удивительно что	1	4
41	дело здесь не	1	4
42	и не в	2	4
43	в этом смысле	4	4
44	в известном смысле	1	4
45	том что он	3	4
46	едва ли не	1	4
47	сама по себе	2	4
48	и как бы	2	3
49	и то что	3	3
50	на каждом из	1	3
51	и т п	1	3
52	одной из своих	1	3
53	в том числе	2	3
54	крайней мере в	3	3
55	далеко не всегда	3	3
56	сам по себе	3	3
57	именно в этом	1	3
58	бы то ни	4	3
59	между тем как	1	3
60	то ни было	2	3
61	в связи с	11	3
62	то же самое	2	3
63	как раз и	1	3
64	то есть в	5	3
65	человеческого я в	1	3
66	можно сказать что	4	3
67	и все же	1	3
68	дело в том	4	3
69	содержит в себе	1	3
70	но о том	1	3
71	в результате чего	2	3
72	все того же	2	3
73	мере в какой	1	2
74	же самое время	1	2
75	такой же мере	1	2
76	в коем случае	3	2
77	с этой точки	2	2
78	более или менее	1	2
79	можно было бы	2	2
80	до сих пор	3	2
81	в такой же	1	2
82	ни в коем	3	2
83	и прежде всего	2	2
84	а с другой	3	2
85	или иной эстетической	1	2
86	к тому что	1	2
87	коем случае не	1	2
88	в чистом виде	1	2
89	который в свою	1	2
90	в борьбе с	1	2
91	они могут быть	1	2
92	на то что	2	2
93	в частности как	1	2
94	заключается в том	1	2
95	в сравнении с	4	2
96	здесь как и	1	2
97	этой точки зрения	2	2
98	здесь мы имеем	1	2
99	в войне и	1	2
100	не говоря уже	2	2
101	в сущности говоря	1	2
102	в одной из	1	2
103	но в то	2	2
104	и в своей	1	2
105	так и его	1	2
106	не есть ни	1	2
107	войне и мире	1	2
108	на первый взгляд	1	2
109	говоря уже о	2	2
110	прежде всего в	1	2
111	в начале этого	1	2
112	что несмотря на	1	2
113	который в своей	3	1
114	может быть это	1	1
115	и он сам	1	1
116	как и во	1	1
117	он не видит	1	1
118	прибавим к этому	1	1
119	как будто бы	3	1
120	не подлежит никакому	1	1
121	но еще и	1	1
122	до нас в	2	1
123	по себе а	2	1
124	о том как	1	1
125	вступает в борьбу	1	1
126	никак не может	2	1
127	который мог бы	1	1
128	в себе все	1	1
129	как и вообще	1	1
130	по одному этому	1	1
131	говорится и о	1	1
132	уже содержит в	1	1
133	не менее как	1	1
134	несмотря на то	1	1
135	имеется в виду	1	1
136	и тут же	1	1
137	то или иное	1	1
138	как и его	2	1
139	того же автора	2	1
140	или иной мере	2	1
141	а то что	1	1
142	точки зрения в	1	1
143	ни у кого	1	1
144	путь выхода из	1	1
145	доходит до того	2	1
146	в том же	1	1
147	в каждом из	1	1
148	отнюдь не к	1	1
149	все еще не	1	1
150	таким же образом	1	1
151	что в новом	1	1
152	в новом свете	1	1
153	с ним в	2	1
154	свидетельствует о том	1	1
155	в другом стихотворении	1	1
156	том что люди	1	1
157	был первым кто	1	1
158	уже по одному	2	1
159	что у него	1	1
160	но и всего	1	1
161	по своему содержанию	1	1
162	такого же рода	2	1
163	вновь и вновь	1	1
164	еще и до	1	1
165	приходит к выводу	1	1
