N	2gram	Voloshinov	slovoVRo
1	и в	28	92
2	и т	1	82
3	то есть	1	64
4	может быть	28	59
5	и его	22	59
6	в нем	7	59
7	и не	34	51
8	не только	10	44
9	не может	30	41
10	но и	10	39
11	до конца	7	37
12	в этом	28	36
13	а не	9	34
14	во всех	13	32
15	точки зрения	31	30
16	так и	14	30
17	могут быть	9	29
18	и др	9	29
19	в пределах	6	29
20	в его	25	27
21	слова в	1	26
22	все это	12	25
23	как бы	19	24
24	слова и	4	24
25	слово в	1	24
26	то же	12	23
27	и на	9	22
28	как в	4	21
29	не в	10	21
30	вовсе не	16	21
31	в процессе	5	20
32	в то	7	20
33	прежде всего	26	19
34	как мы	18	19
35	с ним	14	18
36	как и	13	18
37	язык и	1	18
38	же время	6	18
39	себя в	3	18
40	или иной	2	18
41	таким образом	34	17
42	оно не	3	17
43	и даже	3	17
44	все же	8	17
45	в основе	6	17
46	в истории	4	17
47	все эти	15	17
48	в большинстве	5	17
49	при этом	8	16
50	в них	3	16
51	к своему	2	16
52	отличие от	2	16
53	но в	13	16
54	и с	10	15
55	с точки	15	15
56	со своим	1	15
57	той или	1	15
58	там где	2	15
59	только в	11	14
60	в отличие	2	14
61	узком смысле	3	14
62	так сказать	7	14
63	в узком	4	14
64	в особенности	1	13
65	отношении к	1	13
66	в слове	1	13
67	на фоне	1	13
68	это не	5	13
69	общего языка	1	13
70	с другой	2	13
71	с его	9	13
72	точка зрения	15	13
73	рядом с	2	13
74	и следовательно	3	13
75	и для	7	13
76	и к	7	12
77	в отношении	2	12
78	еще не	8	12
79	во всяком	9	12
80	никогда не	10	12
81	и потому	12	12
82	или в	1	12
83	точек зрения	1	12
84	а в	8	12
85	отношение к	7	12
86	и наконец	12	12
87	один из	10	11
88	в этих	5	11
89	большинстве случаев	6	11
90	с ними	5	11
91	для него	12	11
92	с одной	2	11
93	всех его	1	11
94	одной стороны	2	11
95	зрения на	6	10
96	и их	2	10
97	и все	13	10
98	уже не	9	10
99	все они	2	10
100	т д	1	10
101	в своем	4	10
102	в том	10	10
103	с другими	8	10
104	она не	6	10
105	в себе	7	10
106	далеко не	5	10
107	в него	2	10
108	всех этих	6	10
109	в основном	4	9
110	поэтому и	1	9
111	в своей	14	9
112	конечно не	10	9
113	сказать что	11	9
114	на почве	3	9
115	этом случае	1	9
116	так как	15	9
117	здесь в	6	9
118	его в	11	9
119	у толстого	1	9
120	одна из	4	9
121	в их	2	9
122	в смысле	1	9
123	и других	1	9
124	он не	10	9
125	быть и	7	9
126	одним из	3	9
127	и от	3	9
128	но не	7	9
129	с ее	4	9
130	к нему	9	9
131	более того	7	9
132	в самом	12	8
133	для нас	2	8
134	не на	1	8
135	не могут	7	8
136	может стать	4	8
137	зависимости от	4	8
138	все время	4	8
139	для понимания	2	8
140	с этим	8	8
141	в зависимости	4	8
142	человека в	4	8
143	всяком случае	8	8
144	входит в	2	8
145	в одной	2	8
146	человека и	6	8
147	и часто	2	8
148	на мир	1	8
149	они могут	1	8
150	в ней	8	8
151	во всем	1	7
152	еще более	2	7
153	но все	2	7
154	о нем	2	7
155	например в	1	7
156	связанные с	4	7
157	том что	12	7
158	перед нами	1	7
159	известной степени	1	7
160	на своем	1	7
161	но именно	2	7
162	здесь не	1	7
163	друг друга	2	7
164	того же	3	7
165	по преимуществу	2	7
166	у него	4	7
167	не было	5	7
168	связи с	1	7
169	в таком	6	7
170	мы уже	10	7
171	его не	2	7
172	также и	2	7
173	ту же	1	7
174	за пределы	10	7
175	жизни и	7	7
