N	4gram	Bakhtin_Fr	Vladivir
1	дело в том что	2	11
2	в то же время	13	9
3	и в то же	2	5
4	в то время как	1	5
5	не что иное как	1	4
6	на самом же деле	1	3
7	как мы уже сказали	2	3
8	с начала и до	7	3
9	начала и до конца	7	3
10	все дело в том	1	2
11	один и тот же	3	2
12	с одной стороны и	2	2
13	в связи с этим	1	2
14	свидетельствует о том что	1	2
15	бы то ни было	1	2
16	в том случае если	1	2
17	не подлежит никакому сомнению	2	2
18	но в то же	7	2
19	до сих пор не	1	2
20	есть не что иное	1	2
21	как раз и не	1	1
22	и в данном случае	1	1
23	может быть и не	2	1
24	но это конечно не	1	1
25	нет и не может	1	1
26	одной и той же	2	1
27	это в свою очередь	1	1
28	за то что тот	2	1
29	из них мы уже	1	1
30	как мы видели и	1	1
31	само по себе конечно	1	1
32	отнеслись к этой книге	1	1
33	в строгом смысле слова	1	1
34	с которым мы встретились	1	1
35	но это вовсе не	1	1
36	в конце концов он	2	1
37	в том же году	1	1
38	заключается в том чтобы	1	1
39	о том что в	1	1
40	какой бы то ни	1	1
41	в том чтобы установить	1	1
42	в истории и в	1	1
43	и не может быть	1	1
