N	4gram	Tiupa_Narr	Analitik
1	в то же время	3	14
2	состоит в том что	2	7
3	не что иное как	2	6
4	одного и того же	1	6
5	в той или иной	2	5
6	мы имеем дело с	1	5
7	есть не что иное	1	5
8	обращает на себя внимание	3	4
9	в том что он	1	4
10	во времени и пространстве	4	4
11	в том или ином	2	4
12	дело в том что	1	3
13	мы имеем дело не	1	3
14	бы то ни было	3	3
15	о том что случилось	1	2
16	той мере в какой	1	2
17	с этой точки зрения	1	2
18	мысль о том что	1	2
19	в той мере в	1	2
20	но о том что	1	2
21	как лиминальную пороговую фазу	1	2
22	лиминальную пороговую фазу испытания	1	2
23	не о том что	1	2
24	том что случилось однажды	1	2
25	как уже говорилось выше	1	2
26	мира вокруг я героя	1	2
27	в литературе нового времени	1	2
28	один и тот же	1	2
29	какой бы то ни	1	2
30	пороговую фазу испытания смертью	1	2
31	имеем дело не с	1	2
32	но в таком случае	1	2
33	говорит и как говорит	1	2
34	к тому же в	1	2
35	то же время они	1	2
36	кто говорит и как	1	2
37	при этом остается авторитарной	1	1
38	поэтому анекдот невозможно рассказывать	1	1
39	жизненных связей в конечном	1	1
40	по убеждению соучастников притчевого	1	1
41	отвечает на какие-то вопросы	1	1
42	притчи современный сугубо смеховой	1	1
43	маской в.т зависит от	1	1
44	организующую роль по отношению	1	1
45	слово сказания еще не	1	1
46	жизненной искушенности в литературе	1	1
47	отвечает представляется нам бессмысленным	1	1
48	множества преданий о царских	1	1
49	существенно связаны с языком	1	1
50	коммуникативной ситуации типической ситуации	1	1
51	адресата высказывания феномен жанровости	1	1
52	высказывания жанр в свою	1	1
53	коммуникативными способами высказывания письменные	1	1
54	притча нередко встречается в	1	1
55	в полном его составе	1	1
56	форме например утрата близкого	1	1
57	умудрение приобретение знаний и	1	1
58	ситуации общения то синхрония	1	1
59	анекдот не признает никакого	1	1
60	накопленных предками фаза возвращения	1	1
61	или изобретения говорящего иначе	1	1
62	исторически сложившуюся систему традиционных	1	1
63	есть креативная компетенция жанра	1	1
64	случайно напоминает такой органический	1	1
65	кощунство и непристойность необыкновенное	1	1
66	в новелле есть нарушение	1	1
67	говорящих и слушающих общим	1	1
68	или ослабленных связей на	1	1
69	всегда предносится целое нашего	1	1
70	к содержанию притчи не	1	1
71	сказания и одновременно резко	1	1
72	в сказке обнаруживается далеко	1	1
73	соучастника данного коммуникативного события	1	1
74	стороны субъективной компетентности индивидуального	1	1
75	насекомого яичко личинка куколка	1	1
76	происхождение сюжета в типологическом	1	1
77	анекдота выбор лексики например	1	1
78	разделение иерархично оно не	1	1
79	как несомненно достоверному и	1	1
80	что по убеждению соучастников	1	1
81	общности складывающейся и бытующей	1	1
82	к ценностной однозначности >	1	1
83	внезакономерных явлениях а о	1	1
84	или зрелище чужой смерти	1	1
85	анекдота полярно противостоит событийности	1	1
86	феномен жанровости есть металингвистический	1	1
87	исторически продуктивный тип высказывания	1	1
88	индивидуальностью а не безликой	1	1
89	текстами соответствующего жанра сказание	1	1
90	жанровой схемы и в	1	1
91	оно живет в готовом	1	1
92	как целого кто говорит	1	1
93	предполагает как раз ответственность	1	1
94	и на заключительной стадии	1	1
95	соотносимое с умирающей к	1	1
96	притчевого типа есть монолог	1	1
97	рассказывающего анекдот недостоверное знание	1	1
98	индивида фаза символической смерти	1	1
99	слухи или сплетни то	1	1
100	сущности застывшее целое и	1	1
101	в дискурсе речевой акт	1	1
102	или посещения им потусторонней	1	1
103	дозволенное посрамление словесное кощунство	1	1
104	он оказывается уже по	1	1
105	поведение героя в последующих	1	1
106	монологизированного слова в слове	1	1
107	ухода расторжение прежних родовых	1	1
108	содержанию притчи не предполагается	1	1
109	лично для себя если	1	1
110	событии о перемене власти	1	1
111	искушенности в литературе нового	1	1
112	выявить некую общую четырехфазную	1	1
113	солирует риторический предел сказания	1	1
114	культуры он предполагает исторически	1	1
115	вообще жизненной позицией предполагающей	1	1
116	сообщенный в иной ситуации	1	1
117	не от своея воля	1	1
118	персонажа референтная компетенция анекдота	1	1
119	и языковые с еще	1	1
120	страны мертвых может заостряться	1	1
121	сообщает нечто смешное но	1	1
122	слово анекдота уже не	1	1
123	или существенное ослабление прежних	1	1
124	однозначности и прежде всего	1	1
125	не предполагает внутренне свободного	1	1
126	примеряя ее содержание к	1	1
127	форме индивидуального речевого замысла	1	1
128	позволяющую донести до адресата	1	1
129	оно существенным образом ориентировано	1	1
130	сказания еще не такое	1	1
131	жанр городского фольклора являет	1	1
132	какой это существо начинало	1	1
133	второе рождение сопровождается возвращением	1	1
134	не было и не	1	1
135	интерсубъективных компетенций определенных возможностей	1	1
136	в последние десятилетия с	1	1
137	не может быть сведена	1	1
138	дистанцированной в сказании повествуемой	1	1
139	бахтину жанровое целое внеязыковое	1	1
140	осуществляется или преступается не	1	1
141	бытуют как слухи или	1	1
142	референтная предметно-тематическая и рецептивная	1	1
143	что вообще характерно для	1	1
