N	2gram	Bakhtin_Pr	VelikijI
1	великого инквизитора	2	36
2	и не	66	20
3	и в	59	16
4	свободы и	1	12
5	так как	11	9
6	то что	21	9
7	в истории	3	8
8	еще не	11	8
9	и потому	9	7
10	что они	3	7
11	а не	30	7
12	на земле	1	7
13	человека и	2	6
14	не есть	2	6
15	хотя и	1	5
16	того что	4	5
17	все это	12	5
18	как бы	40	5
19	на себя	3	5
20	великом инквизиторе	1	5
21	в мире	10	5
22	но и	22	5
23	все что	6	4
24	в котором	6	4
25	в этом	40	4
26	что мы	2	4
27	о смысле	1	4
28	потому что	20	4
29	в его	44	4
30	вавилонской башни	1	4
31	во мне	2	4
32	в ней	8	4
33	так и	13	4
34	говорить о	3	4
35	и есть	6	4
36	и все	4	4
37	что не	6	4
38	в образе	4	4
39	что все	5	4
40	как и	21	4
41	что он	16	4
42	в нем	38	4
43	во всех	8	3
44	что в	14	3
45	бы и	6	3
46	и против	1	3
47	из первого	1	3
48	за ним	2	3
49	то это	1	3
50	в конце	9	3
51	должно быть	4	3
52	этого мира	6	3
53	тех которые	1	3
54	в первый	1	3
55	если не	2	3
56	хотя бы	5	3
57	в том	17	3
58	любовь к	1	3
59	тому что	3	3
60	личности и	1	3
61	этих трех	1	3
62	не в	10	3
63	и что	2	3
64	что и	10	3
65	ни в	5	3
66	они в	1	3
67	превращается в	4	3
68	людей он	1	3
69	в этих	5	3
70	в них	5	3
71	оно не	2	3
72	не было	5	3
73	лишь в	4	3
74	в жизни	7	3
75	что я	2	3
76	по этому	2	3
77	как не	9	3
78	их в	8	3
79	в своей	17	3
80	должна быть	4	3
81	с его	14	3
82	от этого	2	3
83	не имеет	2	3
84	но это	7	3
85	и для	5	3
86	жизни и	21	3
87	в чем	2	3
88	все эти	12	3
89	тот же	4	3
90	но в	7	3
91	к тому	1	3
92	никогда не	19	3
93	людей в	1	3
94	чтобы сделать	1	2
95	что было	4	2
96	всего в	2	2
97	во всяком	5	2
98	от него	3	2
99	его и	4	2
100	уже на	1	2
101	ее и	2	2
102	один из	4	2
103	превращаются в	1	2
104	мы и	2	2
105	не могли	3	2
106	это дело	1	2
107	этому пути	1	2
108	они и	3	2
109	инквизитора и	1	2
110	которые не	1	2
111	и люди	1	2
112	на том	1	2
113	теперь только	1	2
114	не создает	1	2
115	его не	2	2
116	не так	3	2
117	того чтобы	5	2
118	это не	13	2
119	путь которым	1	2
120	между тем	5	2
121	дороги и	1	2
122	не только	26	2
123	и над	2	2
124	для него	23	2
125	вот почему	3	2
126	человека как	1	2
127	ивана карамазова	9	2
128	и тогда	1	2
129	свободе и	1	2
130	с ним	13	2
131	на этих	1	2
132	является в	1	2
133	которой они	1	2
134	но теперь	1	2
135	не будет	1	2
136	основанную на	1	2
137	понимает и	2	2
138	смысл жизни	1	2
139	ее в	2	2
140	для нас	3	2
141	и то	1	2
142	и за	1	2
143	не с	1	2
144	прежде всего	17	2
145	а есть	3	2
146	лишь из	1	2
147	для них	3	2
148	можно было	5	2
149	в форме	8	2
150	людей и	2	2
151	ценности и	1	2
152	вслед за	1	2
153	и это	5	2
154	мы не	3	2
155	конечно не	7	2
156	и теперь	1	2
157	только в	15	2
158	все равно	3	2
159	а с	4	2
160	под этим	2	2
161	личность как	1	2
162	а в	9	2
163	в духе	3	2
164	в прошлом	1	2
165	истории и	1	2
166	и сам	5	2
167	духа но	1	2
168	нет и	4	2
169	раз навсегда	1	2
170	но не	13	2
171	у людей	1	2
172	и никогда	1	2
173	тем что	5	2
174	вера в	2	2
175	и во	2	2
176	могут быть	5	2
177	уж конечно	1	2
178	к нам	2	2
179	одна из	4	2
180	мы слышим	2	2
181	его к	4	2
182	не могут	6	2
183	у байрона	1	2
184	да и	3	2
185	и новые	1	2
186	и последнее	1	2
187	том что	15	2
188	мир и	6	2
189	для их	2	2
190	в себя	3	2
191	нем нет	1	2
192	уже не	14	2
193	мира в	6	2
194	не к	1	2
195	от своей	1	2
196	я говорю	1	2
197	в великом	1	1
198	свобода и	1	1
199	своим предметом	1	1
200	и мир	4	1
201	звучит в	2	1
202	в новом	1	1
203	с которыми	2	1
204	в самом	19	1
205	который он	1	1
206	во всем	1	1
207	бы то	3	1
208	жив не	1	1
209	мире и	1	1
210	перестает быть	4	1
211	художественный образ	2	1
212	могли бы	3	1
213	и другие	4	1
214	то есть	64	1
215	его личности	4	1
216	и осмысленной	1	1
217	было не	1	1
218	с самыми	1	1
219	а потому	4	1
220	человека в	8	1
221	но как	4	1
222	все в	7	1
223	человеческой души	1	1
224	мы видим	5	1
225	и самое	4	1
226	и быть	1	1
227	если оно	1	1
228	самой жизни	2	1
229	что очень	1	1
230	что оно	2	1
231	и своем	1	1
232	на котором	3	1
233	любви и	1	1
234	человеческой жизни	4	1
235	только слово	1	1
236	тоже не	2	1
237	в вечность	2	1
238	он говорит	3	1
239	будто бы	1	1
240	и на	15	1
241	ничем не	2	1
242	он дал	1	1
243	она и	3	1
244	вопрос о	4	1
245	далее и	1	1
246	вот ты	1	1
247	на этом	1	1
248	же и	2	1
249	может быть	38	1
250	хоть и	3	1
251	они не	5	1
252	видим что	2	1
253	между собою	1	1
254	к человеку	3	1
255	не имеют	1	1
256	и было	1	1
257	раз и	4	1
258	все о	1	1
259	и свою	2	1
260	ее на	1	1
261	слова для	1	1
262	того как	1	1
263	это как	2	1
264	которая в	1	1
265	где есть	1	1
266	мы увидим	1	1
267	всего можно	1	1
268	ним вот	2	1
269	свобода его	1	1
270	он делает	1	1
271	личность не	1	1
272	и вот	4	1
273	его с	2	1
274	она не	9	1
275	уже в	9	1
276	был таким	1	1
277	и великого	1	1
278	в состоянии	1	1
279	для себя	5	1
280	у них	1	1
281	с этой	1	1
282	то же	15	1
283	и если	1	1
284	для всякого	1	1
285	живет в	1	1
286	во что	2	1
287	по сравнению	2	1
288	таких как	1	1
289	то ни	3	1
290	для того	3	1
291	и могли	1	1
292	это только	1	1
293	людей но	1	1
294	не по	3	1
295	не для	1	1
296	эта идея	1	1
297	у самого	3	1
298	ничего кроме	1	1
299	эта новая	3	1
300	что это	1	1
301	более всего	1	1
302	все новые	1	1
303	это отрицание	1	1
304	него в	2	1
305	человек жив	1	1
306	же им	1	1
307	их жизни	2	1
308	своей сущности	1	1
309	и единый	1	1
310	образ в	2	1
311	в ее	4	1
312	и тем	2	1
313	и уже	3	1
314	свободных людей	1	1
315	сознании и	3	1
316	если б	1	1
317	говорит о	1	1
318	нашего времени	1	1
319	как это	2	1
320	важная задача	1	1
321	этот мир	3	1
322	не понимает	1	1
323	тут не	2	1
324	оно ни	2	1
325	искать в	2	1
326	и тут	1	1
327	от этой	1	1
328	что человек	1	1
329	свой предмет	1	1
330	и всегда	1	1
331	в человеке	15	1
332	не преодолевается	1	1
333	есть и	2	1
334	если нет	2	1
335	слова не	1	1
336	в одном	14	1
337	же что	5	1
338	у нас	2	1
339	отказ от	1	1
340	говорят что	1	1
341	на пути	2	1
342	нового времени	4	1
343	церкви и	1	1
344	о своем	2	1
345	в этой	5	1
346	других людей	1	1
347	мира с	1	1
348	и конечная	1	1
349	это слово	1	1
350	в результате	6	1
351	она к	1	1
352	в виду	2	1
353	другой стороны	3	1
354	человеческого духа	2	1
355	нет этих	1	1
356	еще больше	1	1
357	и религиозном	1	1
358	нет никакого	1	1
359	я не	7	1
360	и чем	1	1
361	и вновь	1	1
362	как можно	3	1
363	уже и	2	1
364	у него	9	1
365	вот в	1	1
366	не существует	1	1
367	так же	10	1
368	для окончательного	1	1
369	в виде	1	1
370	тогда как	1	1
371	что бы	1	1
372	одинаково не	2	1
373	над ним	1	1
374	не была	1	1
375	только это	1	1
376	но с	4	1
377	и всех	2	1
378	в своих	5	1
379	карамазова и	5	1
380	и хотел	1	1
381	в противоположность	3	1
382	их и	3	1
383	к свободе	1	1
384	всего что	2	1
385	проявляется и	1	1
386	о возможности	1	1
387	в платоновском	1	1
388	отказаться от	1	1
389	в разные	1	1
390	с другой	3	1
391	на которых	1	1
392	конечно в	2	1
393	в которой	6	1
394	словах и	1	1
395	но все	8	1
396	и идеи	6	1
397	вот что	2	1
398	и навсегда	2	1
399	я в	1	1
400	и с	10	1
401	выбора в	1	1
402	о мире	6	1
403	и можно	1	1
404	к ним	3	1
405	жизнь в	2	1
406	и говорит	1	1
407	может ли	1	1
408	сознания не	3	1
409	не знающего	1	1
410	отношение к	4	1
411	он всегда	1	1
412	основанное на	1	1
413	ко всем	2	1
414	на нее	1	1
415	жизнь как	1	1
416	известном смысле	1	1
417	идея в	4	1
418	бытия и	1	1
419	места в	1	1
420	в мир	4	1
421	то и	2	1
422	и полное	1	1
423	или даже	2	1
424	в бытии	1	1
425	и ложь	1	1
426	не надо	1	1
427	он так	1	1
428	него не	4	1
429	лишь как	6	1
430	и другое	1	1
431	найти в	2	1
432	нем но	1	1
433	как мы	10	1
434	ведет к	1	1
435	из всего	2	1
436	в мировом	1	1
437	людей все	1	1
438	и до	5	1
439	личное начало	1	1
440	в процессе	4	1
441	но прежде	1	1
442	последняя цель	1	1
443	и своего	1	1
444	пути и	1	1
445	бы все	1	1
446	в последних	1	1
447	смысле и	1	1
448	на него	4	1
449	в своем	12	1
450	присутствует в	1	1
451	человек и	2	1
452	ни стало	1	1
453	это очень	4	1
454	его на	2	1
455	и от	3	1
456	в изображении	2	1
457	лишь на	3	1
458	опять-таки не	1	1
459	думать о	1	1
460	если кроме	1	1
461	этих словах	1	1
462	как она	2	1
463	за них	1	1
464	ничего не	8	1
465	весь мир	1	1
466	с ними	3	1
467	своей личности	2	1
468	к миру	1	1
469	и именно	1	1
470	в сознании	4	1
471	духа в	1	1
472	сама идея	1	1
473	ней и	1	1
474	в свободном	1	1
475	по крайней	3	1
476	платоновском смысле	1	1
477	за бога	1	1
478	и так	1	1
479	вместе с	2	1
480	этих черт	2	1
481	все же	9	1
482	возможны лишь	1	1
483	в одно	1	1
484	и переживаний	1	1
485	и которые	1	1
486	переход к	1	1
487	как в	10	1
488	этого слова	3	1
489	в которых	2	1
490	жизни в	3	1
491	находится в	2	1
492	значение в	1	1
493	роль в	2	1
494	им в	4	1
495	не ощущает	1	1
496	я ничего	1	1
497	можно ли	1	1
498	в словах	2	1
499	бы ни	1	1
500	мы так	1	1
501	себя и	4	1
502	раскрыто и	1	1
503	а его	3	1
504	и по	4	1
505	человеке и	1	1
506	их на	1	1
507	и могут	2	1
508	менее всего	4	1
509	и эта	3	1
510	к этому	6	1
511	в их	5	1
512	этой новой	2	1
513	со своей	1	1
514	с которым	1	1
515	и внешней	1	1
516	который был	1	1
517	отказавшись от	1	1
518	это в	3	1
519	сама она	1	1
520	его воли	1	1
521	ли он	2	1
522	сравнению с	2	1
523	мира и	8	1
524	может и	1	1
525	конце концов	7	1
526	духа а	1	1
527	зависимости от	5	1
528	есть что-то	1	1
529	поскольку он	1	1
530	бытия в	3	1
531	и создал	1	1
532	есть то	4	1
533	хотел бы	2	1
534	в известном	1	1
535	сделать их	1	1
536	таким же	4	1
537	себе и	3	1
538	в едином	6	1
539	насилие и	1	1
540	сложность и	1	1
541	в целом	8	1
542	любви а	1	1
543	духа своего	1	1
544	им не	1	1
545	крайней мере	3	1
546	жизни не	1	1
547	нелюбовь к	1	1
548	это он	1	1
549	и ее	5	1
550	вовсе не	13	1
551	упорно и	1	1
552	презрения к	1	1
553	что на	1	1
554	жизни с	1	1
555	есть не	3	1
556	ним или	1	1
557	в речах	2	1
558	в искусстве	2	1
559	бы это	1	1
560	личности если	1	1
561	и нет	2	1
562	это лишь	2	1
563	бы в	7	1
564	иван карамазов	2	1
565	к нему	13	1
566	другом но	1	1
567	от них	3	1
568	и смерти	7	1
569	идея эта	2	1
