N	4gram	Losev_Prob	Vladivir
1	дело в том что	3	11
2	и в то же	2	5
3	в то время как	6	5
4	не что иное как	6	4
5	то это значит что	3	4
6	также и то что	5	4
7	еще и потому что	1	4
8	не содержит в себе	1	4
9	на самом же деле	7	3
10	во что бы то	1	3
11	о том что он	1	3
12	что бы то ни	1	3
13	как мы видели выше	1	3
14	в том что он	1	3
15	заключается в том что	4	3
16	бы то ни стало	1	3
17	само собой разумеется что	1	3
18	мы должны сказать что	4	2
19	том и заключается что	1	2
20	дело в том и	1	2
21	ничего не говорит о	1	2
22	не имеет никакого отношения	1	2
23	все дело в том	1	2
24	взятое само по себе	3	2
25	но на этот раз	1	2
26	содержит в себе и	2	2
27	имеет никакого отношения к	1	2
28	один и тот же	1	2
29	еще и еще раз	1	2
30	или по крайней мере	6	2
31	с одной стороны и	1	2
32	отдавать себе отчет в	1	2
33	точно так же и	1	2
34	в том и заключается	1	2
35	и ни в чем	2	2
36	отчет в том что	2	2
37	но все дело в	1	2
38	одно и то же	3	2
39	в связи с этим	1	2
40	свидетельствует о том что	1	2
41	бы то ни было	4	2
42	не имеет ничего общего	3	2
43	если иметь в виду	2	2
44	имеет ничего общего с	1	2
45	и тем не менее	6	2
46	себе отчет в том	2	2
47	а иной раз даже	1	2
48	есть не что иное	6	2
49	иной раз даже и	1	1
50	само по себе не	1	1
51	у а к толстого	1	1
52	и в таком случае	1	1
53	с этой точки зрения	1	1
54	на этот раз уже	1	1
55	так что для меня	1	1
56	ни в каком случае	5	1
57	здесь мы имеем дело	1	1
58	взятый сам по себе	4	1
59	содержит в себе в	1	1
60	собственно говоря никогда не	2	1
61	мы только что сказали	1	1
62	этому необходимо прибавить еще	1	1
63	мы укажем только на	1	1
64	может быть и не	1	1
65	это тоже было бы	1	1
66	не выходит за пределы	1	1
67	как мы сказали выше	1	1
68	и ни в каком	1	1
69	не говорим о том	1	1
70	не говоря уже об	1	1
71	в отрыве от всего	1	1
72	тоже никуда не годится	1	1
73	а тем не менее	1	1
74	в свое время в	1	1
75	уже по одному тому	1	1
76	говорит не просто о	1	1
77	заключение мы должны сказать	1	1
78	в то же самое	10	1
79	что в истории философии	1	1
80	в том что и	1	1
81	мы видели выше есть	1	1
82	ни в каком смысле	1	1
83	тем не менее он	1	1
84	в каком случае не	4	1
85	одной и той же	1	1
86	вовсе не так просто	1	1
87	выдвинуть на первый план	1	1
88	в каком смысле не	1	1
89	же в конце концов	2	1
90	в собственном смысле слова	1	1
91	за то что тот	1	1
92	чего бы то ни	2	1
93	мало чем отличается от	1	1
94	возможна только при наличии	1	1
95	по крайней мере в	1	1
96	то же самое время	10	1
97	в себе также и	1	1
98	говорим о том что	1	1
99	в заключение мы должны	1	1
100	нечего и говорить о	2	1
101	это вовсе не есть	1	1
102	тем не менее по	1	1
103	но в том виде	1	1
104	не чем иным как	2	1
105	они мало чем отличаются	1	1
106	которая не была бы	1	1
107	в данном случае мы	1	1
108	мы уже видели что	1	1
109	а то что является	1	1
110	ничего общего ни с	1	1
111	указанием на то что	1	1
112	несомненно и то что	1	1
113	в настоящем пункте нашего	1	1
114	в том что вся	2	1
115	по существу же между	1	1
116	в конце концов и	1	1
117	с начала до конца	1	1
118	отрыве от всего прочего	1	1
119	не имеющих никакого отношения	1	1
120	а это значит что	2	1
121	то в каждой из	1	1
122	и говорить о том	2	1
123	имеют никакого отношения к	2	1
124	и т д в	1	1
125	то более то менее	1	1
126	ни в каких других	1	1
127	и то и другое	1	1
128	ни в чем не	2	1
129	в чем не заинтересованного	1	1
130	о том как эта	1	1
131	заключается в том чтобы	1	1
132	по одному тому что	1	1
133	а иной раз и	1	1
134	сама по себе в	1	1
135	что все такого рода	1	1
136	отдать себе отчет в	1	1
137	это значит что каждая	1	1
138	тем не менее и	1	1
139	говорить о том что	2	1
140	какой бы то ни	1	1
141	так же как и	3	1
142	все дело заключается в	1	1
143	так как иначе он	1	1
144	если бы и не	1	1
145	в буквальном смысле слова	2	1
146	ничего о ней не	1	1
147	мы не будем здесь	1	1
148	то что мы можем	1	1
149	самом же деле это	1	1
150	не имеют никакого отношения	2	1
151	и по существу своему	1	1
