N	4gram	Propp_Morf	Formalny
1	в то же время	1	20
2	бы то ни было	2	7
3	в связи с этим	4	5
4	все более и более	1	4
5	не может быть и	1	4
6	какого бы то ни	1	3
7	с точки зрения его	1	3
8	во что бы то	1	3
9	с точки зрения их	1	3
10	один и тот же	1	3
11	что бы то ни	1	3
12	бы то ни стало	1	3
13	не может войти в	1	2
14	с этой точки зрения	1	2
15	то же время и	1	2
16	таким образом мы приходим	2	1
17	по отношению к этой	1	1
18	нужно иметь в виду	1	1
19	не могут быть поняты	1	1
20	не что иное как	2	1
21	в том случае если	2	1
22	одно и то же	1	1
23	и т д отсюда	1	1
24	т д таким образом	1	1
25	здесь не может быть	1	1
26	только в том случае	1	1
27	ни в коем случае	1	1
28	в собственном смысле слова	3	1
29	и т д таким	1	1
30	на самом деле он	1	1
31	и до известной степени	1	1
32	или во всяком случае	1	1
33	еще не значит что	1	1
34	на самом деле в	1	1
35	в коем случае не	1	1
36	было бы сказать что	1	1
37	то во всяком случае	1	1
38	прежде всего возникает вопрос	1	1
39	это достигается тем что	1	1
40	и тем не менее	2	1
41	образом мы приходим к	2	1
42	могут быть поняты без	1	1
43	но все же в	1	1
44	есть не что иное	1	1
