N	2gram	Vygotskiy_	Dialekti
1	не есть	4	181
2	т е	3	159
3	и не	24	120
4	и т	36	82
5	по себе	21	79
6	а не	18	78
7	и в	55	77
8	т д	10	75
9	точки зрения	32	72
10	может быть	35	71
11	не только	25	66
12	значит что	1	61
13	то что	47	59
14	и есть	5	55
15	это значит	1	54
16	ничего не	4	54
17	не может	30	53
18	и даже	11	47
19	с точки	12	46
20	что это	12	46
21	есть нечто	4	46
22	так как	28	46
23	потому что	27	45
24	стало быть	3	44
25	как бы	11	43
26	и что	28	42
27	ни в	9	42
28	не имеет	3	41
29	вовсе не	7	41
30	в том	55	40
31	в этом	21	39
32	то же	17	39
33	что такое	2	39
34	что она	11	38
35	это есть	6	38
36	в себе	6	38
37	что он	17	37
38	том что	30	37
39	прежде всего	5	37
40	так что	8	36
41	это не	1	36
42	она есть	2	35
43	что в	39	34
44	в нем	5	34
45	и все	8	33
46	того что	15	33
47	но и	12	32
48	ясно что	22	31
49	все это	11	31
50	сказать что	12	30
51	отнюдь не	11	30
52	и как	9	30
53	было бы	14	29
54	так и	6	29
55	как и	25	28
56	никогда не	13	27
57	в виду	6	26
58	крайней мере	1	26
59	не в	19	26
60	по крайней	1	26
61	сама по	2	26
62	учение о	1	25
63	и то	4	25
64	и пр	1	25
65	есть только	7	25
66	есть не	6	25
67	но это	3	24
68	если бы	10	24
69	есть всегда	1	24
70	таким образом	38	23
71	в то	8	23
72	это и	3	23
73	что оно	4	23
74	и вот	5	23
75	но что	3	22
76	я не	1	22
77	что не	2	21
78	в чем	5	21
79	личности и	1	21
80	должна быть	3	21
81	она не	6	21
82	и с	5	20
83	о том	11	20
84	что и	27	20
85	что все	10	20
86	в таком	5	20
87	только в	18	20
88	в каком	3	20
89	совершенно не	7	20
90	только тогда	8	20
91	уже не	3	20
92	как раз	4	20
93	и вообще	3	20
94	в самом	18	19
95	не менее	9	19
96	не существует	4	19
97	в своем	3	19
98	и это	6	19
99	как это	8	19
100	тогда когда	7	19
101	что мы	9	19
102	и его	14	19
103	же время	2	18
104	хотя бы	4	18
105	не что	2	18
106	с другой	7	18
107	что иное	2	18
108	ни на	3	18
109	что же	4	18
110	жизни и	5	18
111	иное как	2	18
112	в особенности	3	17
113	можно сказать	2	17
114	в сущности	15	17
115	должно быть	2	17
116	в основе	13	17
117	он есть	1	17
118	но если	2	17
119	то это	3	16
120	одно и	1	16
121	к нему	3	16
122	только не	4	16
123	тем не	6	16
124	или не	2	16
125	сам по	4	16
126	само по	8	16
127	в своей	6	16
128	нет ничего	1	16
129	конечно не	2	16
130	мы не	15	16
131	об этом	3	16
132	же и	2	15
133	только что	3	15
134	все же	9	15
135	так же	29	15
136	то в	2	15
137	и мы	6	15
138	несмотря на	8	15
139	но только	6	15
140	как таковой	1	15
141	не мешает	1	15
142	самом деле	19	15
143	хотя и	3	15
144	также и	2	15
145	и о	4	15
146	на то	17	15
147	с ним	2	14
148	не было	5	14
149	д и	1	14
150	и ее	4	14
151	я уже	1	14
152	таком случае	3	14
153	жизнь и	3	14
154	и потому	2	14
155	и только	5	14
156	же это	1	14
157	и к	5	13
158	говорит о	4	13
159	другой стороны	7	13
160	отличается от	4	13
161	что именно	4	13
162	не то	2	13
163	что они	7	13
164	время как	6	13
165	и следовательно	4	13
166	в смысле	3	13
167	он не	8	13
168	и та	1	13
169	в силу	4	13
170	с ее	3	13
171	но в	5	13
172	мы находим	2	13
173	не могу	1	13
174	в ней	3	13
175	именно в	1	12
176	и нет	2	12
177	с этим	7	12
178	вопрос о	3	12
179	вещей и	2	12
180	нет никакого	1	12
181	но как	4	12
182	но не	5	12
183	даже не	1	12
184	могут быть	15	12
185	иной раз	1	12
186	никак не	7	12
187	не могут	6	12
188	перед нами	1	12
189	еще не	2	12
190	и если	4	12
191	и тогда	3	12
192	и тут	1	12
193	все равно	1	12
194	все эти	7	12
195	и может	3	12
196	а в	10	12
197	что если	7	11
198	в них	4	11
199	как только	3	11
200	в данном	1	11
201	только на	7	11
202	что я	4	11
203	быть в	2	11
204	не о	1	11
205	и тем	5	11
206	должны быть	6	11
207	из них	4	11
208	тех или	2	11
209	оно есть	3	11
210	не значит	2	11
211	есть ли	2	11
212	можно только	1	11
213	та же	4	11
214	себе не	4	11
215	мы говорим	2	11
216	думают что	2	11
217	от того	6	11
218	ничем не	1	11
219	мы имеем	7	11
220	или в	2	11
221	есть в	7	11
222	его не	3	11
223	мы должны	4	11
224	только то	3	11
225	в одну	2	11
226	во всем	5	10
227	если вы	1	10
228	с этой	8	10
229	одно из	2	10
230	в результате	4	10
231	в жизни	5	10
232	к тому	8	10
233	во всяком	9	10
234	только как	3	10
235	для того	12	10
236	можно ли	2	10
237	мы видим	8	10
238	то или	3	10
239	в ее	7	10
240	себе и	2	10
241	а потом	1	10
242	только потому	2	10
243	и для	9	10
244	если же	3	10
245	или иное	2	10
246	что для	5	10
247	за пределы	2	10
248	оно не	2	10
249	то и	2	10
250	нет никакой	3	10
251	времени и	2	10
252	если мы	21	10
253	только о	3	10
254	в его	8	10
255	в их	4	10
256	это было	1	10
257	идеи и	2	10
258	в частности	6	10
259	как мы	2	10
260	бытия и	1	10
261	как будто	10	10
262	и уже	2	10
263	история и	1	9
264	при этом	28	9
265	тому что	7	9
266	случае не	2	9
267	не как	3	9
268	быть может	2	9
269	в этих	6	9
270	и на	6	9
271	мир и	1	9
272	в котором	5	9
273	в противоположность	1	9
274	в одном	4	9
275	и когда	5	9
276	точка зрения	6	9
277	мы можем	6	9
278	же как	8	9
279	бы в	3	9
280	на этом	3	9
281	и по	7	9
282	утверждать что	9	9
283	была бы	2	9
284	подобно тому	7	9
285	с ними	2	9
286	то время	6	9
287	как о	1	9
288	и более	3	9
289	той же	9	9
