N	4gram	Vygotskiy_	Vladivir
1	в то же время	1	9
2	в том что в	2	5
3	в то время как	7	5
4	не что иное как	1	4
5	и вместе с тем	2	4
6	не содержит в себе	2	4
7	на самом же деле	1	3
8	как мы видели выше	1	3
9	в том что он	2	3
10	заключается в том что	9	3
11	том и заключается что	1	2
12	совершенно так же как	1	2
13	до тех пор пока	1	2
14	как мы увидим ниже	1	2
15	с одной стороны и	4	2
16	в том и заключается	1	2
17	одно и то же	3	2
18	но вместе с тем	2	2
19	с точки зрения того	1	2
20	есть не что иное	1	2
21	с этой точки зрения	4	1
22	состоит в том что	3	1
23	содержит в себе в	1	1
24	с самого начала своего	1	1
25	в том что она	2	1
26	не с точки зрения	1	1
27	в силу чего он	1	1
28	и его отношение к	1	1
29	вместе с тем и	2	1
30	и во всяком случае	1	1
31	можно говорить и о	1	1
32	как это часто бывает	1	1
33	в то же самое	1	1
34	в каждой из этих	1	1
35	нет и не может	2	1
36	одной и той же	5	1
37	это в свою очередь	1	1
38	в собственном смысле слова	1	1
39	в том что это	1	1
40	здесь как и везде	1	1
41	он никак не мог	1	1
42	в такой же мере	3	1
43	то и другое в	1	1
44	то же самое время	1	1
45	том что он не	1	1
46	все больше и больше	2	1
47	не чем иным как	2	1
48	ни у одного из	1	1
49	не означает того что	1	1
50	мы имеем дело с	1	1
51	с самого начала в	1	1
52	и то и другое	1	1
53	не может быть никакой	1	1
54	можно сказать только одно	1	1
55	о том что в	1	1
56	в последнее время в	1	1
57	так же как и	2	1
58	все дело заключается в	1	1
59	в самом деле если	1	1
60	привело к тому что	1	1
61	но не с точки	1	1
62	дело заключается в том	1	1
63	самом же деле это	1	1
64	и не может быть	2	1
