N	3gram	Vygotskiy_	VLabPisa
1	в этом отношении	7	14
2	не может быть	6	8
3	с другой стороны	3	8
4	по отношению к	9	7
5	по этому поводу	3	7
6	в том что	24	5
7	в конечном счете	2	5
8	в зависимости от	6	5
9	в то же	2	5
10	то же время	1	5
11	вместе с тем	6	4
12	можно сказать что	7	4
13	в силу этого	2	4
14	не могут быть	3	4
15	к тому что	10	4
16	мы видели что	3	3
17	не удивительно что	1	3
18	в значительной мере	2	3
19	о том как	1	3
20	для того чтобы	24	3
21	о том что	4	3
22	подобно тому как	2	3
23	в этой области	2	3
24	таким образом не	1	3
25	это и есть	1	3
26	одной стороны и	4	2
27	не могут не	4	2
28	не только для	1	2
29	и том же	3	2
30	во всяком случае	1	2
31	от того что	2	2
32	в том чтобы	1	2
33	таким образом по	1	2
34	этой точки зрения	4	2
35	в том числе	2	2
36	прежде всего не	1	2
37	в этом и	2	2
38	таким образом в	2	2
39	но и он	1	2
40	мы знаем что	2	2
41	приводит к тому	3	2
42	до сих пор	6	2
43	не только не	11	2
44	этом и заключается	1	2
45	в конце концов	1	2
46	том числе и	2	2
47	что все эти	1	2
48	не только в	2	2
49	во всех этих	1	2
50	таким образом даже	1	2
51	не может не	1	2
52	каждой из этих	2	2
53	в силу чего	4	2
54	только в том	2	2
55	с одной стороны	7	2
56	одном и том	3	2
57	всего сказанного выше	2	2
58	также и в	1	2
59	можно было бы	5	2
60	после того как	1	2
61	и не может	2	2
62	так же как	13	1
63	что он не	1	1
64	к двум основным	1	1
65	может быть выражена	3	1
66	что на известной	1	1
67	как увидим ниже	2	1
68	в свою очередь	3	1
69	вместе с этим	1	1
70	в том же	3	1
71	прямо и непосредственно	3	1
72	если все эти	1	1
73	той или иной	2	1
74	но вместе с	2	1
75	после всего сказанного	2	1
76	говорит что если	1	1
77	том смысле что	2	1
78	обратил внимание на	1	1
79	в каждой из	1	1
80	в какой мере	2	1
81	в этом заключается	2	1
82	в силу того	6	1
83	и связанное с	1	1
84	на то что	5	1
85	говорить только о	1	1
86	и может быть	1	1
87	но и в	1	1
88	он сам по	1	1
89	и ту же	1	1
90	как мы знаем	1	1
91	в том смысле	2	1
92	в этом смысле	2	1
93	по сравнению с	20	1
94	того что мы	1	1
95	приводят нас к	1	1
96	все эти примеры	1	1
97	ни в какой	2	1
98	как и весь	1	1
99	а не по	1	1
100	то время как	7	1
101	в которой он	2	1
102	в этом случае	15	1
103	заключает в себе	2	1
104	естественно что эта	1	1
105	об одном и	3	1
106	с этой точки	4	1
107	то что в	1	1
108	может быть в	1	1
109	в самом деле	4	1
110	и во всех	2	1
111	свести к двум	1	1
112	того чтобы понять	1	1
113	в то время	8	1
114	с теми или	1	1
115	чтобы ответить на	1	1
116	и то же	3	1
117	на этот вопрос	1	1
118	и частного в	2	1
119	удивительно поэтому что	2	1
120	и есть то	1	1
121	общих и частных	1	1
122	кроме того что	1	1
123	как это мы	1	1
124	какой мере не	2	1
125	не чем иным	2	1
126	ничего общего с	1	1
127	то о чем	5	1
128	и в их	1	1
129	в этом плане	1	1
130	именно в этом	3	1
131	как и все	1	1
132	одно и то	3	1
133	выйти за пределы	1	1
134	и в зависимости	1	1
135	и не по	1	1
136	том что мы	1	1
137	между собой не	1	1
138	в светлое поле	1	1
139	в свете этих	1	1
140	по аналогии с	1	1
141	и вместе с	2	1
142	если бы все	2	1
143	это и значит	1	1
144	тенденций в процессе	1	1
145	том же направлении	2	1
146	в соответствии с	1	1
147	в данном случае	5	1
148	есть то что	1	1
149	в том или	1	1
150	главным образом в	1	1
151	именно в силу	3	1
152	к тому же	1	1
153	и по отношению	1	1
154	чем иным как	2	1
155	же как и	3	1
156	не удивительно поэтому	2	1
157	светлое поле сознания	1	1
158	и непосредственно как	1	1
159	мы знаем не	1	1
160	в целом и	1	1
161	одну и ту	1	1
162	очевидно что в	1	1
163	то же самое	11	1
164	никогда не может	1	1
165	сама по себе	1	1
166	в процессе формирования	1	1
167	в каком направлении	1	1
168	том что оно	3	1
169	их отношение к	1	1
170	но все же	1	1
171	могут привести к	1	1
172	силу чего он	1	1
173	в целом но	1	1
174	совершенно очевидно что	2	1
175	вопрос о том	1	1
176	только тогда когда	1	1
177	оно может быть	1	1
178	очевидно что такое	1	1
179	говорят об одном	1	1
180	нет и не	3	1
181	проявляется не только	1	1
182	к этому же	1	1
183	имеем дело с	1	1
184	но и для	1	1
185	неизбежно приводит к	3	1
186	теми или иными	1	1
187	мы имеем дело	2	1
188	но с другой	1	1
189	о природе и	1	1
