N	4gram	Losev_Dial	VeschiIm
1	не что иное как	4	12
2	и т д и	3	11
3	т д и т	3	10
4	д и т д	3	10
5	есть не что иное	3	8
6	одно и то же	8	5
7	и тем не менее	1	5
8	ни в каком случае	5	4
9	значит ли это что	2	4
10	дело в том что	1	4
11	в то же время	7	4
12	это значит что мы	1	4
13	в то время как	2	4
14	то это значит что	2	3
15	это значит что я	1	3
16	не потому что они	1	3
17	это и значит что	1	3
18	и в то же	3	3
19	это значило бы что	1	3
20	не есть она сама	1	2
21	по крайней мере в	3	2
22	в каком случае не	3	2
23	или по крайней мере	2	2
24	не имеет никакого отношения	1	2
25	в том что он	1	2
26	не различаются между собою	1	2
27	от всего прочего и	1	2
28	есть прежде всего некая	1	2
29	в той или другой	3	2
30	никогда не есть только	2	2
31	ни с какой стороны	5	2
32	значит? это значит что	2	2
33	с какой стороны не	4	2
34	что это значит? это	2	2
35	то что не есть	1	2
36	это значит? это значит	2	2
37	меня ни убеждали что	1	1
38	так как она есть	2	1
39	это не значит что	3	1
40	коем случае не есть	1	1
41	внутреннее и нечто внешнее	1	1
42	сама по себе а	1	1
43	не было бы и	1	1
44	что несмотря на все	1	1
45	в том смысле что	3	1
46	т е более или	1	1
47	человека от атмосферных явлений	1	1
48	если она не может	1	1
49	есть ни в каком	1	1
50	на самом же деле	2	1
51	во всяком случае есть	1	1
52	все новые и новые	1	1
53	ни в коем случае	1	1
54	ту или иную вещь	1	1
55	потому что они –	1	1
56	и даже больше того	2	1
57	той или другой форме	1	1
58	к одному и тому	1	1
59	и т д на	1	1
60	не будучи в состоянии	1	1
61	в ней не может	1	1
62	одной стороны и с	1	1
63	сам же по себе	1	1
64	сказать что почти все	1	1
65	когда мы говорим что	1	1
66	в подлинном смысле и	1	1
67	на это я должен	1	1
68	никак не различаются между	1	1
69	е в конце концов	1	1
70	только то что я	1	1
71	и ни с какой	1	1
72	с одной стороны и	3	1
73	каком случае не есть	1	1
74	не есть сама вещь	1	1
75	до сих пор мы	1	1
76	ничто не мешает чтобы	1	1
77	т е в конце	1	1
78	и есть то что	1	1
79	е более или менее	1	1
80	еще ничего не говорит	1	1
81	вода и т д	1	1
82	т е прежде всего	5	1
83	это я мог бы	1	1
84	и с другой стороны	2	1
85	предохранения человека от атмосферных	1	1
86	несмотря ни на какие	1	1
87	в коем случае не	1	1
88	и то и другое	3	1
89	это значит что в	2	1
90	и т д в	1	1
91	что она уже не	1	1
92	нечто внутреннее и нечто	1	1
93	можно только тогда когда	1	1
94	есть не больше как	2	1
95	не содержит в себе	1	1
96	в полной мере и	1	1
97	но и в смысле	1	1
98	ни на что не	3	1
99	так как будто бы	2	1
100	д все это –	1	1
101	а в том что	1	1
102	но в то же	1	1
103	было бы и не	1	1
104	по крайней мере три	1	1
105	и т д но	2	1
106	бы меня ни убеждали	1	1
107	и т д все	2	1
108	ни с чем не	1	1
109	в чем же тогда	1	1
110	одному и тому же	1	1
111	т д все это	2	1
112	вещи не есть сама	1	1
113	само по себе и	1	1
114	и т д если	1	1
115	не есть ни в	1	1
116	черная дыра даже не	1	1
117	в отношении к другой	1	1
118	не вытекает того что	1	1
119	тут дело вовсе не	1	1
120	не есть ли это	1	1
121	в этом и заключается	1	1
122	дело вовсе не в	1	1
123	но это значит что	1	1
124	можно было бы и	1	1
125	и вместе с тем	1	1
126	я мог бы высказать	1	1
127	и в этом отношении	1	1
128	его на то что	1	1
129	имеет никакого отношения к	1	1
130	не только в смысле	1	1
131	т д в результате	1	1
132	никаких указаний ни на	1	1
