N	2gram	Vygotskiy_	Morfolog
1	может быть	15	61
2	таким образом	30	26
3	могут быть	7	21
4	так как	20	20
5	мы имеем	4	19
6	не может	31	19
7	в этом	43	18
8	в этих	7	17
9	представляет собой	11	17
10	и в	33	17
11	представляют собой	4	16
12	и не	18	16
13	мы видим	6	15
14	этих случаях	1	15
15	перед нами	1	14
16	с этим	9	14
17	прежде всего	5	14
18	по существу	5	13
19	видим что	3	12
20	при помощи	1	12
21	связи с	9	12
22	и др	1	12
23	а не	14	11
24	что в	33	10
25	то же	12	10
26	вопрос о	15	10
27	мы увидим	3	10
28	но если	7	10
29	этом случае	5	10
30	в том	44	10
31	так и	8	10
32	что и	11	10
33	в связи	6	10
34	составные части	1	10
35	то что	48	10
36	все же	5	9
37	с другой	11	9
38	но и	14	9
39	не только	28	8
40	в результате	9	8
41	имеем в	1	8
42	мы не	6	8
43	в качестве	13	8
44	но не	13	8
45	в тех	2	8
46	а в	5	8
47	как мы	20	8
48	во втором	2	7
49	один из	4	7
50	и здесь	2	7
51	если в	4	7
52	не могут	7	7
53	не менее	4	7
54	том что	41	7
55	потому что	40	7
56	по отношению	19	7
57	наряду с	3	7
58	точки зрения	27	7
59	как это	11	7
60	тем не	1	7
61	и этим	1	7
62	образом мы	2	7
63	отношению к	19	7
64	и другие	13	6
65	подобно тому	6	6
66	о том	13	6
67	как бы	11	6
68	но это	4	6
69	это не	8	6
70	с точки	12	6
71	в нашем	5	6
72	или в	1	6
73	и как	7	6
74	вовсе не	2	6
75	во всех	3	6
76	если мы	9	6
77	также и	2	6
78	в форме	1	6
79	во время	1	6
80	этот момент	2	5
81	в море	1	5
82	из которых	3	5
83	другой стороны	9	5
84	в первом	4	5
85	вслед за	3	5
86	начинается с	2	5
87	что он	40	5
88	как в	7	5
89	со стороны	3	5
90	то это	2	5
91	хотя бы	5	5
92	было бы	18	5
93	в точности	1	5
94	к тому	14	5
95	ничего не	6	5
96	что они	8	5
97	хотя и	1	5
98	то мы	1	5
99	прежде чем	2	5
100	тому что	14	5
101	учение о	3	5
102	ясно что	2	5
103	все эти	9	5
104	между собой	17	5
105	на его	4	5
106	об этом	1	5
107	в других	2	5
108	там где	2	5
109	мы можем	15	5
110	тому как	6	5
111	между тем	5	5
112	он не	13	5
113	если же	1	5
114	и затем	1	5
115	главным образом	1	5
116	в ходе	17	5
117	в целом	8	5
118	и ее	2	5
119	раньше чем	8	5
120	и к	7	4
121	смысле слова	1	4
122	на этом	8	4
123	нами в	4	4
124	как и	13	4
125	самом деле	9	4
126	но все	2	4
127	ни одна	1	4
128	показать что	4	4
129	тем что	12	4
130	никто не	2	4
131	еще не	11	4
132	не является	7	4
133	а если	2	4
134	тех же	1	4
135	входит в	1	4
136	того чтобы	26	4
137	говорить о	3	4
138	на пути	1	4
139	так же	22	4
140	сказать что	18	4
141	следующим образом	1	4
142	трудные задачи	1	4
143	на котором	3	4
144	и для	3	4
145	из них	6	4
146	но в	9	4
147	к началу	5	4
148	несмотря на	3	4
149	на самом	3	4
150	не хватает	1	4
151	эта функция	1	4
152	его в	6	4
153	что его	2	4
154	с теми	1	4
155	случае не	2	4
156	к этому	7	4
157	в то	5	4
158	мы уже	4	4
159	что функции	3	4
160	можно было	11	4
161	этот вопрос	8	4
162	от того	8	4
163	оно может	2	4
164	значит что	6	4
165	независимо от	3	4
166	утверждать что	1	3
167	собственном смысле	2	3
168	то время	4	3
169	раз он	3	3
170	мы приходим	1	3
171	только что	6	3
172	с этой	8	3
173	и при	4	3
174	что это	1	3
175	в сущности	17	3
176	ни в	1	3
177	связывается с	1	3
178	только в	21	3
179	и вызывает	2	3
180	в плоскости	2	3
181	здесь мы	1	3
182	время как	4	3
183	из двух	2	3
184	или на	2	3
185	и другим	2	3
186	есть нечто	1	3
187	в собственном	2	3
188	возникает вопрос	1	3
189	но мы	7	3
190	на первый	2	3
191	то здесь	1	3
192	так если	2	3
193	первом случае	2	3
194	не существует	1	3
195	и что	18	3
196	связана с	2	3
197	для того	20	3
198	но эти	1	3
199	и тогда	1	3
200	или не	2	3
201	целый ряд	5	3
202	здесь прежде	1	3
203	а во	1	3
204	состоит в	11	3
205	настоящее время	2	3
206	вопрос что	2	3
207	с его	3	3
208	в отдельных	1	3
209	кроме того	2	3
210	для этой	1	3
211	в настоящее	2	3
212	что при	4	3
213	с того	3	3
214	он должен	9	3
215	к нему	4	3
216	бы то	2	3
217	то в	7	3
218	не происходит	1	3
219	что эти	4	3
220	они не	7	3
221	благодаря этому	2	3
222	того что	34	3
223	что такое	6	3
224	ее в	3	3
225	но как	6	3
226	у нас	4	3
227	это и	3	3
228	и есть	8	3
229	в ином	3	3
230	в виде	3	3
231	а на	1	3
232	как же	2	3
233	животных и	2	3
234	но для	3	3
235	а то	1	3
236	в какой	8	3
237	даже не	1	3
238	требует в	1	3
239	это было	1	3
240	и у	1	3
241	вопроса о	5	3
242	последнем случае	1	3
243	реагирует на	1	3
244	как уже	5	3
245	то ни	1	3
246	совсем не	1	3
247	в ход	1	3
248	если бы	13	3
249	вопрос как	4	3
250	иное чем	1	3
251	друг друга	1	3
252	мы должны	13	3
253	и тем	5	3
254	не в	10	3
255	в которой	8	3
256	момент когда	5	3
257	на нем	2	3
258	а по	1	3
259	и их	4	3
260	в начале	2	3
261	в пределах	6	3
262	требует чтобы	1	3
263	значение и	1	3
264	в этой	8	3
265	к ней	1	3
266	приводит к	10	3
267	что изучение	1	3
268	приводят к	4	3
269	не значит	1	3
270	мы будем	4	3
271	же в	2	3
272	на то	6	3
273	и его	6	3
274	и по	5	3
275	и только	4	3
276	означает что	1	3
277	в один	1	3
278	к целому	3	2
279	не так	1	2
280	от него	3	2
281	является в	2	2
282	могут иметь	1	2
283	а потому	3	2
284	к другу	4	2
285	мы постараемся	4	2
286	если за	1	2
287	друг к	3	2
288	как таковой	2	2
289	самого себя	1	2
290	если он	4	2
291	должна быть	7	2
292	и становятся	2	2
293	научной литературе	1	2
294	или по	1	2
295	вопросу о	2	2
296	считаться с	1	2
297	не с	2	2
298	или нет	1	2
299	он действует	1	2
300	которое может	1	2
301	или потому	1	2
302	происходит с	1	2
303	случае он	1	2
304	не меняет	1	2
305	и тот	5	2
306	не на	5	2
307	иначе чем	2	2
308	связи функций	2	2
309	оно не	2	2
310	как они	4	2
311	в своих	5	2
312	более или	1	2
313	это положение	2	2
314	выпадает из	1	2
315	и задачи	1	2
316	но вот	1	2
317	увидеть что	1	2
318	например в	1	2
319	мы получаем	1	2
320	относятся к	1	2
321	с тем	9	2
322	при различных	1	2
323	их в	3	2
324	обоих случаях	2	2
325	рассматриваются как	1	2
326	совершенно одинаково	1	2
327	в которых	2	2
328	себя и	2	2
329	только для	2	2
330	не имеет	7	2
331	может дать	1	2
332	поставить вопрос	1	2
333	в каком	2	2
334	к другому	3	2
335	на другие	2	2
336	показать как	1	2
337	во всяком	4	2
338	его и	4	2
339	можно сказать	7	2
340	ответить на	4	2
341	того как	6	2
342	в данном	4	2
343	к другой	2	2
344	в основе	12	2
345	и более	8	2
346	вытекает из	4	2
347	что этот	1	2
348	что мы	11	2
349	с изучением	1	2
350	в очень	1	2
351	как например	1	2
352	такой случай	1	2
353	одной стороны	10	2
354	на друга	2	2
355	в другом	7	2
356	том как	3	2
357	оно как	1	2
358	функций как	1	2
359	в середине	1	2
360	с большой	1	2
361	и больше	1	2
362	увидим что	1	2
363	не исключает	1	2
364	в одном	3	2
365	в различных	3	2
366	и когда	1	2
367	при определении	1	2
368	то как	3	2
369	не что	2	2
370	в совершенно	2	2
371	тогда как	3	2
372	сказок и	1	2
373	в обоих	2	2
374	действия и	1	2
375	в глаза	1	2
376	друг на	2	2
377	затем уже	1	2
378	что же	2	2
379	без всякого	2	2
380	всегда требует	1	2
381	в данной	2	2
382	тем же	1	2
383	тех случаях	1	2
384	никаких новых	1	2
385	одной из	5	2
386	на этот	9	2
387	что она	3	2
388	он может	5	2
389	который в	2	2
390	что именно	4	2
391	а вовсе	1	2
392	появляется в	1	2
393	всяком случае	2	2
394	но так	1	2
395	чем это	2	2
396	себя в	4	2
397	другого и	1	2
398	заставляет его	1	2
399	все известные	1	2
400	для него	9	2
401	не означает	5	2
402	в свое	2	2
403	ответ на	3	2
404	что иное	2	2
405	ниже мы	1	2
406	может не	3	2
407	данном случае	3	2
408	на вопрос	7	2
409	в основу	1	2
410	собой в	2	2
411	с одной	10	2
412	она в	1	2
413	и за	1	2
414	вывод что	2	2
415	ни было	1	2
416	этом отношении	7	2
417	для нас	1	2
418	все это	2	2
419	чем в	6	2
420	эти функции	4	2
421	но с	2	2
422	как эти	1	2
423	не знает	6	2
424	этого не	1	2
425	с двумя	1	2
426	в другую	3	2
427	это мы	3	2
428	одним из	4	2
429	это еще	1	2
430	вообще не	5	2
431	функций между	2	2
432	за которым	1	2
433	случаях когда	1	2
434	с логической	1	2
435	у него	8	2
436	перейти к	4	2
437	по своему	4	2
438	к вопросу	1	2
439	в чем	10	2
440	а другой	3	2
441	путь к	1	2
442	или менее	1	2
443	и таким	1	2
444	это так	1	2
445	в одной	2	2
446	бы в	6	2
447	а потом	1	2
448	без всякой	2	2
449	на ход	3	2
450	могли бы	15	2
451	обычно в	1	2
452	а с	3	2
453	и даже	3	2
454	сказок на	1	2
455	в самых	4	2
456	она не	2	2
457	чтобы овладеть	1	2
458	что ни	1	2
459	ту же	5	2
460	не по	1	2
461	дело не	2	2
462	эти формы	1	2
463	в частности	9	2
464	из этих	2	2
465	они даны	1	2
466	должны быть	2	2
467	или иные	1	2
468	что эта	7	2
469	всех других	1	2
470	один раз	3	2
471	тем и	2	2
472	которых один	1	2
473	имеет свои	1	2
474	как их	1	2
475	функции не	2	2
476	из его	2	2
477	переходит на	1	2
478	вопрос в	1	2
479	однако в	1	2
480	и сразу	1	2
481	огромное значение	1	2
482	это можно	1	2
483	ее из	1	2
484	как будто	2	2
485	их на	1	2
486	изучения в	1	2
487	сказать о	1	2
488	но они	2	2
489	должны будем	1	2
490	хотя они	1	2
491	в одну	1	2
492	иное как	2	2
493	совершается в	4	2
494	мы определяем	1	2
495	во второй	4	2
496	в той	8	1
497	он пользуется	2	1
498	были бы	1	1
499	во всем	2	1
500	это на	3	1
501	и невозможность	1	1
502	что прежде	1	1
503	они имеют	1	1
504	однако и	1	1
505	и может	4	1
506	место то	1	1
507	это утверждение	1	1
508	положения и	1	1
509	относится ко	1	1
510	отношении между	1	1
511	все что	2	1
512	образом и	1	1
513	для всех	2	1
514	встречаются на	1	1
515	до сих	3	1
516	средство которое	1	1
517	всего в	1	1
518	за ним	1	1
519	отвечает на	1	1
520	в постановке	1	1
521	и на	11	1
522	существенным для	1	1
523	на эти	1	1
524	первого вопроса	1	1
525	только те	1	1
526	как с	5	1
527	этот закон	3	1
528	нашли что	2	1
529	по лестнице	1	1
530	в момент	4	1
531	самостоятельного исследования	1	1
532	зрения совершенно	1	1
533	с двух	2	1
534	развитие как	4	1
535	которые не	5	1
536	его из	1	1
537	другой а	1	1
538	следует ли	1	1
539	работу в	1	1
540	которые он	1	1
541	понятие могло	1	1
542	понятие как	4	1
543	выше но	1	1
544	совершенно очевидно	2	1
545	на первом	1	1
546	или иных	2	1
547	более широкой	1	1
548	дело с	2	1
549	по плану	1	1
550	в применении	1	1
551	момента в	3	1
552	и менее	1	1
553	при этом	9	1
554	даже в	1	1
555	переносится в	1	1
556	которые находят	1	1
557	формы в	1	1
558	будет видно	1	1
559	это значит	5	1
560	особенности этого	1	1
561	связанное с	2	1
562	думается что	5	1
563	не требует	3	1
564	есть функция	1	1
565	в другой	1	1
566	привести к	2	1
567	те же	6	1
568	равным образом	1	1
569	также должно	1	1
570	его но	1	1
571	не являются	2	1
572	остановиться на	3	1
573	очень сложные	1	1
574	а есть	1	1
575	не столько	3	1
576	и делает	2	1
577	что животное	1	1
578	корабль с	1	1
579	функции в	4	1
580	собой те	1	1
581	связанная с	3	1
582	со всеми	2	1
583	чисто эмпирическим	1	1
584	в них	3	1
585	как функция	1	1
586	стороны так	1	1
587	если не	3	1
588	стоит в	5	1
589	этой точки	7	1
590	по пути	1	1
591	он имеет	6	1
592	вместо того	5	1
593	до этого	1	1
594	возникнуть вопрос	1	1
595	собой функции	1	1
596	и с	7	1
597	лет в	3	1
598	их и	2	1
599	из нее	5	1
600	равно как	1	1
601	следовательно в	1	1
602	данного понятия	1	1
603	каким образом	2	1
604	знаки и	1	1
605	и все	2	1
606	мысль о	1	1
607	одновременно с	4	1
608	из самых	1	1
609	еще в	3	1
610	собранного материала	1	1
611	предметом его	1	1
612	постараемся показать	2	1
613	то всякая	1	1
614	которых являются	1	1
615	именно в	8	1
616	делать не	1	1
617	ведет к	2	1
618	не делает	2	1
619	же самый	2	1
620	или другие	1	1
621	отношения к	2	1
622	к таким	2	1
623	эти явления	1	1
624	к самым	1	1
625	с ними	4	1
626	уже указано	1	1
627	идя от	1	1
628	видим таким	1	1
629	в своей	5	1
630	нам возможность	2	1
631	и просто	1	1
632	на эту	1	1
633	связанные с	6	1
634	они ни	1	1
635	через все	1	1
636	собой известный	1	1
637	бы не	1	1
638	функций в	1	1
639	ли он	1	1
640	этого материала	1	1
641	ключом к	1	1
642	о котором	1	1
643	влияния на	4	1
644	в следующей	4	1
645	всей своей	1	1
646	которая не	1	1
647	свою собственную	1	1
648	является то	4	1
649	ничего общего	6	1
650	к созданию	1	1
651	применение его	1	1
652	таких слов	1	1
653	об отношении	2	1
654	выше представляют	1	1
655	не прав	2	1
656	такое положение	1	1
657	как один	1	1
658	к моему	1	1
659	помощью этого	1	1
660	еще и	3	1
661	значения для	1	1
662	совершенно не	5	1
663	нами выше	2	1
664	совпадал с	1	1
665	во все	1	1
666	этим мы	1	1
667	о последовательности	2	1
668	к этой	3	1
669	больше чем	6	1
670	в котором	2	1
671	за развитием	2	1
672	которые мы	2	1
673	понятия и	11	1
674	связаны между	3	1
675	можно считать	1	1
676	или вернее	1	1
677	этим связывается	1	1
678	как целое	1	1
679	него он	1	1
680	в принцип	1	1
681	мы имели	4	1
682	применении к	1	1
683	поскольку это	1	1
684	где есть	1	1
685	случае и	2	1
686	в свою	5	1
687	имеет в	1	1
688	значение этого	1	1
689	бы по	1	1
690	так чтобы	1	1
691	ii и	1	1
692	лежат в	3	1
693	своему строению	1	1
694	но во	1	1
695	но то	1	1
696	не влияет	2	1
697	он является	1	1
698	соответствие между	1	1
699	и независимо	1	1
700	вопроса об	2	1
701	оно является	4	1
702	в этот	4	1
703	в новой	5	1
704	с трудом	1	1
705	этой связи	1	1
706	с помощью	32	1
707	между двумя	4	1
708	те или	2	1
709	именно на	1	1
710	только один	4	1
711	специальных исследований	1	1
712	она начинает	1	1
713	значение для	4	1
714	только на	3	1
715	каждой функции	1	1
716	правда и	1	1
717	развитие от	1	1
718	которых она	1	1
719	более сложных	3	1
720	приходит к	6	1
721	которую он	1	1
722	на основании	2	1
723	не потому	1	1
724	эти связи	2	1
725	говорит что	7	1
726	на примере	5	1
727	а при	1	1
728	задачи и	1	1
729	эта задача	1	1
730	образом что	2	1
731	ни были	1	1
732	собой с	2	1
733	более и	3	1
734	что существуют	1	1
735	и те	2	1
736	же возможно	1	1
737	говоря что	1	1
738	при анализе	4	1
739	тем мы	1	1
740	о законе	1	1
741	самого начала	8	1
742	влияет на	5	1
743	свою очередь	4	1
744	не представляет	1	1
745	перед ним	1	1
746	в настоящей	4	1
747	ожидать что	4	1
748	же самое	7	1
749	всего этого	1	1
750	предполагает уже	1	1
751	их значения	1	1
752	с другим	1	1
753	и наши	1	1
754	это разделение	1	1
755	известной степени	1	1
756	из одной	2	1
757	так то	1	1
758	может ли	2	1
759	как на	4	1
760	из наиболее	1	1
761	и там	1	1
762	установить что	3	1
763	одно и	2	1
764	известным образом	2	1
765	не совсем	2	1
766	он в	3	1
767	отношение к	12	1
768	за другой	2	1
769	не как	3	1
770	материал если	1	1
771	к основным	1	1
772	упомянуто в	1	1
773	этот вывод	1	1
774	мог бы	1	1
775	они должны	1	1
776	следует рассмотреть	1	1
777	функций и	5	1
778	и ложный	1	1
779	или нет?	1	1
780	образом как	1	1
781	для изучения	1	1
782	такая же	1	1
783	что я	4	1
784	что различные	1	1
785	путь от	4	1
786	эти вопросы	2	1
787	самого в	1	1
788	в известных	1	1
789	с этими	1	1
790	на улице	2	1
791	задачи а	1	1
792	бы сказать	4	1
793	материал в	1	1
794	ряд вопросов	1	1
795	то во	1	1
796	же из	1	1
797	как во	1	1
798	до известной	1	1
799	что говорит	1	1
