N	2gram	Propp_Isto	EvropaiC
1	таким образом	13	34
2	в том	12	31
3	и в	40	24
4	том что	11	20
5	все эти	6	19
6	то что	17	18
7	не может	19	18
8	может быть	37	17
9	до сих	11	15
10	народа в	2	15
11	все же	17	15
12	сих пор	12	15
13	в этом	13	13
14	все это	6	13
15	самом деле	2	12
16	с этим	5	12
17	между тем	2	12
18	в своем	5	12
19	по отношению	6	11
20	но и	21	11
21	отношению к	6	11
22	мы знаем	10	10
23	не только	28	10
24	так и	13	10
25	как и	5	10
26	во всех	3	10
27	как бы	6	10
28	что в	19	9
29	при этом	6	9
30	в результате	2	9
31	не в	11	9
32	и все	1	9
33	и не	19	9
34	с другом	3	9
35	потому что	12	9
36	и что	14	9
37	на то	6	9
38	друг с	4	9
39	более или	5	8
40	ясно что	2	8
41	или менее	5	8
42	к тому	6	8
43	мы говорили	1	8
44	для того	1	8
45	если бы	8	8
46	того чтобы	3	8
47	так же	18	8
48	знаем что	9	8
49	идет речь	2	8
50	из этих	2	8
51	так как	20	7
52	что при	3	7
53	того что	6	7
54	что и	9	7
55	на самом	3	7
56	что он	32	7
57	не менее	7	7
58	о котором	1	7
59	из этого	3	7
60	о том	12	7
61	вместе с	13	7
62	по своей	2	7
63	в этой	9	7
64	в силу	7	7
65	по существу	7	7
66	для этого	3	7
67	мы можем	7	6
68	и на	6	6
69	несмотря на	1	6
70	с ним	3	6
71	только в	16	6
72	тому же	1	6
73	от друга	1	6
74	друг от	1	6
75	еще не	14	6
76	все они	1	6
77	и если	4	6
78	должна быть	5	6
79	так что	9	6
80	с другой	8	6
81	в то	4	6
82	в европе	1	6
83	у них	2	6
84	и для	5	6
85	этих народов	3	5
86	и к	1	5
87	ничем не	2	5
88	между собою	1	5
89	должно быть	2	5
90	в состоянии	2	5
91	в его	10	5
92	из всех	2	5
93	что это	12	5
94	многие из	1	5
95	другой стороны	7	5
96	у него	5	5
97	его в	15	5
98	так или	1	5
99	в которой	2	5
100	но все	9	5
101	и с	5	5
102	или иначе	1	5
103	именно в	5	5
104	по своему	1	5
105	ступени развития	1	5
106	по сравнению	1	5
107	других народов	1	5
108	быть и	1	5
109	не будет	1	5
110	и их	4	5
111	оказывается что	1	5
112	далеко не	1	5
113	в себе	6	5
114	и от	2	5
115	столь же	2	5
116	как будто	7	5
117	к этому	2	5
118	в пользу	2	5
119	в целом	3	5
120	из них	5	5
121	но в	13	5
122	не так	2	4
123	и то	3	4
124	социальной жизни	4	4
125	поэтому что	1	4
126	ее и	1	4
127	та же	1	4
128	на вопрос	4	4
129	которых мы	1	4
130	своем развитии	1	4
131	этом случае	3	4
132	хотя и	1	4
133	тем не	7	4
134	мало того	1	4
135	совершенно не	1	4
136	из которых	3	4
137	в их	6	4
138	в виде	2	4
139	связи с	10	4
140	одним из	2	4
141	в конце	1	4
142	в таком	1	4
143	с тем	13	4
144	состоит из	1	4
145	не есть	2	4
146	не могут	3	4
147	между собой	4	4
148	выше мы	6	4
149	то ясно	2	4
150	и у	1	4
151	и сейчас	1	4
152	том случае	1	4
153	а с	4	4
154	что мы	9	4
155	мы уже	7	4
156	в течение	1	4
157	ни один	8	4
158	хотя бы	5	4
159	то ни	2	4
160	в дальнейшем	6	4
161	в такой	2	4
162	мы должны	17	4
163	что эта	3	4
164	целый ряд	1	4
165	что для	1	4
166	что как	1	4
167	с течением	1	4
168	и конец	2	4
169	в области	2	4
170	он не	10	4
171	если мы	4	4
172	всех этих	4	4
173	то же	21	4
174	течением времени	1	4
175	никогда не	25	4
176	во всем	3	3
177	бы то	2	3
178	от него	1	3
179	что оно	1	3
180	а наоборот	1	3
181	и по	4	3
182	в начале	3	3
183	с одной	8	3
184	тогда когда	2	3
185	даже в	5	3
186	освободиться от	1	3
187	ни было	2	3
188	в нашем	1	3
189	в разных	2	3
190	и говорить	1	3
191	для нас	17	3
192	прежде всего	15	3
193	у нас	1	3
194	одно из	2	3
195	же не	3	3
196	в этих	17	3
197	чем в	2	3
198	ко всем	1	3
199	основаны на	1	3
200	что по	1	3
201	в нем	8	3
202	слагается из	2	3
203	представление о	3	3
204	очень много	10	3
205	в жизни	2	3
206	можно назвать	3	3
207	в связи	7	3
208	не подлежит	1	3
209	случаях когда	1	3
210	по одному	2	3
211	же как	7	3
212	но по	3	3
213	на земле	1	3
214	положение по	1	3
215	что таким	1	3
216	в истории	2	3
217	может не	1	3
218	вследствие этого	2	3
219	и это	2	3
220	в сторону	1	3
221	что их	3	3
222	и потому	3	3
223	на этой	2	3
224	рассматриваться как	1	3
225	и других	1	3
226	отличие от	3	3
227	естественно поэтому	1	3
228	вопрос о	8	3
229	но даже	1	3
230	в ней	10	3
231	и может	1	3
232	что если	2	3
233	должны быть	4	3
234	это не	8	3
235	в тех	4	3
236	тем самым	2	3
237	конечно не	2	3
238	не вполне	3	3
239	в совершенно	2	3
240	при помощи	2	3
241	к которой	2	3
242	каждый из	1	3
243	а в	15	3
244	было бы	11	3
245	как мы	3	3
246	указывают на	1	3
247	сейчас же	1	3
248	они должны	3	3
249	нога в	1	3
250	даже если	1	3
