N	2gram	Voloshinov	Poddanst
1	не только	7	17
2	и в	16	14
3	и не	4	12
4	в области	3	11
5	в этом	9	10
6	в том	3	9
7	то же	2	9
8	в качестве	1	9
9	но в	4	9
10	хотя бы	4	8
11	в пределах	2	8
12	только в	4	7
13	в ней	1	6
14	быть может	2	6
15	было бы	2	6
16	но и	4	6
17	в смысле	1	6
18	и пр	12	5
19	может быть	17	5
20	с другой	1	5
21	и о	2	5
22	и к	6	4
23	что в	3	4
24	на путях	1	4
25	и потому	3	4
26	мы должны	1	4
27	не может	8	4
28	а в	3	4
29	то что	3	4
30	как бы	5	4
31	если бы	1	4
32	же в	1	4
33	из рамок	1	4
34	том что	3	4
35	что мы	2	3
36	с одной	1	3
37	мы не	2	3
38	одной стороны	1	3
39	для того	1	3
40	с точки	6	3
41	хотя и	1	3
42	с тем	1	3
43	прежде всего	9	3
44	сводится к	2	3
45	но не	1	3
46	могут быть	3	3
47	я и	6	3
48	и как	3	3
49	с ними	4	3
50	столь же	1	3
51	в порядке	1	3
52	в нем	4	3
53	тот же	1	3
54	точки зрения	8	3
55	с этим	2	2
56	во всех	3	2
57	одних и	1	2
58	и это	6	2
59	и других	2	2
60	и мы	2	2
61	пути в	1	2
62	и вот	3	2
63	не будем	1	2
64	испытания и	1	2
65	теперь в	1	2
66	еще более	1	2
67	по сравнению	3	2
68	на этих	2	2
69	как раз	1	2
70	в частности	2	2
71	в его	4	2
72	а не	1	2
73	для нас	2	2
74	все это	4	2
75	в которую	1	2
76	говорить о	2	2
77	для них	1	2
78	и есть	3	2
79	в русском	1	2
80	в них	2	2
81	творчества и	1	2
82	к чему	1	2
83	и с	8	2
84	в начале	2	2
85	как на	1	2
86	в общем	3	2
87	главным образом	1	2
88	в жизни	2	2
89	отношения к	3	2
90	друг другу	1	2
91	взгляда на	1	2
92	во всей	2	2
93	одна из	1	2
94	в мире	1	2
95	не менее	2	2
96	отнюдь не	4	2
97	со стороны	1	2
98	в эту	1	2
99	но к	1	2
100	есть в	2	2
101	бы ни	1	2
102	что было	1	1
103	к сожалению	1	1
104	в ком	1	1
105	этих двух	1	1
106	и мир	1	1
107	нет ничего	1	1
108	ли они	1	1
109	от нее	1	1
110	во всяком	3	1
111	и тех	1	1
112	не есть	2	1
113	и теперь	3	1
114	и то	1	1
115	государство и	1	1
116	но как	2	1
117	мы можем	9	1
118	на этой	3	1
119	мы видим	2	1
120	а с	1	1
121	в данном	1	1
122	на экономической	1	1
123	с его	7	1
124	что оно	2	1
125	те же	3	1
126	вместе с	3	1
127	и здесь	1	1
128	план в	1	1
129	пр в	1	1
130	и на	4	1
131	в самом	2	1
132	мир в	1	1
133	вопрос о	1	1
134	они не	2	1
135	является и	1	1
136	в момент	1	1
137	это в	1	1
138	только что	1	1
139	в философии	1	1
140	они являются	1	1
141	в психологии	1	1
142	на сторону	1	1
143	в основном	3	1
144	смерти но	2	1
145	она не	1	1
146	уже в	1	1
147	исключительно на	1	1
148	наших глазах	1	1
149	применении к	1	1
150	есть прежде	1	1
151	только как	3	1
152	того чтобы	1	1
153	мы знаем	3	1
154	по всему	2	1
155	в применении	1	1
156	на основе	2	1
157	многих случаях	1	1
158	и всегда	1	1
159	как известно	1	1
160	пр при	2	1
161	во многих	1	1
162	что это	2	1
163	не более	1	1
164	в отношениях	1	1
165	конечно и	1	1
166	сохранить и	1	1
167	что при	1	1
168	пусть в	1	1
169	мысли и	4	1
170	из тех	2	1
171	и образы	2	1
172	из этих	2	1
173	идеи и	1	1
174	что если	1	1
175	связанные с	2	1
176	оно ни	1	1
177	и вся	2	1
178	в стадии	1	1
179	из мира	1	1
180	только на	3	1
181	и через	2	1
182	и этим	2	1
183	может оказаться	1	1
184	да в	1	1
185	и что	1	1
186	что и	2	1
187	еще в	1	1
188	в мир	2	1
189	касается не	1	1
190	быть именно	1	1
191	этом смысле	3	1
192	весь мир	1	1
193	только то	2	1
194	в этих	3	1
195	них и	1	1
196	так же	2	1
197	его в	4	1
198	бы из	1	1
199	знаем что	2	1
200	в большинстве	3	1
201	все же	1	1
202	они быть	1	1
203	и притом	3	1
204	могут показаться	1	1
205	что его	1	1
206	так было	1	1
207	в рамках	1	1
208	оказывается в	1	1
209	в этой	4	1
210	разрыва между	1	1
211	к ним	2	1
212	именно здесь	1	1
213	и еще	1	1
214	что по	1	1
215	окружающей среды	1	1
216	себя в	1	1
217	оно есть	1	1
218	на две	3	1
219	же как	2	1
220	эти силы	1	1
221	она может	1	1
222	культуры и	1	1
223	что не	2	1
224	наука и	1	1
225	мы и	1	1
226	развития в	1	1
227	если мы	2	1
228	в эпоху	1	1
229	почти исключительно	1	1
230	в каком	2	1
231	что есть	1	1
232	к другим	2	1
233	любовь и	1	1
234	основные черты	1	1
235	тогда когда	1	1
236	характер этого	1	1
237	находится в	2	1
238	бы оно	1	1
239	методами и	1	1
240	как и	2	1
241	с которым	1	1
242	из предшествующего	1	1
243	или иной	1	1
244	есть та	1	1
245	большинстве случаев	3	1
246	веры и	1	1
247	в одно	2	1
248	говорить об	1	1
249	всеми его	1	1
250	иной раз	1	1
251	лежат его	1	1
252	которые были	1	1
253	и по	2	1
254	к следующему	2	1
255	это значение	1	1
256	были в	1	1
257	и жизнь	1	1
258	или что	1	1
259	века в	1	1
260	и только	9	1
261	к предмету	1	1
262	друг с	1	1
263	исторической и	1	1
264	всяком случае	3	1
265	в свете	1	1
266	не будут	1	1
267	сравнению с	3	1
268	он будет	1	1
269	в себя	1	1
270	для этого	2	1
271	с ее	4	1
272	с другом	1	1
273	он был	1	1
274	не имеет	1	1
275	есть и	2	1
276	и особенно	1	1
277	и ее	4	1
278	что жизнь	1	1
279	было с	1	1
280	в развитии	2	1
281	из этой	1	1
282	в душе	2	1
283	и быть	1	1
284	никогда не	2	1
285	еще не	5	1
286	рождается и	1	1
