N	2gram	Bakhtin_Fr	KFilosof
1	может быть	5	45
2	в его	18	42
3	в нем	18	32
4	не может	4	29
5	и не	13	28
6	и в	73	28
7	по отношению	3	26
8	в котором	4	24
9	не есть	2	22
10	отношению к	3	22
11	в себе	16	21
12	только в	7	18
13	и его	18	18
14	в своем	13	17
15	в ее	6	17
16	а не	2	17
17	в этом	21	15
18	для него	7	13
19	не в	12	13
20	точки зрения	6	13
21	к нему	7	12
22	ни в	7	12
23	но не	1	12
24	и это	6	12
25	в своей	4	11
26	все эти	24	11
27	во всех	13	11
28	из себя	1	11
29	все это	19	10
30	это не	7	10
31	в едином	1	10
32	с точки	4	10
33	его целом	2	10
34	и есть	3	10
35	и для	8	10
36	в целом	1	10
37	в их	5	9
38	и все	19	9
39	но и	15	9
40	как бы	15	9
41	для нее	1	9
42	не было	4	8
43	в мире	3	8
44	было бы	5	8
45	лишь в	2	8
46	в себя	3	8
47	жизни и	6	8
48	себя в	3	8
49	во всем	5	7
50	и здесь	5	7
51	этот момент	2	7
52	что и	6	7
53	должен быть	4	7
54	вовсе не	11	7
55	уже не	2	7
56	то что	12	7
57	я должен	1	7
58	конечно не	2	7
59	момент в	4	7
60	мир как	1	6
61	должно быть	4	6
62	но все	5	6
63	этот акт	1	6
64	но эта	2	6
65	менее всего	1	6
66	я не	3	6
67	не имеет	4	6
68	и я	1	6
69	в том	13	6
70	и их	5	6
71	отношение к	3	6
72	место в	4	6
73	он не	4	6
74	но это	3	6
75	мира в	6	6
76	проникает в	3	5
77	со всем	1	5
78	то же	16	5
79	ко всему	1	5
80	мы имеем	2	5
81	не только	11	5
82	с ним	6	5
83	я могу	1	5
84	его в	3	5
85	не знает	4	5
86	в основе	3	5
87	но в	12	5
88	именно в	4	5
89	как и	19	5
90	все же	2	5
91	себя и	1	5
92	еще не	3	5
93	мир где	1	5
94	что я	1	5
95	время и	1	5
96	в одном	5	5
97	ни одно	1	5
98	а в	10	5
99	культуры и	1	5
100	его как	3	5
101	жизни как	1	5
102	в контексте	1	5
103	там где	1	5
104	никогда не	6	5
105	что в	14	4
106	должна быть	3	4
107	при этом	5	4
108	ни было	2	4
109	что это	9	4
110	нем как	1	4
111	о нем	3	4
112	не как	2	4
113	для нас	2	4
114	прежде всего	18	4
115	в своих	1	4
116	места в	2	4
117	как его	2	4
118	только момент	1	4
119	и момент	2	4
120	места и	1	4
121	с ними	4	4
122	мира и	6	4
123	том что	8	4
124	в чем	3	4
125	в каком	1	4
126	это мир	1	4
127	во всей	2	4
128	не по	1	4
129	между тем	2	4
130	времени и	2	4
131	тем самым	3	4
132	и т.д	3	4
133	к ним	1	4
134	долженствования и	1	4
135	быть в	1	4
136	себя а	1	4
137	из него	1	4
138	вне ее	1	4
139	ближе к	1	3
140	от него	3	3
141	и может	2	3
142	та же	7	3
143	и на	12	3
144	здесь нет	3	3
145	этого мира	1	3
146	в час	1	3
147	мы не	2	3
148	был бы	1	3
149	если ты	1	3
150	того что	5	3
151	где он	1	3
152	и этим	2	3
153	на самом	2	3
154	в виду	4	3
155	и делает	1	3
156	самом деле	4	3
157	прошлое и	1	3
158	ибо все	1	3
159	тем что	8	3
160	людей и	3	3
161	в корне	1	3
162	стороны в	1	3
163	рядом с	9	3
164	для этой	3	3
165	по своему	3	3
166	бы не	1	3
167	здесь не	2	3
168	его жизни	1	3
169	лишь как	1	3
170	себе и	2	3
171	в момент	1	3
172	и другого	1	3
173	но конечно	2	3
174	той или	1	3
175	в каждом	1	3
176	это и	1	3
177	моменты и	1	3
178	отсюда и	2	3
179	но здесь	2	3
180	в свою	3	3
181	не должен	1	3
182	мира не	1	3
183	лежат в	1	3
184	не должно	3	3
185	в другом	4	3
186	и должна	1	3
187	в ней	10	3
188	и та	1	3
189	этом смысле	1	3
190	человека и	3	3
191	мы здесь	3	3
192	нем и	1	3
193	из его	1	3
194	эти моменты	2	3
195	не быть	1	3
196	только с	2	3
197	до конца	5	3
198	нигде не	2	3
199	котором мы	4	3
200	о том	13	3
201	теории и	1	3
202	в то	14	3
203	а следовательно	2	3
204	всех этих	2	3
205	тот же	3	3
206	и тем	3	3
207	ничего не	4	3
208	котором он	1	3
209	как к	1	2
210	события и	1	2
211	и эти	2	2
212	и видения	1	2
213	действительно ли	1	2
214	каждый отдельный	1	2
215	знать что	3	2
216	один из	5	2
217	я уже	1	2
218	необходимый момент	1	2
219	ему в	2	2
220	и отсюда	1	2
221	конечно этот	1	2
222	в единое	1	2
223	и того	1	2
224	что значит	3	2
225	смысле в	1	2
226	дело с	1	2
227	еще более	4	2
228	конечно в	2	2
229	это уже	3	2
230	так и	13	2
231	из которых	2	2
232	и то	3	2
233	в качестве	11	2
234	и свой	1	2
235	смыслу и	1	2
236	нами в	1	2
237	это есть	1	2
238	и когда	3	2
239	по себе	2	2
240	и смысл	2	2
241	как единственного	1	2
242	в виде	2	2
243	со всеми	4	2
244	оно не	2	2
245	не потому	1	2
246	он может	3	2
247	однако что	1	2
248	даны в	1	2
249	всех его	3	2
250	в сознании	1	2
251	что за	1	2
252	мы говорим	2	2
253	дело в	2	2
254	пространство и	1	2
255	вокруг него	1	2
256	в мир	1	2
257	должен сказать	1	2
258	и эта	4	2
259	в ту	3	2
260	возможности в	1	2
261	в процессе	3	2
262	в жизни	1	2
263	не остается	1	2
264	с тем	2	2
265	его на	1	2
266	и как	5	2
267	весь мир	1	2
268	что он	8	2
269	истины и	1	2
270	и вокруг	1	2
271	и она	1	2
272	на волю	2	2
273	предмет и	1	2
274	оба этих	1	2
275	есть именно	1	2
276	первом плане	1	2
277	как в	9	2
278	на первом	1	2
279	где она	2	2
280	во главе	1	2
281	от этого	3	2
282	это было	4	2
283	вследствие этого	1	2
284	в это	3	2
285	ничего общего	1	2
286	а для	2	2
287	и смерти	4	2
288	целом не	1	2
289	жизнь и	3	2
290	или как	1	2
291	вошли в	1	2
292	все они	7	2
293	этого слова	1	2
294	действительности в	1	2
295	к этому	5	2
296	и потому	6	2
297	было и	2	2
298	его и	1	2
299	может иметь	2	2
300	видения и	1	2
301	которого и	1	2
302	где этот	1	2
303	ведь это	3	2
304	а с	1	2
305	в данном	3	2
