N	3gram	Voloshinov	Russkaja
1	друг с другом	1	14
2	то же время	6	10
3	в то же	6	10
4	с точки зрения	15	9
5	в том что	9	7
6	на самом деле	4	6
7	во всяком случае	8	6
8	для того чтобы	3	6
9	а между тем	1	5
10	до сих пор	3	5
11	не может быть	14	4
12	к которой он	1	4
13	к тому чтобы	3	4
14	бы то ни	3	4
15	во что бы	1	3
16	что бы то	1	3
17	той или иной	1	3
18	в конце концов	2	3
19	можно было бы	1	3
20	в данном случае	4	3
21	в этом случае	1	3
22	при таких условиях	1	3
23	и не может	3	3
24	то ни стало	1	3
25	что он не	1	2
26	того или иного	1	2
27	с другом и	1	2
28	в большинстве случаев	5	2
29	в противоречие с	1	2
30	но она не	1	2
31	о том что	3	2
32	в себе и	1	2
33	для обеих сторон	1	2
34	к тому что	2	2
35	а следовательно и	2	2
36	все что может	2	2
37	в настоящее время	1	2
38	она не может	1	2
39	быть не может	1	1
40	свою очередь является	1	1
41	во всех областях	2	1
42	как и при	1	1
43	но при этом	1	1
44	в самом деле	10	1
45	даже тогда когда	1	1
46	которой он принадлежит	1	1
47	еще на одну	1	1
48	элементов из которых	1	1
49	может и должно	1	1
50	от того чтобы	1	1
51	дело в том	1	1
52	смысле этого слова	1	1
53	согласиться с ним	1	1
54	он еще не	1	1
55	но в то	3	1
56	существенное изменение в	1	1
57	что же это	1	1
58	мы уже знаем	3	1
59	уже знаем что	1	1
60	мы не знаем	1	1
61	но для этого	1	1
62	того чтобы их	1	1
63	внутренней и внешней	3	1
64	прежде всего на	1	1
65	отнюдь не является	3	1
66	до известной степени	1	1
67	так же как	1	1
68	и только в	1	1
69	его жизни и	2	1
70	только один из	1	1
71	и таким образом	1	1
72	по отношению к	11	1
73	и прежде всего	7	1
74	знаем что это	1	1
75	от того что	1	1
76	и вот в	1	1
77	во всех этих	1	1
78	как бы ни	1	1
79	по крайней мере	1	1
80	точки зрения в	1	1
81	то что же	1	1
82	яркое выражение в	1	1
83	заключается в том	2	1
84	с самого начала	5	1
85	свою точку зрения	2	1
86	так как это	1	1
87	роль в истории	1	1
88	центр тяжести переносится	1	1
89	всяком случае не	1	1
90	в культурном творчестве	2	1
91	то ни было	2	1
92	но мы знаем	2	1
93	в этом вопросе	1	1
94	не есть только	1	1
95	может в этом	1	1
96	ее в этом	1	1
97	на первый взгляд	1	1
98	критическом отношении к	1	1
99	о себе самом	1	1
100	самом деле являются	1	1
101	то же самое	2	1
102	конечно не может	2	1
103	мы говорили выше	1	1
104	и все же	1	1
105	в том же	1	1
106	и дать ему	1	1
107	что с точки	1	1
108	тем не менее	4	1
109	выражение в его	1	1
110	но все же	1	1
111	того и другого	1	1
112	только то что	3	1
113	в другом месте	2	1
114	впитывает в себя	2	1
115	говорить о том	2	1
116	с ним в	1	1
117	для всех людей	1	1
118	можно согласиться с	1	1
119	хотя бы ценою	1	1
120	в этом отношении	4	1
121	по отношению ко	2	1
122	в свою очередь	4	1
123	жизни и в	1	1
124	бы для него	1	1
125	в применении к	2	1
126	только с точки	1	1
127	только в этом	1	1
128	альфой и омегой	1	1
129	это и есть	2	1
130	в его целом	2	1
131	во всех странах	1	1
132	но даже и	1	1
133	на этот вопрос	3	1
134	зависит от того	1	1
135	тот или иной	1	1
136	или хотя бы	1	1
137	сводится к тому	1	1
