N	3gram	Vinokur_Ku	VeschiIm
1	и т д	21	38
2	не может быть	5	24
3	бы то ни	1	12
4	не что иное	2	12
5	то ни было	1	12
6	что иное как	2	12
7	т д и	3	11
8	тем не менее	9	11
9	по крайней мере	11	10
10	д и т	3	10
11	в том что	23	9
12	есть не что	1	8
13	в самом деле	14	7
14	на то что	3	7
15	по сравнению с	1	7
16	т е в	3	7
17	ни в каком	2	6
18	с точки зрения	16	6
19	может быть только	2	6
20	вовсе не есть	1	6
21	и не только	1	6
22	так или иначе	3	6
23	в свою очередь	4	5
24	и тем не	4	5
25	в то же	4	5
26	и то же	1	5
27	я мог бы	1	5
28	и то что	1	5
29	не потому что	4	5
30	одно и то	1	5
31	не только в	4	5
32	т е не	1	5
33	о том как	3	4
34	что в ней	1	4
35	от того что	1	4
36	этой точки зрения	4	4
37	с этой точки	3	4
38	более или менее	3	4
39	сам по себе	1	4
40	но что такое	1	4
41	что же такое	1	4
42	дело в том	1	4
43	о том что	6	4
44	само по себе	6	4
45	вещи т е	1	4
46	то же время	4	4
47	потому что они	1	4
48	я и хочу	1	3
49	вместе с тем	3	3
50	что это есть	1	3
51	но еще и	1	3
52	заключается в том	2	3
53	уже не может	3	3
54	и не в	2	3
55	можно сказать что	2	3
56	свидетельствует о том	1	3
57	что нужно для	1	3
58	можно ли сказать	1	3
59	если бы я	1	3
60	сами по себе	2	3
61	ли сказать что	1	3
62	что она уже	1	3
63	можно было бы	11	3
64	и в то	1	3
65	так что в	1	3
66	в собственном смысле	1	3
67	только то что	1	3
68	с одной стороны	2	3
69	с другой стороны	12	3
70	то это значит	1	3
71	так же как	3	2
72	потому что я	1	2
73	в одном и	1	2
74	все то что	1	2
75	смысла т е	1	2
76	а так как	1	2
77	что такое этот	1	2
78	заключается не в	1	2
79	в применении к	1	2
80	дело не с	1	2
81	в данном случае	1	2
82	как раз к	1	2
83	в том чтобы	9	2
84	и еще один	2	2
85	т е на	1	2
86	не имеет никакого	1	2
87	не может и	1	2
88	реальное бытие и	1	2
89	в свое время	4	2
90	хотя бы и	4	2
91	главным образом на	1	2
92	было бы сказать	2	2
93	в этом смысле	8	2
94	а следовательно и	2	2
95	только о том	1	2
96	для того чтобы	21	2
97	крайней мере в	1	2
98	на себя функции	1	2
99	по природе своей	1	2
100	но что же	1	2
101	на себе следы	1	2
102	том что он	4	2
103	сказать что оно	1	2
104	в подлинном смысле	1	2
105	и в частности	1	2
106	нужно было бы	3	2
107	что мы имеем	2	2
108	в том или	1	2
109	в первом случае	1	2
110	в конце концов	3	2
111	тех или иных	1	2
112	уже не просто	1	2
113	можно говорить о	2	2
114	но даже и	2	2
115	хотя бы в	4	2
116	в связи с	4	2
117	к тому что	2	2
118	и с другой	1	2
119	но все же	3	2
120	во всяком случае	8	2
121	в этом отношении	8	2
122	всего то что	1	2
123	и в смысле	1	2
124	что он есть	1	2
125	только тогда когда	2	2
126	что же касается	4	2
127	как раз и	1	2
128	это выражение в	1	1
129	тут мы находим	1	1
130	общем смысле этого	1	1
131	это не значит	1	1
132	а не просто	1	1
133	он должен быть	2	1
134	т д все	1	1
135	и потому что	4	1
136	и том же	1	1
137	т е к	1	1
138	т д а	1	1
139	а а не	1	1
140	по существу же	1	1
141	на том основании	1	1
142	что я называю	1	1
143	уже из предыдущего	1	1
144	в действительности и	1	1
145	не имеющая ничего	1	1
146	характер как это	1	1
147	конечно нисколько не	1	1
148	никак не может	1	1
149	том смысле что	1	1
150	если оно и	1	1
151	прежде всего на	1	1
152	различных типов и	1	1
153	что слово есть	1	1
154	но и здесь	1	1
155	и может быть	1	1
156	она имеет смысл	1	1
157	того что они	2	1
158	в этом своем	1	1
159	я не хочу	1	1
160	в том смысле	2	1
161	в данный момент	2	1
162	не есть нечто	1	1
163	слова и не	1	1
164	что раз мы	1	1
165	есть нечто абсолютно	1	1
166	не в этом	1	1
167	совсем другое дело	1	1
168	и в особенности	1	1
169	имеется в виду	1	1
170	что оно не	1	1
171	самом деле в	1	1
172	когда речь идет	1	1
173	то или иное	2	1
174	позволю себе сделать	1	1
175	ни в какой	1	1
