N	3gram	Ircho_Kome	VeschiIm
1	и т д	4	38
2	бы то ни	4	12
3	не что иное	1	12
4	то ни было	4	12
5	что иное как	1	12
6	тем не менее	2	11
7	в том что	13	9
8	на то что	2	7
9	по сравнению с	1	7
10	т е в	2	7
11	и не только	1	6
12	так или иначе	4	6
13	в чем же	1	5
14	в то же	5	5
15	подобно тому как	1	5
16	не только в	1	5
17	то время как	6	4
18	этой точки зрения	1	4
19	с этой точки	1	4
20	в то время	8	4
21	более или менее	1	4
22	сам по себе	1	4
23	о том что	6	4
24	само по себе	1	4
25	то же время	5	4
26	потому что они	1	4
27	вместе с тем	4	3
28	и даже не	1	3
29	в отрыве от	1	3
30	можно было бы	3	3
31	с одной стороны	5	3
32	с другой стороны	6	3
33	так же как	1	2
34	то что он	2	2
35	не только их	1	2
36	мы находим в	1	2
37	в применении к	1	2
38	в данном случае	1	2
39	то что не	1	2
40	у нас в	2	2
41	в этом смысле	2	2
42	для того чтобы	3	2
43	и в конце	1	2
44	том что он	4	2
45	в первом случае	1	2
46	в отношении к	1	2
47	в конце концов	4	2
48	и таким образом	2	2
49	можно говорить о	1	2
50	а затем и	2	2
51	хотя бы в	1	2
52	в связи с	3	2
53	то что у	1	2
54	к тому что	3	2
55	но все же	1	2
56	во всяком случае	4	2
57	в этом отношении	3	2
58	что же касается	1	2
59	не мог бы	1	2
60	мы имеем дело	1	2
61	что он не	2	1
62	неизвестно кем и	1	1
63	в самом начале	3	1
64	как и во	1	1
65	независимо от его	1	1
66	и не все	1	1
67	т д все	1	1
68	как будто бы	1	1
69	то одного то	1	1
70	в более подробном	1	1
71	и прежде всего	1	1
72	и во всяком	1	1
73	в той же	2	1
74	но и в	2	1
75	как мы знаем	1	1
76	к одному и	1	1
77	на него если	1	1
78	как это было	1	1
79	в себя самые	1	1
80	едва ли можно	3	1
81	и тому же	1	1
82	имеется в виду	1	1
83	не в состоянии	3	1
84	ясно что это	1	1
85	здесь мы не	1	1
86	в и в	1	1
87	и в самом	1	1
88	зрения в истории	1	1
89	то что в	1	1
90	при всем том	2	1
91	которых идет речь	1	1
92	в коем случае	1	1
93	и во всех	1	1
94	что все это	1	1
95	только в том	1	1
96	и тот же	1	1
97	что и в	2	1
98	что к нему	1	1
99	независимо от того	3	1
100	только в виде	1	1
101	да и в	1	1
102	что у него	3	1
103	но и она	1	1
104	и один из	1	1
105	ничего не известно	1	1
106	та или другая	1	1
107	а вместо него	1	1
108	и в философии	1	1
109	из них в	1	1
110	до сих пор	3	1
111	одной из самых	1	1
112	именно потому что	2	1
113	но и все	1	1
114	и здесь мы	1	1
115	и еще более	1	1
116	смысле этого слова	1	1
117	ни в коем	1	1
118	должен быть не	1	1
119	как раз эта	1	1
120	речь идет о	5	1
121	в двух отношениях	1	1
122	по меньшей мере	2	1
123	говорить о проявлении	1	1
124	только потому что	2	1
125	это было в	1	1
126	одному и тому	1	1
127	о которых идет	1	1
128	все же это	1	1
129	одно из двух	1	1
130	в зависимости от	1	1
131	ни с кем	1	1
132	вопрос о взаимоотношении	1	1
133	в новое время	2	1
134	что из них	1	1
135	на то чтобы	1	1
136	то же самое	2	1
137	одного то другого	1	1
138	да и эта	1	1
139	с тех пор	1	1
140	в сущности и	1	1
141	на первый план	1	1
142	оно все же	1	1
143	в одном случае	1	1
144	том если бы	1	1
145	или хотя бы	1	1
146	по тем же	1	1
