1	в том	16	31
2	и в	97	24
3	культурных ценностей	2	20
4	том что	16	20
5	все эти	4	19
6	то что	16	18
7	не может	49	18
8	может быть	64	17
9	народа в	2	15
10	до сих	5	15
11	сих пор	5	15
12	все же	3	15
13	точки зрения	7	14
14	к культуре	5	14
15	все это	12	13
16	в этом	55	13
17	между тем	3	12
18	самом деле	2	12
19	в своем	23	12
20	с этим	5	12
21	но и	54	11
22	по отношению	4	11
23	отношению к	4	11
24	культуры и	5	11
25	так и	5	10
26	все что	9	10
27	не только	63	10
28	как и	29	10
29	во всех	3	10
30	европейской цивилизации	2	10
31	из себя	2	10
32	культуры в	4	10
33	как бы	19	10
34	потому что	37	9
35	и все	24	9
36	и что	4	9
37	и не	39	9
38	с другом	1	9
39	что в	23	9
40	друг с	1	9
41	того же	2	9
42	на то	6	9
43	не в	34	9
44	так же	10	8
45	в самом	21	8
46	для того	8	8
47	с точки	1	8
48	земного шара	1	8
49	того чтобы	8	8
50	чем у	10	8
51	европейской культуры	3	8
52	если бы	6	8
53	а между	1	8
54	к тому	9	8
55	что и	9	7
56	в этой	15	7
57	того что	17	7
58	по существу	1	7
59	в сознании	1	7
60	о том	8	7
61	для этого	5	7
62	по своей	6	7
63	этот народ	1	7
64	в силу	1	7
65	не менее	2	7
66	на самом	2	7
67	из этого	1	7
68	так как	14	7
69	что он	22	7
70	вместе с	9	7
71	в европе	3	6
72	тогда как	1	6
73	как на	1	6
74	с ним	9	6
75	так что	4	6
76	и на	13	6
77	и при	1	6
78	еще не	5	6
79	должна быть	10	6
80	лишь при	2	6
81	и для	11	6
82	только в	11	6
83	при чем	1	6
84	несмотря на	1	6
85	в то	5	6
86	все они	1	6
87	народов и	1	6
88	в мире	27	6
89	отличается от	5	6
90	с другой	2	6
91	начало и	1	6
92	у них	6	6
93	и если	5	6
94	между двумя	2	5
95	оказывается что	2	5
96	и от	6	5
97	как к	4	5
98	его собственной	4	5
99	но все	1	5
100	и к	11	5
101	в состоянии	3	5
102	так называемого	1	5
103	пор не	1	5
104	и с	8	5
105	другой стороны	1	5
106	как будто	5	5
107	быть и	6	5
108	сравнению с	3	5
109	в его	18	5
110	что все	7	5
111	случае если	1	5
112	не будет	9	5
