N	3gram	Losev_Prob	Stilisti
1	в то же	10	9
2	для того чтобы	4	7
3	в зависимости от	3	7
4	того или иного	5	5
5	с точки зрения	9	5
6	одно и то	4	5
7	и то же	5	5
8	той или иной	16	4
9	то или иное	3	4
10	ту или иную	3	4
11	и той же	1	4
12	одной и той	1	4
13	то же самое	17	4
14	то что мы	3	4
15	но и в	2	3
16	бы мы ни	1	3
17	на самом деле	5	3
18	в конце концов	4	3
19	как мы видели	2	3
20	тех или иных	7	3
21	мы уже видели	1	3
22	не только в	2	3
23	и тем самым	3	3
24	в этом случае	8	3
25	но все же	1	3
26	в той же	1	3
27	должны были бы	1	2
28	само собой разумеется	1	2
29	речи то есть	1	2
30	в самом деле	1	2
31	есть не что	6	2
32	может показаться что	1	2
33	мы можем не	1	2
34	вместе с тем	1	2
35	же самое время	10	2
36	и тем же	1	2
37	не может быть	5	2
38	мы имели в	1	2
39	о том что	8	2
40	можно сказать что	2	2
41	имели в виду	1	2
42	не так как	1	2
43	и как бы	2	2
44	связи с этим	1	2
45	не было бы	3	2
46	но при этом	1	2
47	не что иное	6	2
48	смысле этого слова	1	2
49	мы не знаем	2	2
50	мы убедились что	1	2
51	только потому что	3	2
52	и в то	2	2
53	возникновения и развития	1	2
54	у нас не	2	2
55	равно как и	2	2
56	такие слова как	1	2
57	тех случаях когда	1	2
58	как бы мы	1	2
59	на первый взгляд	3	2
60	в связи с	9	2
61	к тому что	1	2
62	понимать друг друга	1	2
63	что иное как	6	2
64	что же такое	3	2
65	и не только	1	2
66	тот или иной	4	2
67	в тех случаях	1	2
68	мы все же	3	1
69	в глаза и	1	1
70	выходящее за пределы	1	1
71	в том что	17	1
72	в человеческом обществе	1	1
73	но то что	1	1
74	благодаря тому что	1	1
75	собственном смысле слова	1	1
76	в том и	1	1
77	было бы изобразить	1	1
78	в таких словах	1	1
79	друг друга и	1	1
80	несмотря на свою	2	1
81	мы перестаем понимать	1	1
82	для этого необходимо	2	1
83	но возможно также	1	1
84	что мы будем	1	1
85	и перестает быть	1	1
86	в себе все	1	1
87	как и вообще	2	1
88	как и от	1	1
89	того чтобы не	1	1
90	по крайней мере	9	1
91	совсем другое дело	2	1
92	одним из главнейших	1	1
93	ни в какой	1	1
94	отдельными моментами этого	1	1
95	говоря уже об	1	1
96	в собственном смысле	1	1
97	хотя бы и	2	1
98	в себе и	2	1
99	если мы возьмем	4	1
100	как и в	2	1
101	был связан с	1	1
102	тот факт что	1	1
103	речи или даже	1	1
104	явления природы или	1	1
105	на то или	2	1
106	и не было	2	1
107	тем не менее	23	1
108	не связанных между	1	1
109	не является ни	2	1
110	только в том	2	1
111	и тем более	4	1
112	может быть так	1	1
113	в ней как	1	1
114	в литературном произведении	1	1
115	всего мы должны	1	1
116	другими словами в	1	1
117	об этом мы	2	1
118	более или менее	2	1
119	по сравнению с	3	1
120	но и его	1	1
121	связанных между собой	1	1
122	таким образом в	1	1
123	но даже и	7	1
124	как таковой еще	1	1
125	на этот вопрос	1	1
126	необходимо заметить что	1	1
127	мы приходим к	1	1
128	эту точку зрения	1	1
129	так и останется	1	1
130	одного и того	1	1
131	понимать как нечто	1	1
132	не говоря уже	1	1
133	и без его	1	1
134	не является чем-то	1	1
135	и тем что	2	1
136	возможно также и	2	1
137	до сих пор	4	1
138	они находятся в	1	1
139	таких словах как	1	1
140	именно потому что	3	1
141	как это будет	1	1
142	являются не просто	2	1
143	только благодаря тому	1	1
144	и здесь мы	2	1
145	одним и тем	1	1
146	иметь в виду	2	1
147	будет иметь совершенно	1	1
148	прежде всего мы	1	1
149	содержит в себе	13	1
150	уже видели что	1	1
151	при этом мы	1	1
152	тогда когда мы	1	1
153	бросается в глаза	1	1
154	тем же самым	1	1
155	как и всякий	1	1
156	тот момент что	1	1
157	к одной и	1	1
158	отражает действительность но	1	1
159	само по себе	5	1
160	не просто отражает	1	1
161	другое дело если	2	1
162	тому или иному	1	1
163	серп и молот	1	1
164	как мы это	1	1
165	вполне понятно что	1	1
166	мы имеем в	1	1
167	но в этой	1	1
168	даже и в	3	1
169	ничто не мешает	2	1
170	мы совершенно не	1	1
171	но если бы	3	1
172	и никогда не	1	1
173	по себе не	1	1
174	прежде всего с	1	1
175	однако мы все	1	1
176	не существует и	1	1
177	и вообще не	2	1
178	и не нужны	1	1
179	может обойтись без	2	1
180	таковой еще не	1	1
181	но в том	2	1
182	от чего же	1	1
183	не только не	5	1
184	не в самом	1	1
185	это же самое	3	1
186	и развития языка	1	1
187	и того же	1	1
188	не может обойтись	2	1
189	но не нужно	1	1
190	в те времена	1	1
191	и есть не	1	1
192	не менее и	1	1
193	хотя бы только	1	1
194	как раз и	5	1
195	тем что он	1	1
196	мы говорили выше	2	1
197	и все же	1	1
198	от страха и	1	1
199	друг друга но	1	1
200	мы теперь должны	1	1
201	вовсе не является	4	1
202	та или иная	4	1
203	не нуждается в	1	1
204	и в вопросе	1	1
205	в нашем смысле	8	1
206	с другой стороны	11	1
207	тем самым мы	1	1
208	перед нами не	1	1
209	вопрос о том	1	1
210	может быть достаточно	1	1
211	только тогда когда	1	1
212	по самой своей	1	1
213	и нет ничего	1	1
214	наконец не в	1	1
215	просто отражает действительность	1	1
216	случаях когда мы	1	1
217	тех или других	3	1
218	вовсе и не	1	1
219	можно было бы	6	1
220	мы не можем	2	1
221	теми или иными	1	1
222	и не может	1	1
223	и в этом	6	1
224	явлений природы и	1	1
225	если мы будем	1	1
226	отнюдь не является	3	1
227	категорически утверждать что	1	1
