N	3gram	Tiupa_Anal	SlovoVZh
1	по отношению к	9	11
2	не может быть	2	7
3	можно сказать что	2	5
4	в том что	12	4
5	дело в том	3	4
6	как если бы	1	4
7	до сих пор	1	3
8	тем не менее	3	3
9	на самом деле	1	2
10	с этой стороны	1	2
11	в данном случае	11	2
12	в зависимости от	1	2
13	с одной стороны	3	2
14	с другой стороны	7	2
15	до известной степени	3	2
16	с точки зрения	2	2
17	в такой же	1	2
18	со всех сторон	1	1
19	автора героя и	1	1
20	сам по себе	2	1
21	в нашем случае	1	1
22	о том что	7	1
23	включает в себя	2	1
24	на передний план	1	1
25	в противном случае	2	1
26	противном случае она	1	1
27	мы обратимся к	1	1
28	в самом деле	1	1
29	один и тот	1	1
30	герой нашего времени	2	1
31	можно с уверенностью	1	1
32	случае мы имеем	1	1
33	в свою очередь	7	1
34	и тот же	1	1
35	но уже в	1	1
36	а между тем	1	1
37	как это бывает	1	1
38	как и в	6	1
39	в чем мы	1	1
40	можно подумать что	1	1
41	сама по себе	3	1
42	не только его	1	1
43	автору и его	1	1
44	во всяком случае	6	1
45	между тем это	1	1
46	никогда не бывает	1	1
47	имеем дело с	1	1
48	только то что	1	1
49	подобно тому как	3	1
50	в конечном счете	5	1
51	же как и	1	1
52	и в пространстве	1	1
53	внутренней и внешней	2	1
54	в основе своей	2	1
55	этих моментов в	1	1
56	можно было бы	1	1
57	в этом отношении	3	1
58	то же время	7	1
59	далеко не всегда	1	1
60	между тем как	1	1
61	тех или иных	1	1
62	не должно быть	1	1
63	в большинстве своем	1	1
64	и прежде всего	2	1
65	но и в	2	1
66	в них и	1	1
67	в то же	7	1
68	в значительной степени	3	1
69	позицию по отношению	1	1
70	они как бы	1	1
71	мы имеем дело	4	1
72	по крайней мере	5	1
73	обстоит дело и	1	1
74	в то время	1	1
75	в этом смысле	1	1
76	в русской литературе	5	1
77	уже не может	1	1
78	жизни за пределами	1	1
79	ведь и является	1	1
80	и здесь мы	1	1
81	отнюдь не является	1	1
82	к тому же	7	1
