N	2gram	Losev_Dial	Komedia
1	и в	34	77
2	и не	50	47
3	в том	17	44
4	том что	18	42
5	о том	11	33
6	т е	72	33
7	едва ли	2	32
8	но и	14	32
9	может быть	30	30
10	из них	4	29
11	таким образом	14	29
12	в то	9	28
13	и его	8	28
14	в этом	14	27
15	потому что	21	27
16	что он	18	26
17	к тому	4	26
18	тому же	2	25
19	не только	35	25
20	вместе с	3	25
21	так как	12	24
22	как и	14	23
23	ни в	20	23
24	что в	12	23
25	в самом	9	22
26	что и	8	22
27	если бы	10	22
28	то же	9	21
29	ясно что	16	21
30	в конце	2	21
31	так и	11	21
32	а в	3	21
33	в его	6	20
34	к этому	3	19
35	во время	1	19
36	со стороны	5	19
37	в этой	3	18
38	тем что	5	17
39	же время	5	17
40	в нем	7	17
41	и здесь	3	17
42	и т	41	17
43	еще не	7	17
44	при этом	7	16
45	все же	4	16
46	не менее	11	16
47	у него	2	16
48	сих пор	1	16
49	он не	8	16
50	и сам	1	16
51	до сих	1	16
52	тот же	1	16
53	не в	11	15
54	в своем	7	15
55	точки зрения	43	15
56	его в	2	15
57	в которой	1	15
58	на себя	3	15
59	и на	6	15
60	было бы	13	15
61	прежде всего	20	15
62	и с	10	14
63	к нему	4	14
64	iii в	1	14
65	все это	13	14
66	ли не	1	14
67	об этом	8	14
68	только что	7	13
69	самом деле	7	13
70	о чем	2	13
71	в них	6	13
72	в одном	3	13
73	что она	13	13
74	как раз	11	13
75	мы можем	3	13
76	так что	11	13
77	то что	25	13
78	того чтобы	1	13
79	но в	3	13
80	в котором	2	12
81	для того	4	12
82	так же	7	12
83	с другой	5	12
84	несмотря на	2	12
85	хотя и	9	12
86	в качестве	1	12
87	как это	8	12
88	т п	1	12
89	из которых	4	12
90	как в	2	12
91	в истории	7	12
92	нового времени	2	12
93	не может	29	12
94	но не	3	12
95	и даже	21	11
96	с тем	4	11
97	наряду с	1	11
98	что его	5	11
99	с ним	3	11
100	то время	6	11
101	речь идет	1	11
102	как мы	4	11
103	на этот	1	11
104	и для	5	11
105	в их	2	11
106	в частности	3	11
107	к ней	1	11
108	с этим	4	10
109	сразу же	2	10
110	он был	1	10
111	на него	1	10
112	тут же	3	10
113	с одной	4	10
114	к себе	1	10
115	в чем	11	10
116	как бы	19	10
117	и что	21	10
118	в отношении	1	10
119	и все	17	10
120	на основании	3	10
121	одной из	3	10
122	с его	7	10
123	ничего не	29	10
124	мы не	11	10
125	на его	1	10
126	тем более	5	10
127	отношение к	1	10
128	же в	2	10
129	все что	3	9
130	но все	1	9
131	в своей	4	9
132	больше чем	2	9
133	одной стороны	3	9
134	говорить о	13	9
135	и еще	1	9
136	тому что	5	9
137	время как	6	9
138	только в	10	9
139	друг друга	3	9
140	даже не	8	9
141	и по	2	9
142	независимо от	3	9
143	в образе	1	9
144	однако в	1	9
145	того как	2	9
146	вовсе не	18	9
147	отличие от	2	9
148	в ней	4	9
149	с этой	7	8
150	другой стороны	4	8
151	что ни	1	8
152	г в	1	8
153	то это	9	8
154	что у	2	8
155	не было	6	8
156	не знает	4	8
157	бы в	5	8
158	во всех	2	8
159	то ни	4	8
160	что для	5	8
161	если не	3	8
162	в которых	1	8
163	да и	4	8
164	в течение	4	8
165	тех пор	3	8
166	связи с	3	8
167	возможно что	1	8
168	по своему	2	8
169	с самого	1	8
170	как он	4	8
171	при всем	5	8
172	идет о	1	8
173	и ее	8	8
174	место в	2	8
175	и к	5	7
176	в результате	7	7
177	в этих	3	7
178	равно как	2	7
179	во всяком	5	7
180	вопрос о	9	7
181	хотя бы	9	7
182	самого начала	1	7
183	по которым	1	7
184	бы то	3	7
185	что они	2	7
186	ни было	1	7
187	в связи	3	7
188	и это	12	7
189	в других	1	7
190	так или	2	7
191	в себе	8	7
192	и у	3	7
193	это время	1	7
194	не имеет	18	7
195	не является	1	7
196	из этих	5	7
197	и поэтому	1	7
198	мы знаем	3	7
199	целый ряд	3	7
200	и во	3	7
201	но если	11	7
202	всяком случае	3	7
203	и вот	13	7
204	для нас	2	7
205	или иначе	2	7
206	само собой	1	7
207	отнюдь не	16	7
208	тех же	2	7
209	и о	9	7
210	конце концов	1	7
211	говоря уже	6	6
212	даже в	1	6
213	его от	2	6
214	в виду	12	6
215	то ли	1	6
216	в своих	3	6
217	в наиболее	1	6
218	уже о	7	6
219	не мог	3	6
220	не зная	2	6
221	и он	3	6
222	с точки	25	6
223	за то	1	6
224	что не	8	6
225	о которых	1	6
226	на этом	3	6
227	не дает	1	6
228	и тем	3	6
229	не приходится	2	6
230	могут быть	5	6
231	в силу	5	6
232	всего в	2	6
233	с и	1	6
234	в сущности	10	6
235	в другой	2	6
236	лет тому	1	6
237	никто не	4	6
238	в древней	2	6
239	а не	39	6
240	в отличие	1	6
241	нет и	5	6
242	тем не	10	6
243	на вопрос	1	6
244	в т	1	6
245	у тебя	1	6
246	так в	2	6
247	здесь в	1	6
248	когда же	2	6
249	или в	4	6
250	что к	1	6
251	и как	13	6
252	на то	5	6
253	это было	5	6
254	не говоря	6	6
255	до тех	1	6
256	когда он	3	6
257	как будто	3	6
258	надо было	4	6
259	для всех	1	5
260	в первом	2	5
261	из двух	4	5
262	за ним	1	5
263	именно в	5	5
264	его на	3	5
265	в это	4	5
266	со своей	1	5
267	из своего	1	5
268	к ним	1	5
269	сказать что	7	5
270	все время	4	5
271	от них	1	5
272	себя в	3	5
273	ни малейшего	1	5
274	никогда не	9	5
275	представить себе	1	5
276	и мы	6	5
277	в ее	5	5
278	после этого	2	5
279	чем в	2	5
280	но он	3	5
281	в мире	2	5
282	одном из	1	5
283	что их	2	5
284	т д	38	5
285	не могла	1	5
286	друг другу	1	5
287	даже если	3	5
288	и от	4	5
289	от нее	3	5
290	не так	1	5
291	представление о	3	5
292	известно что	4	5
293	что это	20	5
