N	2gram	Tiupa_Narr	Hudozhes
1	в качестве	27	31
2	то есть	15	26
3	в мире	8	24
4	и в	22	23
5	не только	50	20
6	состоит в	19	20
7	в том	20	20
8	при этом	31	19
9	от лат	1	19
10	может быть	24	19
11	в частности	23	18
12	и не	34	16
13	тогда как	23	15
14	но и	39	14
15	внутренней речи	3	14
16	литературного произведения	1	13
17	а не	27	13
18	в рамках	6	13
19	но не	7	13
20	а в	19	13
21	я в	7	13
22	в тексте	17	13
23	в себе	14	13
24	в этом	23	12
25	то же	12	12
26	такого рода	17	12
27	так и	12	12
28	и его	12	12
29	сводится к	10	11
30	представляет собой	21	11
31	как бы	11	11
32	точки зрения	8	11
33	в его	12	11
34	по отношению	5	10
35	но в	10	10
36	отношению к	5	10
37	своего рода	17	9
38	в душе	3	9
39	или иной	6	9
40	том что	15	9
41	с другой	6	9
42	присутствия в	3	9
43	художественного письма	4	9
44	коммуникативного события	9	9
45	не сводится	8	9
46	в искусстве	1	9
47	не в	12	9
48	не может	16	9
49	в принципе	6	8
50	знаковой системы	1	8
51	себя в	4	8
52	в области	4	8
53	в то	9	8
54	что в	6	7
55	в самом	8	7
56	только в	23	7
57	в своей	8	7
58	в основе	1	7
59	и т.п	11	7
60	же время	7	7
61	в отличие	6	7
62	внутреннего зрения	2	7
63	отличие от	6	7
64	не столько	2	7
65	как это	7	7
66	по своей	3	7
67	лишь в	3	7
68	отношение к	2	7
69	другой стороны	2	6
70	в состав	5	6
71	более или	2	6
72	приводит к	2	6
73	уже не	11	6
74	можно сказать	11	6
75	с ее	3	6
76	с его	6	6
77	присутствия я	2	6
78	мы имеем	6	6
79	в ее	4	6
80	а также	11	6
81	или менее	2	6
82	всего лишь	8	6
83	по сути	3	6
84	в нем	9	6
85	кто говорит	2	5
86	хх века	1	5
87	ни в	1	5
88	в виду	2	5
89	не на	1	5
90	мыслится как	2	5
91	не предполагает	1	5
92	конечном счете	4	5
93	что он	7	5
94	не менее	6	5
95	искусство слова	1	5
96	не является	7	5
97	того чтобы	7	5
98	для того	4	5
99	со стороны	14	5
100	иначе говоря	14	5
101	как к	3	5
102	для него	8	5
103	того что	7	5
104	прежде всего	7	5
105	с другими	1	5
106	в их	1	5
107	а на	2	5
108	в конечном	6	5
109	или иначе	2	5
110	между ними	3	5
111	той или	7	5
112	героя и	4	5
113	самим собой	3	5
114	высказывания в	3	5
115	тем самым	9	5
116	то что	14	5
117	в ходе	4	5
118	могут быть	1	5
119	место в	3	5
120	слова как	1	5
121	во втором	6	4
122	для себя	3	4
123	без исключения	1	4
124	относительно его	1	4
125	так или	1	4
126	по пути	1	4
127	не следует	3	4
128	например в	2	4
129	значении этого	1	4
130	отношения к	1	4
131	в слове	4	4
132	для читателя	1	4
133	воспринимающего сознания	1	4
134	еще не	6	4
135	с позиций	1	4
136	в данном	17	4
137	входит в	2	4
138	в другом	5	4
139	сознания в	3	4
140	и т.д	7	4
141	сказать что	5	4
142	жизни как	2	4
143	к которому	1	4
144	в своем	7	4
145	к тому	13	4
146	во времени	9	4
147	или иным	2	4
148	и то	3	4
149	аналогичным образом	1	4
150	это не	6	4
151	в отношении	1	4
152	его в	1	4
153	не знает	2	4
154	и как	4	4
155	в этих	3	4
156	так в	4	4
157	в себя	3	4
158	а только	1	4
159	того или	3	4
160	личности в	2	4
161	между тем	5	4
162	внутренней заданности	2	4
163	речи и	1	4
164	он не	8	4
165	и тем	9	4
166	и что	1	4
167	в форме	7	4
168	далеко не	6	4
169	художественный текст	1	4
170	со своей	3	4
171	и о	4	4
172	однако в	4	4
173	силу своей	1	4
174	в силу	5	4
175	или иного	3	4
176	хотя и	8	4
177	в той	4	3
178	текста в	4	3
179	и к	7	3
180	и составляет	2	3
181	человеческой жизни	3	3
182	и на	5	3
183	в момент	1	3
184	с этой	3	3
185	искусства это	1	3
186	даже в	1	3
187	была бы	1	3
188	говорит и	1	3
189	о чем	6	3
190	подобно тому	4	3
191	однако при	1	3
192	я героя	1	3
193	если бы	9	3
194	и сам	4	3
195	есть в	1	3
196	а именно	2	3
197	одно слово	1	3
198	в романе	3	3
199	в жизни	9	3
200	сути дела	2	3
201	это позиция	1	3
202	имеет место	4	3
203	как и	15	3
204	к его	5	3
205	их в	4	3
206	и адресата	2	3
207	никто не	1	3
208	тем не	7	3
209	художественное произведение	1	3
210	следует подчеркнуть	3	3
211	и того	5	3
212	для автора	2	3
213	и состоит	6	3
214	художественного целого	2	3
215	сводятся к	4	3
216	в роли	2	3
217	в противоположность	1	3
218	к нему	5	3
219	потому что	7	3
220	одной стороны	5	3
221	отношении к	1	3
222	в одном	5	3
223	не обязательно	3	3
224	всех без	1	3
225	известной степени	1	3
226	мог бы	1	3
227	как правило	8	3
228	за пределами	3	3
229	кадров внутреннего	1	3
230	от себя	1	3
231	и внешней	1	3
232	в структуре	1	3
233	из этих	6	3
234	текста как	2	3
235	и для	4	3
236	в системе	1	3
237	человеческого я	6	3
238	таким образом	5	3
239	на языке	1	3
240	по преимуществу	1	3
241	произведения как	1	3
242	с одной	5	3
243	том числе	1	3
244	в произведении	2	3
245	в художественной	1	3
246	с точки	2	3
247	композиционных форм	1	3
248	как раз	9	3
249	сути своей	1	3
250	несет в	1	3
251	смешивать с	1	3
252	читателя в	4	3
253	и притом	3	3
254	связи с	3	3
255	но он	2	3
256	в таком	4	3
257	в контексте	1	3
258	как говорит	1	3
259	в связи	3	3
260	или даже	3	3
261	по своему	3	3
262	текст и	1	3
263	во всех	2	3
264	в русской	3	3
265	картины мира	3	3
266	м.м бахтина	1	3
267	следует смешивать	1	3
268	тому как	4	3
269	в акте	1	3
270	субъекта и	2	3
271	в рассказе	10	3
272	принадлежит к	1	3
273	в свою	4	3
274	с языком	2	3
275	в которой	2	3
276	не будет	2	3
277	одно и	2	3
278	автора и	2	3
279	говоря о	2	3
280	в пределах	2	3
281	этом смысле	1	3
282	того же	2	3
283	перед лицом	1	3
284	что можно	1	3
285	одного сознания	2	3
286	одного и	2	3
287	слова в	4	3
288	являет собой	5	3
289	в точке	2	3
290	чем и	2	3
291	не случайно	2	3
292	в культуре	3	3
293	в целом	5	3
294	и ее	3	3
295	поскольку не	2	2
296	ведет к	3	2
297	более не	3	2
298	один из	8	2
299	речевой деятельности	2	2
300	по бахтину	1	2
301	легкой руки	1	2
302	русской литературе	1	2
303	рассказ о	1	2
304	от имени	1	2
305	жизни а	4	2
306	и читателем	1	2
307	воображенного мира	1	2
308	о жизни	2	2
309	в финале	3	2
310	с ним	6	2
311	строго говоря	2	2
312	создает эффект	3	2
313	из которых	1	2
314	не как	1	2
315	в году	2	2
316	одно из	2	2
317	знаков в	1	2
318	усматривая в	1	2
319	по себе	4	2
320	оно не	4	2
321	как знаками	1	2
322	этой точки	1	2
323	способ существования	1	2
324	самом деле	4	2
325	на мир	1	2
326	все эти	3	2
327	имеет дело	1	2
328	именно в	5	2
329	по мысли	8	2
330	читательского восприятия	1	2
331	значения и	2	2
332	читателем в	1	2
333	значительной степени	1	2
334	и соответственно	1	2
335	с ними	5	2
336	в молчание	2	2
337	в творческом	1	2
338	как в	9	2
339	роль в	4	2
340	к бытию	1	2
341	говоря и	2	2
342	бы не	1	2
343	жизни в	7	2
344	отличается от	1	2
345	вследствие этого	1	2
346	в итоге	4	2
347	ни для	1	2
348	в известном	4	2
349	всей своей	1	2
350	которая не	3	2
351	в каком	1	2
352	жизни на	1	2
353	к другому	2	2
354	своей жизни	2	2
355	о том	5	2
356	в аспекте	3	2
357	не входит	1	2
358	при всей	5	2
359	свою очередь	2	2
