N	2gram	Potebnia_M	Problemy
1	и в	48	106
2	и не	28	90
3	как бы	10	70
4	может быть	46	66
5	в его	6	56
6	в этом	19	52
7	в нем	16	51
8	не может	18	49
9	как и	22	44
10	что он	8	44
11	точки зрения	4	40
12	но и	30	40
13	для него	14	39
14	и его	4	39
15	а не	22	38
16	то же	35	36
17	не только	32	36
18	в пределах	1	35
19	то что	37	33
20	но в	8	33
21	прежде всего	6	32
22	он не	4	29
23	в то	16	29
24	все это	4	29
25	и все	5	28
26	в одном	4	27
27	не в	24	27
28	к другому	3	27
29	же время	8	26
30	в самом	11	25
31	и с	4	25
32	к нему	7	25
33	с точки	3	25
34	в сущности	3	25
35	и т	12	25
36	с самим	1	24
37	не как	3	24
38	вовсе не	13	24
39	самом деле	5	24
40	рядом с	2	23
41	и на	5	23
42	слова и	8	23
43	по себе	26	22
44	в каждом	6	22
45	что я	5	22
46	таким образом	24	22
47	там где	6	21
48	как мы	8	21
49	все же	3	20
50	никогда не	2	20
51	только в	29	20
52	потому что	82	20
53	что же	3	19
54	что в	30	19
55	с его	1	19
56	отношению к	10	19
57	слова в	7	19
58	уже не	11	18
59	по отношению	12	18
60	т п	7	18
61	в себе	26	18
62	еще не	9	18
63	о нем	1	18
64	на самом	4	18
65	но не	8	18
66	все эти	1	18
67	и к	5	17
68	себе самом	1	17
69	с ним	10	17
70	а в	14	17
71	в том	47	17
72	это не	2	17
73	так и	17	17
74	человека из	1	17
75	так же	6	16
76	если бы	20	16
77	в своей	2	16
78	этом смысле	2	16
79	у него	3	15
80	и наконец	3	15
81	и сам	1	14
82	в своем	6	14
83	а как	2	14
84	так как	20	14
85	я не	1	14
86	с другим	2	14
87	лишь в	2	14
88	но все	2	13
89	на него	3	13
90	с другими	9	13
91	его в	6	13
92	большинстве случаев	2	13
93	в мире	3	13
94	и это	6	13
95	себя и	4	13
96	перед нами	3	13
97	в большинстве	2	13
98	в целом	5	13
99	при этом	6	12
100	даже в	3	12
101	отношении к	3	12
102	и как	8	12
103	и даже	3	12
104	и слово	6	12
105	к тому	9	12
106	во всяком	4	12
107	в котором	7	12
108	что и	16	12
109	не знает	4	12
110	так сказать	6	12
111	себе и	1	12
112	так что	14	12
113	и что	13	12
114	за пределы	2	12
115	было бы	16	12
116	между тем	19	12
117	как в	17	12
118	том что	28	12
119	у меня	2	12
120	но это	9	12
121	ничего не	1	12
122	слово в	6	12
123	в одной	1	12
124	последнее слово	1	12
125	тем что	13	11
126	их в	3	11
127	входит в	3	11
128	с другой	8	11
129	он сам	2	11
130	должно быть	9	11
131	это слово	6	11
132	слово и	4	11
133	бы в	3	11
134	мы уже	5	11
135	в форме	2	11
136	не могут	7	11
137	бы и	4	11
138	сливается с	2	11
139	слово с	4	11
140	этого слова	14	11
141	сознания и	2	11
142	она не	4	11
143	или как	1	11
144	как будто	1	11
145	слово не	6	10
146	в произведении	4	10
147	что не	12	10
148	сих пор	4	10
149	я сам	1	10
150	до сих	4	10
151	для себя	3	10
152	с собою	1	10
153	в слове	41	10
154	идеи в	2	10
155	той же	6	10
156	в самой	1	10
157	к одному	7	10
158	слова с	4	10
159	далеко не	5	10
160	лишь как	1	10
161	отношение к	2	10
162	в той	2	9
163	другой стороны	4	9
164	в них	9	9
165	хотя бы	3	9
166	друг с	1	9
167	что у	4	9
168	хотя и	3	9
169	но он	3	9
170	с самого	1	9
171	точек зрения	1	9
172	из одного	3	9
173	могут быть	6	9
174	всяком случае	3	9
175	ни в	2	9
176	в единстве	2	9
177	да и	2	9
178	или в	4	9
179	раз и	1	9
180	и потому	9	9
181	человека в	2	9
182	же и	3	8
183	в результате	1	8
184	и до	2	8
185	о том	7	8
186	из них	11	8
187	и он	1	8
188	несмотря на	2	8
189	ни было	2	8
190	но как	2	8
191	одним из	3	8
192	здесь не	1	8
193	и от	5	8
194	мы должны	6	8
195	нам кажется	7	8
196	должна быть	2	8
197	был бы	2	8
198	что это	6	8
199	никак не	3	8
200	в человеке	4	8
201	не на	1	8
202	с ними	6	8
203	сознание и	5	8
204	из его	1	8
205	он есть	1	8
206	уже в	10	8
207	того что	24	8
208	это и	2	8
209	с их	1	8
210	с другом	1	8
211	и о	6	8
212	бы он	1	8
213	от него	2	7
214	тем как	4	7
215	мысли и	8	7
216	в виду	1	7
217	на мир	2	7
218	в жизни	1	7
219	к самому	2	7
220	отличается от	1	7
221	и со	1	7
222	вопрос о	2	7
223	в себя	1	7
224	из своего	1	7
225	только на	4	7
226	сказать что	8	7
227	что все	5	7
228	что она	4	7
229	от себя	1	7
230	что они	2	7
231	все его	2	7
232	не было	12	7
233	как его	1	7
234	между ними	4	7
235	в этих	2	7
236	и следовательно	3	7
