N	2gram	Bakhtin_Fr	EvropaiC
1	таким образом	5	34
2	в том	17	31
3	и в	105	24
4	том что	9	20
5	все эти	15	19
6	то что	7	18
7	не может	9	18
8	может быть	11	17
9	до сих	7	15
10	народа в	1	15
11	все же	10	15
12	сих пор	7	15
13	точки зрения	10	14
14	в этом	22	13
15	все это	16	13
16	самом деле	3	12
17	с этим	1	12
18	между тем	5	12
19	в своем	11	12
20	по отношению	2	11
21	но и	20	11
22	культуры и	11	11
23	отношению к	2	11
24	все что	2	10
25	мы знаем	1	10
26	не только	24	10
27	так и	16	10
28	как и	15	10
29	культуры в	4	10
30	во всех	13	10
31	как бы	33	10
32	что в	4	9
33	при этом	10	9
34	в результате	1	9
35	не в	4	9
36	и все	7	9
37	и не	34	9
38	с другом	2	9
39	потому что	6	9
40	на то	2	9
41	друг с	2	9
42	того же	1	9
43	в самом	7	8
44	у народа	1	8
45	с точки	6	8
46	европейской культуры	3	8
47	касается до	2	8
48	ясно что	1	8
49	к тому	3	8
50	мы говорили	1	8
51	для того	2	8
52	если бы	1	8
53	того чтобы	3	8
54	а между	1	8
55	так же	2	8
56	знаем что	1	8
57	а и	2	8
58	из этих	7	8
59	так как	11	7
60	что при	1	7
61	того что	3	7
62	приобщение к	2	7
63	что и	2	7
64	на самом	6	7
65	что он	5	7
66	не менее	2	7
67	о которых	2	7
68	о том	5	7
69	вместе с	1	7
70	по своей	3	7
71	в этой	11	7
72	развития культуры	1	7
73	в силу	1	7
74	по существу	2	7
75	для этого	1	7
76	мы можем	2	6
77	и на	25	6
78	несмотря на	5	6
79	с ним	6	6
80	что с	1	6
81	только в	16	6
82	тому же	1	6
83	от друга	1	6
84	в мире	1	6
85	отличается от	1	6
86	друг от	1	6
87	говорили выше	1	6
88	еще не	8	6
89	все они	1	6
90	и если	1	6
91	должна быть	1	6
92	так что	1	6
93	и при	1	6
94	что касается	3	6
95	как на	4	6
96	в общем	4	6
97	начало и	3	6
98	с другой	3	6
99	в то	5	6
100	и для	3	6
101	и к	7	5
102	как к	3	5
103	а потому	1	5
104	в состоянии	3	5
105	в его	24	5
106	из всех	3	5
107	многие из	2	5
108	другой стороны	1	5
109	у него	2	5
110	его в	7	5
111	в которой	1	5
112	но все	5	5
113	и с	8	5
114	именно в	6	5
115	и без	4	5
116	по своему	9	5
117	ступени развития	1	5
118	на все	5	5
119	по сравнению	2	5
120	сравнению с	2	5
121	между двумя	1	5
122	и их	3	5
123	далеко не	6	5
124	его собственной	1	5
125	лишь в	4	5
126	так называемого	1	5
127	в себе	7	5
128	и от	3	5
129	что все	1	5
130	к этому	2	5
131	в целом	3	5
132	из них	7	5
133	но в	16	5
134	та же	2	4
135	которых мы	1	4
136	своем развитии	1	4
137	этом случае	1	4
138	хотя и	4	4
139	совершенно не	5	4
140	из которых	2	4
141	это есть	1	4
142	в их	6	4
143	в виде	1	4
144	связи с	5	4
145	одним из	4	4
146	в конце	3	4
147	в таком	2	4
148	с тем	1	4
149	этой культуры	6	4
150	состоит из	1	4
151	не есть	1	4
152	в народе	1	4
153	не могут	4	4
154	и у	7	4
155	как сказано	1	4
156	выше и	1	4
157	что мы	2	4
158	культуре и	2	4
159	мы уже	18	4
160	в течение	3	4
161	хотя бы	2	4
162	в дальнейшем	10	4
163	в такой	1	4
164	мы должны	2	4
165	народ в	1	4
166	целый ряд	2	4
167	и т.д	2	4
168	отношение к	9	4
169	что для	3	4
170	и культуры	1	4
171	что как	1	4
172	без того	1	4
173	и конец	2	4
174	ибо в	1	4
175	в области	10	4
176	он не	3	4
177	конце концов	1	4
178	всех этих	10	4
179	мы сказали	2	4
180	в одну	1	4
181	то же	6	4
182	никогда не	11	4
183	ближе к	1	3
184	во всем	5	3
185	от него	2	3
186	народ не	1	3
187	и по	3	3
188	которые не	1	3
189	в начале	4	3
190	с одной	2	3
191	культуры а	1	3
192	еще больше	1	3
193	даже в	6	3
194	освободиться от	2	3
195	в нашем	3	3
196	в разных	2	3
197	для нас	5	3
198	прежде всего	26	3
199	у нас	1	3
200	одно из	7	3
201	целом ряде	2	3
202	в этих	6	3
203	различия между	2	3
204	ко всем	1	3
205	что по	2	3
206	в нем	16	3
207	сомнению что	2	3
208	представление о	2	3
209	очень много	1	3
210	в жизни	7	3
211	в связи	2	3
212	не подлежит	3	3
213	случаях когда	1	3
214	на земле	3	3
215	настоящее время	1	3
216	в истории	5	3
217	и это	3	3
218	и вообще	5	3
219	жизнь и	3	3
220	и потому	14	3
221	на этой	5	3
222	и других	6	3
223	развиваться в	1	3
224	отличие от	5	3
225	но даже	2	3
226	в ней	7	3
227	сказали что	1	3
228	и может	1	3
229	с этой	1	3
230	лучше и	1	3
231	это не	4	3
232	в тех	5	3
233	тем самым	1	3
234	и до	6	3
235	конечно не	2	3
236	не вполне	3	3
237	в совершенно	2	3
238	от того	2	3
239	а в	4	3
240	как известно	2	3
241	было бы	4	3
242	как мы	12	3
243	они должны	1	3
244	что только	2	3
245	этой истории	1	3
246	мы будем	4	3
247	образом в	3	3
248	но не	7	3
249	в эти	1	3
250	таким же	1	3
251	бы в	2	3
252	в настоящее	1	3
253	тот же	4	3
254	и наконец	2	3
255	одной и	1	2
256	с которыми	1	2
257	что за	1	2
258	и весь	1	2
259	что они	2	2
260	только не	1	2
261	образом и	1	2
262	либо как	2	2
263	но на	3	2
264	все его	1	2
265	мы и	4	2
266	что эти	1	2
267	многих других	1	2
268	смотреть на	1	2
269	них в	1	2
270	то есть	71	2
271	этот процесс	5	2
272	он тоже	1	2
273	в свет	3	2
274	можно встретить	1	2
275	для себя	1	2
276	для него	12	2
277	а это	1	2
278	те же	1	2
279	которые по	1	2
280	на таких	1	2
281	а затем	4	2
282	то и	1	2
283	в общей	1	2
284	к таким	1	2
285	но как	3	2
286	борьбы с	1	2
287	в виду	5	2
288	сводится к	1	2
289	исторического развития	2	2
290	но с	2	2
291	в своих	8	2
292	не было	3	2
293	не потому	1	2
294	все то	1	2
295	особенности которые	1	2
296	не знает	6	2
297	что элементы	1	2
298	и сам	2	2
299	и где	1	2
300	вопросов на	1	2
301	вовсе не	25	2
302	такой же	1	2
303	но для	3	2
304	этом что	2	2
305	в один	1	2
306	и начало	3	2
307	жизни и	14	2
308	в процессе	2	2
309	имеет место	2	2
310	я не	1	2
311	между ними	4	2
312	всех тех	1	2
313	как не	1	2
314	с ними	2	2
315	их в	3	2
316	есть в	6	2
317	между прочим	2	2
318	и так	2	2
319	при таком	2	2
320	в которых	1	2
321	никто не	1	2
322	есть только	3	2
323	однако это	1	2
324	следовательно и	1	2
325	можно ли	1	2
326	они не	1	2
327	себя и	2	2
328	и считают	1	2
329	со своей	1	2
330	медленно и	1	2
331	почти все	3	2
332	в себя	9	2
333	ни для	1	2
334	нет в	1	2
335	должен быть	1	2
336	в эту	6	2
337	по его	3	2
338	вопросе о	1	2
339	в них	13	2
340	и народов	1	2
341	вступают в	2	2
342	этих двух	2	2
343	в индивидуальном	1	2
344	во всяком	2	2
345	ко всему	2	2
346	этого явления	1	2
347	в основе	8	2
348	и более	4	2
349	в котором	1	2
350	и только	1	2
351	на этом	2	2
352	совершенно иной	2	2
353	время от	1	2
354	этого последнего	1	2
355	она не	2	2
356	другими словами	2	2
357	всяком случае	2	2
358	к нему	5	2
359	именно потому	1	2
360	одной стороны	2	2
361	также и	3	2
362	одну из	2	2
363	культура в	2	2
364	в другом	2	2
365	не более	1	2
366	и уже	1	2
367	только один	1	2
368	говорить о	1	2
369	всех других	2	2
370	тех же	3	2
371	для всякого	1	2
372	которую он	1	2
373	конечно в	2	2
374	из него	1	2
375	развития все	1	2
376	только то	1	2
377	этот вопрос	2	2
378	же время	5	2
379	от своей	1	2
380	сил и	1	2
381	из одного	1	2
382	в вопросе	1	2
383	всю их	1	2
384	широком смысле	1	2
385	к ним	1	2
386	между людьми	5	2
387	культуры но	4	2
388	на путь	1	2
389	это конечно	1	2
390	культуры все	2	2
