N	4gram	Losev_Prob	formyVre
1	одного и того же	1	9
2	и в то же	2	8
3	с одной стороны и	1	5
4	в том числе и	1	5
5	мы имеем в виду	1	5
6	одно и то же	3	5
7	в то время как	6	4
8	в связи с этим	1	4
9	в той или иной	7	3
10	ни в чем не	2	3
11	можно прямо сказать что	1	3
12	так же как и	3	3
13	и в этом случае	3	2
14	все более и более	1	2
15	дело в том что	3	2
16	не может быть и	1	2
17	бы она ни была	2	2
18	может быть и речи	1	2
19	друг от друга и	1	2
20	в узком смысле слова	1	2
21	ни с чем не	1	2
22	здесь как и в	1	2
23	само собой разумеется что	1	2
24	с этой точки зрения	1	1
25	что до сих пор	1	1
26	значение до сих пор	1	1
27	и того же типа	1	1
28	что они вовсе не	1	1
29	узком смысле слова и	1	1
30	то же самое мы	1	1
31	для того чтобы не	1	1
32	здесь не только в	1	1
33	то есть не в	1	1
34	и как бы ни	1	1
35	не выходит за пределы	1	1
36	вовсе не являются только	2	1
37	не имеем в виду	1	1
38	мы вовсе не имеем	1	1
39	одной и той же	1	1
40	в тех случаях когда	1	1
41	и в других областях	1	1
42	в том что они	1	1
43	когда мы говорим о	1	1
44	то время как другие	1	1
45	в связи с тем	1	1
46	только в том что	1	1
47	нечего и говорить о	2	1
48	мы до сих пор	1	1
49	времени и пространстве но	1	1
50	в данном случае мы	1	1
51	в этом случае он	1	1
52	далеко выходящих за пределы	1	1
53	в том что он	1	1
54	но это и не	1	1
55	вовсе не имеем в	1	1
56	в заключение мы должны	1	1
57	не связанных между собой	1	1
58	и с точки зрения	2	1
59	выступает на первый план	1	1
60	в буквальном смысле слова	2	1
