N	2gram	Propp_Isto	formyVre
1	и в	41	148
2	в этом	19	73
3	то есть	1	70
4	в нем	12	51
5	прежде всего	6	46
6	и т	29	40
7	и не	12	37
8	в его	4	36
9	и его	11	36
10	вовсе не	6	35
11	но и	20	33
12	то же	12	32
13	т п	1	32
14	не только	30	32
15	в литературе	2	32
16	но в	7	31
17	жизни и	3	31
18	в греческом	2	29
19	так и	8	29
20	может быть	19	27
21	не в	12	26
22	как мы	6	26
23	как и	8	25
24	как бы	8	25
25	точки зрения	4	24
26	мы уже	10	24
27	только в	10	23
28	в то	6	23
29	человека в	1	23
30	в том	14	22
31	то что	12	22
32	связи с	3	21
33	во всех	8	21
34	все эти	8	21
35	в своем	3	19
36	и др	4	19
37	и на	12	19
38	в основном	2	19
39	таким образом	15	18
40	у него	16	18
41	и все	6	18
42	еще не	13	18
43	по существу	5	18
44	при этом	7	17
45	те же	2	17
46	с этим	3	17
47	в особенности	2	17
48	так как	21	17
49	все же	14	16
50	в условиях	1	16
51	в связи	3	16
52	того же	3	16
53	в основе	2	16
54	и во	1	16
55	и их	1	16
56	не может	19	16
57	в разных	1	15
58	в одном	2	15
59	в них	4	15
60	в дальнейшем	3	15
61	никогда не	16	15
62	с точки	1	15
63	с его	4	15
64	вместе с	17	15
65	и как	3	14
66	и с	4	14
67	так же	6	14
68	в конце	4	14
69	всех этих	6	14
70	а не	9	14
71	все это	9	14
72	в самом	2	13
73	в котором	3	13
74	для того	2	13
75	друг с	1	13
76	во время	7	13
77	с ним	9	13
78	как в	17	13
79	здесь в	1	13
80	в их	4	13
81	с другом	1	13
82	в частности	3	13
83	того чтобы	1	13
84	а в	12	13
85	же в	1	13
86	и до	2	12
87	конечно не	2	12
88	не было	3	12
89	и питье	1	12
90	он не	8	12
91	что в	21	12
92	с природой	1	12
93	потому что	13	12
94	ничего не	7	12
95	но не	8	12
96	и наконец	6	12
97	из них	2	11
98	хотя и	3	11
99	его в	7	11
100	между ними	1	11
101	и у	3	11
102	ни в	4	11
103	в образе	4	11
104	смерть и	1	11
105	уже в	4	11
106	мира и	2	11
107	смерти в	2	11
108	в ней	4	11
109	и другие	10	10
110	кроме того	6	10
111	уже не	8	10
112	входит в	1	10
113	в ее	3	10
114	сих пор	5	10
115	до сих	4	10
116	уже говорили	1	10
117	со смертью	1	10
118	на основе	1	10
119	в ряд	3	10
120	здесь не	4	10
121	тот же	2	10
122	этом мире	1	10
123	в большинстве	1	10
124	и даже	3	9
125	но все	5	9
126	их в	3	9
127	на этой	1	9
128	с другой	20	9
129	наряду с	2	9
130	всего в	1	9
131	на протяжении	1	9
132	здесь нет	4	9
133	должно быть	1	9
134	к себе	4	9
135	и это	9	9
136	в других	6	9
137	могут быть	3	9
138	та же	5	9
139	отношения к	2	9
140	оно не	2	9
141	том что	18	9
142	в самой	1	9
143	есть в	1	9
144	жизнь и	1	9
145	и других	2	9
146	и к	1	8
147	в результате	1	8
148	в этих	16	8
149	время как	4	8
150	к тому	4	8
151	но эти	3	8
152	в этот	1	8
153	в некоторых	2	8
154	все его	3	8
155	с одной	12	8
156	что и	13	8
157	характер и	1	8
158	рядом с	1	8
159	героя и	5	8
160	здесь мы	11	8
161	и по	7	8
162	один из	7	8
163	в жизни	2	8
164	для себя	1	8
165	если бы	3	8
166	связанные с	3	8
167	большинстве случаев	1	8
168	ступени развития	1	8
169	здесь и	3	8
170	мы еще	2	8
171	и то	3	8
172	во всяком	3	8
173	это не	14	8
174	а также	2	8
175	и потому	1	8
176	отношение к	6	8
177	отношению к	3	8
178	в целом	2	8
179	еще более	1	7
180	не как	1	7
181	между собой	1	7
182	связанных с	1	7
183	этого мира	2	7
184	к ним	3	7
185	к этому	5	7
186	из этих	6	7
187	в себе	3	7
188	но он	4	7
189	не знает	2	7
190	в которой	2	7
191	в форме	4	7
192	с ее	1	7
193	например в	6	7
194	поэтому и	1	7
195	и он	8	7
196	то время	4	7
197	себя и	1	7
198	здесь еще	3	7
199	в главе	2	7
200	было бы	4	7
201	не могло	2	7
202	т д	25	7
203	у них	3	7
204	того что	7	7
205	мир в	1	7
206	этот процесс	1	7
207	ее в	3	7
208	отличие от	1	7
209	во времени	1	7
210	все что	4	6
211	именно в	2	6
212	с тем	8	6
213	на первый	6	6
214	о том	15	6
215	между двумя	2	6
216	в различных	3	6
217	сказать что	5	6
218	во всей	1	6
219	характерно что	2	6
220	в качестве	5	6
221	в таком	1	6
222	мы можем	11	6
223	ту же	3	6
224	одной стороны	12	6
225	бы ни	1	6
226	а как	2	6
227	и ее	6	6
228	мы видим	14	6
229	не могут	3	6
230	в которых	2	6
231	своей жизни	1	6
232	тех же	2	6
233	смерти и	2	6
234	автора и	1	6
235	в совершенно	1	6
236	имеем в	8	6
237	значение имеет	1	6
238	одной из	4	6
239	все они	1	6
240	мы не	10	6
241	мы находим	1	6
242	но эта	2	6
243	здесь все	1	6
244	есть и	6	6
245	к смерти	1	6
246	в начале	2	6
247	могло быть	2	6
248	есть не	1	6
249	мы и	1	5
250	вообще не	4	5
251	с этой	7	5
252	о чем	2	5
253	тем что	11	5
254	в своей	4	5
255	в это	3	5
256	отсюда и	1	5
257	хотя бы	1	5
258	только на	2	5
259	но они	4	5
260	борьбе с	2	5
261	что все	1	5
262	на свет	1	5
263	и через	2	5
264	xix века	1	5
265	быть только	2	5
266	как его	2	5
267	человек в	1	5
268	следовательно и	1	5
269	от этого	2	5
270	так что	6	5
271	по своей	1	5
272	в этой	2	5
273	и от	5	5
274	чаще всего	8	5
275	там где	7	5
276	здесь же	3	5
277	в него	4	5
278	в какой-то	1	5
279	мире и	1	5
280	мы встречаем	1	5
281	был бы	1	5
282	что они	5	5
283	и они	2	5
284	с ними	2	5
285	далеко не	3	5
286	они не	4	5
287	не имеет	6	5
288	не имеют	3	5
289	но здесь	5	5
290	и уже	1	5
291	он может	4	5
292	ничем не	2	5
293	мы имеем	27	5
294	но на	1	5
295	или в	11	5
296	об этом	7	5
297	первый план	1	5
298	например у	1	5
299	здесь это	1	5
300	стороны и	4	5
301	или как	1	5
302	бы он	1	5
303	этих форм	1	5
304	и только	4	5
305	мы наблюдаем	1	4
306	во всем	2	4
307	от него	6	4
308	же и	1	4
309	только что	1	4
310	по всему	3	4
311	даже в	2	4
312	а затем	1	4
313	его от	1	4
314	другой стороны	17	4
315	как если	1	4
316	по себе	2	4
317	равно как	1	4
318	из самых	2	4
319	или на	1	4
320	его на	2	4
321	в одно	2	4
322	жизни на	1	4
323	и смерти	1	4
324	при всей	1	4
325	в данном	8	4
326	на острове	3	4
327	он был	2	4
328	в другом	2	4
329	людей и	1	4
330	по отношению	3	4
331	и те	2	4
332	на ней	5	4
333	друг на	2	4
334	вопросу о	1	4
335	чтобы они	1	4
336	момент в	1	4
337	и становится	4	4
338	все в	2	4
339	загробном мире	2	4
340	иного рода	1	4
341	свет и	1	4
342	что не	3	4
343	между этими	1	4
344	о которых	1	4
345	себе и	3	4
346	в чем	5	4
347	именно как	1	4
348	совсем не	1	4
349	в новое	1	4
350	природы и	1	4
351	друг другу	1	4
352	отделено от	2	4
353	их к	1	4
354	в один	2	4
355	и вот	2	4
356	и при	2	4
357	большую роль	1	4
358	связей с	2	4
359	мы здесь	3	4
360	его но	1	4
361	к будущему	1	4
362	что он	29	4
363	перед нами	4	4
364	и более	2	4
365	своей собственной	1	4
366	на друга	2	4
367	в золотом	2	4
368	в фольклоре	1	4
369	же самое	1	4
370	всяком случае	3	4
371	друг друга	2	4
372	формы и	2	4
373	они были	1	4
374	связан с	5	4
375	этом случае	4	4
376	находятся в	1	4
377	и было	1	4
378	не для	1	4
379	бы на	1	4
380	как у	2	4
381	у нас	4	4
382	раз в	1	4
383	как она	1	4
384	так в	10	4
385	к концу	3	4
386	на одном	1	4
387	со своей	2	4
388	на его	6	4
389	в одной	3	4
390	тем более	2	4
391	связаны с	4	4
392	и тех	1	4
393	мы должны	7	4
394	быть и	1	4
395	как он	11	4
396	же что	2	4
397	на смерть	1	4
398	и вне	1	4
399	и о	2	4
400	в лице	1	4
401	к другу	1	3
402	тому что	2	3
403	это значит	3	3
404	в море	1	3
405	время не	1	3
406	не меняется	1	3
407	значение они	1	3
408	в день	2	3
409	по мере	1	3
410	и которые	1	3
411	их не	3	3
412	в борьбе	1	3
413	элементы в	1	3
414	гл xvii	1	3
415	похож на	1	3
416	другом месте	2	3
417	в более	3	3
418	герой в	2	3
419	но мы	3	3
420	всякого рода	1	3
421	не могли	1	3
422	вопрос о	6	3
423	которой он	3	3
424	мы увидим	6	3
425	начиная от	2	3
426	вот почему	1	3
427	характер в	2	3
428	не знала	1	3
429	она еще	1	3
430	как на	3	3
431	еще нет	4	3
432	жизни которые	1	3
433	находится в	2	3
434	место для	1	3
435	в зависимости	3	3
