N	2gram	Trubetskoy	EvropaiE
1	и в	14	37
2	точки зрения	11	23
3	европы и	1	22
4	что в	4	21
5	не только	9	18
6	с точки	9	17
7	в то	10	16
8	то же	11	15
9	хотя бы	5	15
10	отношении к	2	15
11	в качестве	3	14
12	и не	19	14
13	но и	10	14
14	же время	10	14
15	в своем	6	14
16	но в	2	14
17	в этом	17	12
18	в том	17	11
19	россия в	1	11
20	в их	4	11
21	в области	2	11
22	так и	1	10
23	в себе	9	9
24	прежде всего	8	9
25	только в	5	9
26	земного шара	1	9
27	так же	2	9
28	не может	22	9
29	отнюдь не	7	9
30	в ее	1	8
31	в своей	5	8
32	и россии	1	8
33	между тем	5	8
34	было бы	5	8
35	к тому	7	8
36	так как	4	7
37	того что	3	7
38	как и	4	7
39	между прочим	1	7
40	по своему	1	7
41	также и	1	7
42	с другой	1	7
43	то есть	1	6
44	с этой	1	6
45	культурных ценностей	1	6
46	в последние	5	6
47	и даже	2	6
48	и на	5	6
49	том что	9	6
50	вовсе не	1	6
51	во всех	5	6
52	может быть	9	6
53	того чтобы	8	6
54	для того	6	6
55	стороны и	1	6
56	то что	13	6
57	как бы	4	6
58	на то	5	6
59	тем самым	2	5
60	романо-германской культуры	1	5
61	в виде	3	5
62	не в	4	5
63	в россии	6	5
64	но не	4	5
65	от этого	1	5
66	со стороны	4	5
67	и потому	3	5
68	в течение	2	5
69	же как	1	5
70	в частности	2	5
71	как мы	1	5
72	одной из	3	5
73	столь же	1	5
74	но если	3	5
75	и по	3	5
76	в самом	3	4
77	бы то	4	4
78	то в	3	4
79	мы не	1	4
80	хозяйственной жизни	1	4
81	даже в	1	4
82	ни было	1	4
83	того или	2	4
84	для нас	2	4
85	не на	1	4
86	романо-германцев и	4	4
87	именно в	3	4
88	европейской цивилизации	2	4
89	по себе	2	4
90	культуры в	3	4
91	тем более	1	4
92	той или	3	4
93	в полной	1	4
94	вопрос о	5	4
95	но даже	2	4
96	то ни	4	4
97	или иного	2	4
98	как это	1	4
99	россии в	7	4
100	несмотря на	3	4
101	к ней	1	4
102	в ней	2	4
103	можно сказать	1	4
104	во многих	2	4
105	или иной	5	4
106	культурной жизни	2	4
107	и к	6	3
108	применении к	1	3
109	но на	1	3
110	и мы	1	3
111	можно ли	3	3
112	в применении	1	3
113	значительная часть	1	3
114	из всех	2	3
115	этом отношении	1	3
116	ее в	2	3
117	что и	3	3
118	европейской культуры	2	3
119	в результате	2	3
120	мы можем	2	3
121	не является	1	3
122	можно было	4	3
123	в будущем	3	3
124	на себя	2	3
125	и некоторые	1	3
126	и россия	1	3
127	о россии	1	3
128	дело в	1	3
129	тем что	3	3
130	очевидно что	1	3
131	данного народа	5	3
132	в таком	2	3
133	вообще не	1	3
134	в деле	1	3
135	большинстве случаев	2	3
136	жизни в	5	3
137	в которых	1	3
138	по своим	1	3
139	с другом	14	3
140	бы ни	2	3
141	во всяком	9	3
142	тем в	1	3
143	ни на	1	3
144	в данном	7	3
145	по нашему	1	3
146	россии к	2	3
147	ли это	4	3
148	и народов	1	3
149	идет о	1	3
150	в свою	1	3
151	в культурном	2	3
152	связано с	1	3
153	потому что	5	3
154	время в	2	3
155	и тем	2	3
156	россии и	3	3
157	когда он	1	3
158	не будет	7	3
159	и для	6	3
160	народов и	2	3
161	культурной ценности	1	3
162	в странах	1	3
163	заключает в	1	3
164	азии но	1	3
165	отметить что	2	3
166	в прошлом	1	3
167	известной степени	1	3
168	к ним	1	3
169	как на	8	3
170	с тем	6	3
171	в данной	1	3
172	в сфере	1	3
173	и от	2	3
174	место в	2	3
175	о том	7	3
176	в общем	1	3
177	и прежде	1	3
178	от них	1	3
179	и только	5	3
180	друг с	14	3
181	всяком случае	6	3
182	того же	1	3
183	из них	3	3
184	в известной	1	3
185	никогда не	5	3
186	сплошь и	1	2
187	всего в	1	2
188	культура есть	1	2
189	таким образом	11	2
190	иначе говоря	1	2
191	и ту	1	2
192	и то	4	2
193	и во	3	2
194	влияние на	1	2
195	и этот	3	2
196	данном случае	3	2
197	если в	6	2
198	и сейчас	3	2
199	и того	1	2
200	должна быть	2	2
201	совершенно очевидно	2	2
202	тогда когда	4	2
203	в его	4	2
204	свою очередь	1	2
205	тому чтобы	4	2
206	земном шаре	1	2
207	что это	3	2
208	с этим	2	2
209	будет ли	2	2
210	в некоторых	2	2
211	и если	7	2
212	и рядом	1	2
213	европейской культуре	1	2
214	для них	3	2
215	с другими	1	2
216	могут в	1	2
217	участие в	2	2
218	россии что	1	2
219	в этих	2	2
220	не могут	4	2
221	на земном	1	2
222	одну и	1	2
223	в своих	6	2
224	как же	1	2
225	при условии	3	2
226	от друга	2	2
227	если бы	6	2
228	или в	3	2
229	в свои	1	2
230	что к	1	2
231	и с	7	2
232	заключается в	1	2
233	и все	1	2
234	представление о	1	2
235	или хотя	1	2
236	этой культуры	2	2
237	народов которые	1	2
238	вместе с	4	2
239	и как	3	2
240	как не	1	2
241	помнить что	2	2
242	но по	1	2
243	не есть	3	2
244	в порядке	2	2
245	в мире	4	2
246	как оно	1	2
247	между собой	5	2
248	если этот	1	2
249	что россия	1	2
250	в сторону	1	2
251	друг от	2	2
252	и таким	1	2
253	в других	2	2
254	к той	2	2
255	культурного творчества	1	2
256	на них	1	2
257	то которое	2	2
258	бы о	1	2
259	что эти	1	2
260	ко всему	1	2
261	но как	1	2
262	россию в	3	2
263	участию в	1	2
264	только к	3	2
265	культуру в	2	2
266	и других	1	2
267	и более	2	2
268	в котором	2	2
269	следовало бы	1	2
270	эти последние	1	2
271	и что	2	2
272	россия есть	1	2
273	она не	2	2
274	в значительной	3	2
275	имеет в	1	2
276	китая и	1	2
277	по сравнению	1	2
278	он не	5	2
279	мы должны	7	2
280	и теперь	1	2
281	к такой	1	2
282	а не	2	2
283	чем больше	1	2
284	силы в	1	2
285	на основании	2	2
286	на одну	1	2
287	целый ряд	2	2
288	этот вопрос	2	2
289	в истории	1	2
290	по своей	1	2
291	а в	5	2
292	в большинстве	3	2
293	с большой	1	2
294	в этой	4	2
295	что же	4	2
296	культуры и	2	2
297	главным образом	3	2
298	мог бы	1	2
299	могут быть	1	2
300	существующих на	1	2
301	которое в	1	2
302	что все	3	2
303	в будущее	1	2
304	в силу	2	2
305	на этот	1	2
306	жизни и	4	2
307	такой же	1	2
308	происходит в	1	2
309	культуры с	2	2
310	как будто	2	2
311	он сам	3	2
312	для этих	1	2
313	поскольку она	1	2
314	точка зрения	1	2
315	бы в	1	2
316	не можем	2	2
317	и наконец	2	2
318	и совершенное	1	2
319	что на	1	2
320	есть не	1	2
321	представителей данного	1	2
322	не к	2	2
323	прочим и	1	2
324	к нему	2	2
325	с культурой	1	1
326	жизни но	1	1
327	ближе к	1	1
328	представить себе	2	1
329	во всем	4	1
330	все что	4	1
331	изменение в	1	1
332	ее и	1	1
333	а другие	1	1
334	в состав	1	1
335	для всех	6	1
336	что оно	3	1
337	к другу	1	1
338	один из	1	1
339	человеческой жизни	1	1
340	фактом что	1	1
341	и европейской	2	1
342	самих себя	3	1
343	сейчас в	1	1
344	друг к	1	1
345	она и	1	1
346	и удобным	1	1
347	смотреть на	4	1
348	может не	3	1
349	на такую	2	1
350	права и	1	1
351	на тех	1	1
352	но из	1	1
353	должно быть	3	1
354	к этой	4	1
355	которая в	1	1
356	только сама	1	1
357	том числе	1	1
358	которых мы	1	1
359	в жизни	1	1
360	от которых	1	1
361	в состоянии	1	1
362	для себя	2	1
363	он считает	1	1
364	том же	2	1
365	для всякого	1	1
366	мы знаем	1	1
367	высшей и	1	1
368	при этом	5	1
369	и культура	1	1
370	для него	6	1
371	эта идея	1	1
372	сильнее чем	1	1
373	и культур	1	1
374	как путь	1	1
375	говорили в	2	1
376	бы на	1	1
377	очевидно также	1	1
378	в разных	1	1
379	с ним	2	1
380	господствующей в	1	1
381	многие из	1	1
382	что при	1	1
383	с некоторым	1	1
384	неизбежно приводит	1	1
385	это обстоятельство	1	1
386	культурными ценностями	2	1
387	не дала	1	1
388	он на	1	1
389	что с	2	1
390	в принципе	1	1
391	без различия	1	1
392	колониальной политики	1	1
393	твердо помнить	1	1
394	этот принцип	1	1
395	не являются	1	1
396	к сознанию	1	1
397	придает ей	1	1
398	области техники	1	1
399	борьбы с	1	1
400	это есть	2	1
401	смысле этого	1	1
402	быть может	1	1
403	культура которая	1	1
404	них то	1	1
405	приходит к	3	1
406	не допускает	1	1
407	в русском	1	1
408	власти и	1	1
409	тому же	1	1
410	а на	1	1
411	связь с	1	1
412	не было	3	1
413	связи с	3	1
414	ко всем	3	1
415	бы нас	2	1
416	если не	2	1
417	более или	4	1
418	зрения этих	1	1
419	значительной части	2	1
420	отказаться от	4	1
421	на которых	1	1
422	не о	2	1
423	но все	1	1
424	свои положения	1	1
425	с ней	1	1
426	с таким	1	1
427	что его	1	1
428	требуют чтобы	1	1
429	но совершенно	2	1
430	на такой	2	1
431	более на	1	1
432	мысль о	1	1
433	по отношению	2	1
434	которые как	1	1
435	что не	1	1
436	одной этнографической	1	1
437	к эмансипации	1	1
438	и технических	1	1
439	и другое	1	1
440	есть то	1	1
441	исходит из	1	1
442	при том	4	1
443	из всего	1	1
444	и будет	1	1
445	сводится к	3	1
446	может в	1	1
447	принадлежат к	2	1
448	бы признать	1	1
449	из русских	1	1
450	понимать как	1	1
451	можно назвать	1	1
452	тому что	2	1
453	никак нельзя	1	1
454	с россией	1	1
455	в корне	4	1
456	и поскольку	1	1
457	на другую	1	1
458	конечно не	5	1
459	мыслящего человека	1	1
460	в связи	1	1
461	находит себе	1	1
462	те же	1	1
463	с ними	1	1
464	что по	1	1
465	для каждого	1	1
466	если и	1	1
467	в определенной	1	1
468	все эти	2	1
469	себя как	2	1
470	на земле	4	1
471	сие время	1	1
472	средостение между	1	1
473	все же	4	1
474	но когда	1	1
475	при таком	1	1
476	есть только	1	1
477	противном случае	1	1
478	предвидеть и	1	1
479	силу этого	1	1
480	стремление каждого	1	1
481	этого слова	1	1
482	и т	3	1
483	перед собой	1	1
484	последнее время	2	1
485	древних галлов	1	1
486	в такой	1	1
487	к какому	1	1
488	его жизни	1	1
489	в вопросах	3	1
490	о которых	3	1
491	о котором	3	1
492	и небольшой	1	1
493	войти в	1	1
494	речь идет	2	1
495	к культуре	2	1
496	эта последняя	1	1
497	и это	1	1
498	же этого	1	1
499	именно с	1	1
500	в обстановке	1	1
501	они найдут	1	1
502	об этом	1	1
503	на себе	1	1
504	или менее	4	1
505	к созданию	1	1
506	тогда как	2	1
507	уже не	2	1
508	в одной	1	1
509	казалось бы	1	1
510	области внутренней	1	1
511	людей в	1	1
512	данному народу	1	1
513	эти положения	1	1
514	окажется в	3	1
515	романо-германского ига	2	1
516	не менее	1	1
517	с запада	1	1
518	русской жизни	1	1
519	которые не	1	1
520	признать что	6	1
521	том случае	4	1
522	полной мере	1	1
523	культуре и	2	1
524	это зависит	1	1
525	больше чем	2	1
526	в основе	1	1
527	переходит в	1	1
528	зависит от	2	1
529	а если	1	1
530	то это	3	1
531	европы но	1	1
532	в положении	3	1
533	азии и	1	1
534	язык и	1	1
535	чтобы в	2	1
536	ведь в	2	1
537	и однако	2	1
538	единое целое	1	1
539	несомненно в	1	1
540	освободиться от	1	1
541	к участию	1	1
542	собой это	3	1
543	случае если	3	1
544	персии в	1	1
545	в лучшем	3	1
546	мы говорили	3	1
547	силы и	1	1
548	то и	1	1
549	доказать что	1	1
550	каждого народа	2	1
551	связь и	1	1
552	чем то	1	1
553	мировой войны	1	1
554	говорить не	1	1
555	всего этого	1	1
556	от европы	2	1
557	ту же	1	1
558	россии таковы	1	1
559	русской культуры	2	1
560	и неизбежно	1	1
561	являются не	1	1
562	признать за	1	1
563	не быть	1	1
564	романо-германской цивилизации	2	1
565	производится в	1	1
566	этому и	1	1
567	положения отдельных	1	1
568	сказанное относится	1	1
569	тех изменений	1	1
570	значительной мере	2	1
571	было только	1	1
572	быть и	2	1
573	этого отнюдь	1	1
574	только тогда	1	1
575	для нее	2	1
576	народа и	2	1
577	должны быть	1	1
578	или иных	1	1
579	и их	1	1
580	может лишь	1	1
581	говорить о	3	1
582	что эта	1	1
583	на его	1	1
584	америка или	1	1
585	та культура	1	1
586	не случайны	1	1
587	тех же	1	1
588	и когда	1	1
589	у других	2	1
590	к европейской	1	1
591	в начале	2	1
592	отказом от	1	1
593	мы хотим	1	1
594	это стремление	1	1
595	входит в	1	1
596	даже не	2	1
597	значительной степени	1	1
598	и те	2	1
599	в совершенно	4	1
600	от своей	2	1
601	этих случаях	1	1
602	к которой	6	1
603	любви к	2	1
604	из упомянутых	1	1
605	в силе	1	1
606	и большевистские	1	1
607	многих случаях	1	1
608	которая как	1	1
609	всегда и	1	1
610	состоит в	2	1
611	оно будет	1	1
612	лишь в	3	1
613	некоторых из	2	1
614	претендовать на	1	1
615	числе и	1	1
616	вступать в	1	1
617	значение и	1	1
618	галлов и	1	1
619	политические и	1	1
620	европейцев и	1	1
621	это потому	2	1
622	в китае	1	1
623	одного из	1	1
624	романо-германский мир	2	1
625	она может	3	1
626	что для	3	1
627	та или	1	1
628	и тот	2	1
629	друг другу	2	1
630	по сие	1	1
631	с отказом	1	1
632	ясна без	1	1
633	их к	2	1
634	и культуры	1	1
635	исключительно к	1	1
636	что может	3	1
637	оказались бы	1	1
638	к которому	1	1
639	эту мысль	1	1
640	двух противоположных	1	1
641	по этому	2	1
642	котором мы	1	1
643	с которым	1	1
644	будет оставаться	1	1
645	на будущее	1	1
646	в сознании	3	1
647	же будет	1	1
648	бытия и	1	1
649	в полном	1	1
650	и о	2	1
651	одна из	3	1
652	весьма часто	2	1
653	изменений в	1	1
654	ибо в	3	1
655	те кто	1	1
656	по количеству	1	1
657	культуру как	1	1
658	оно может	1	1
659	же может	1	1
660	тех или	1	1
661	в противном	1	1
662	что во	1	1
663	условии если	3	1
664	это в	2	1
665	в европе	1	1
666	в отдельных	1	1
667	в нем	5	1
668	тех русских	1	1
669	но это	2	1
670	от того	4	1
671	если мы	1	1
672	лучшем случае	3	1
673	законченной в	1	1
674	для этого	3	1
675	с ее	1	1
676	всех этих	3	1
677	признание что	3	1
678	много других	1	1
679	государство и	1	1
680	в самой	1	1
681	они могут	1	1
682	этого переворота	1	1
683	случае когда	1	1
684	которых нет	1	1
685	одного и	1	1
686	свое собственное	2	1
687	степени и	1	1
688	его можно	1	1
689	если будет	1	1
690	у народа	1	1
691	не исключает	1	1
