N	4gram	Vygotskiy_	Vladivir
1	дело в том что	2	11
2	в то же время	1	9
3	в том что в	1	5
4	и в то же	1	5
5	в то время как	4	5
6	на самом же деле	1	3
7	а с другой стороны	3	3
8	о том что он	1	3
9	как мы видели выше	1	3
10	в том что он	1	3
11	заключается в том что	6	3
12	само собой разумеется что	1	3
13	мы должны сказать что	1	2
14	совершенно так же как	1	2
15	один и тот же	1	2
16	или по крайней мере	1	2
17	с одной стороны и	3	2
18	в том и заключается	1	2
19	одно и то же	2	2
20	бы то ни было	1	2
21	но вместе с тем	4	2
22	с точки зрения того	1	2
23	само по себе не	1	1
24	с этой точки зрения	1	1
25	связи с вопросом о	1	1
26	является с точки зрения	2	1
27	состоит в том что	3	1
28	и потому что как	1	1
29	том виде в каком	1	1
30	но тем не менее	1	1
31	не имеет никакого смысла	1	1
32	вместе с тем и	1	1
33	он сам говорит что	1	1
34	указывает на то что	3	1
35	в то же самое	1	1
36	в связи с вопросом	1	1
37	в своих работах по	1	1
38	по вопросу о том	1	1
39	с одной стороны а	1	1
40	который для него является	1	1
41	то что он не	1	1
42	одной и той же	2	1
43	в том виде в	1	1
44	в собственном смысле слова	4	1
45	в такой же мере	3	1
46	приходит к выводу что	4	1
47	то же самое время	1	1
48	одной стороны а с	1	1
49	все больше и больше	1	1
50	как мы уже знаем	1	1
51	в один ряд с	1	1
52	как раз и является	1	1
53	мы уже видели что	2	1
54	и по существу дела	1	1
55	указанием на то что	1	1
56	том что он видел	1	1
57	в строгом смысле слова	1	1
58	можно сказать что это	1	1
59	заключается в том чтобы	3	1
60	о том что в	1	1
61	на то что он	1	1
62	сама по себе в	1	1
63	стороны а с другой	1	1
64	сам говорит что с	1	1
65	зависит не только от	1	1
66	говорить о том что	1	1
67	так же как и	4	1
68	то что мы можем	1	1
69	то что у него	1	1
