N	2gram	Propp_Isto	VrazhdaK
1	не только	28	9
2	в этом	25	8
3	и в	43	8
4	и что	6	8
5	что в	29	7
6	и все	4	7
7	но и	24	7
8	то что	20	7
9	о нем	2	6
10	как и	9	6
11	и даже	4	6
12	и с	10	6
13	все же	13	6
14	в котором	5	6
15	в начале	2	6
16	в нем	11	6
17	но в	15	6
18	то же	11	5
19	у него	4	5
20	и не	16	5
21	между тем	2	5
22	об этом	8	5
23	не было	2	5
24	в то	2	5
25	это не	10	4
26	при этом	4	4
27	несмотря на	1	4
28	с ним	1	4
29	для нас	6	4
30	все это	4	4
31	в виду	2	4
32	в своих	1	4
33	что он	17	4
34	уже в	1	4
35	о том	4	4
36	может быть	22	4
37	в ней	3	4
38	целый ряд	3	4
39	как бы	5	4
40	так же	16	4
41	что у	4	3
42	в его	7	3
43	в том	13	3
44	т е	36	3
45	его в	7	3
46	связи с	9	3
47	но он	8	3
48	в связи	5	3
49	я не	3	3
50	и как	6	3
51	далеко не	3	3
52	тем что	8	3
53	в чем	4	3
54	матери и	3	3
55	и у	6	3
56	в русской	5	3
57	о себе	3	3
58	человека в	2	3
59	он был	1	3
60	эти слова	1	3
61	чтобы он	3	3
62	том что	12	3
63	в этот	6	3
64	он не	11	3
65	и уже	2	3
66	и о	2	3
67	наряду с	4	3
68	что есть	1	3
69	одним из	4	3
70	в своем	2	3
71	на то	4	3
72	с его	1	3
73	и его	10	3
74	в грязь	1	3
75	к этому	10	3
76	который был	2	3
77	и во	1	3
78	таким образом	15	2
79	начиная с	1	2
80	и то	4	2
81	ответ на	1	2
82	и он	2	2
83	после этого	2	2
84	в момент	1	2
85	ряд деталей	2	2
86	его с	2	2
87	к себе	3	2
88	мы знаем	11	2
89	с точки	1	2
90	его и	6	2
91	этот момент	1	2
92	о чем	1	2
93	как раз	1	2
94	по мнению	1	2
95	мне и	1	2
96	же не	2	2
97	в них	6	2
98	как же	1	2
99	а также	5	2
100	же в	6	2
101	его на	6	2
102	в мире	1	2
103	там же	2	2
104	их в	6	2
105	же как	8	2
106	в своей	4	2
107	вместе с	12	2
108	так в	8	2
109	в это	1	2
110	не менее	6	2
111	и это	5	2
112	в эту	1	2
113	и стал	1	2
114	еще не	15	2
115	сказал он	1	2
116	ко мне	2	2
117	но как	2	2
118	это в	2	2
119	в свою	5	2
120	в русских	5	2
121	на основе	1	2
122	после смерти	2	2
123	в этой	7	2
124	в нашей	1	2
125	человека с	2	2
126	при помощи	11	2
127	тогда как	6	2
128	а в	13	2
129	хотел было	1	2
130	на это	4	2
131	в меня	2	2
132	к ним	1	2
133	отношение к	4	2
134	в одну	3	2
135	уже не	11	2
136	из них	7	2
137	в себе	2	2
138	что я	2	2
139	с нею	1	2
140	не может	8	2
141	столь же	1	2
142	точки зрения	3	2
143	тем более	1	2
144	одна из	2	2
145	об этой	2	2
146	он сам	2	2
147	на место	1	2
148	довольно много	1	2
149	в эти	1	2
150	отнюдь не	1	2
151	но это	5	2
152	во время	8	2
153	не мог	2	2
154	в него	3	2
155	и ее	3	2
156	пришел к	2	2
157	никогда не	9	2
158	могли быть	1	2
159	на большую	1	1
160	в особенности	3	1
161	доступ в	1	1
162	нет необходимости	3	1
163	к сожалению	1	1
164	на востоке	1	1
165	своего рода	1	1
166	в самом	1	1
167	во всем	3	1
168	в могиле	4	1
169	как к	2	1
170	связан с	5	1
171	именно к	1	1
172	можно проследить	3	1
173	так и	6	1
174	близок к	1	1
175	что они	14	1
176	этот материал	3	1
177	попадает в	14	1
178	все что	4	1
179	в разгар	1	1
180	ее начало	1	1
181	для всех	1	1
182	и пошел	2	1
183	до сих	7	1
184	один из	7	1
185	и этот	2	1
186	ему в	2	1
187	со мной	1	1
188	из которых	1	1
189	выясняется что	1	1
190	по всем	1	1
191	они не	4	1
192	был очень	1	1
193	с героем	1	1
194	ни с	1	1
195	только что	3	1
196	один пример	1	1
197	не слишком	1	1
198	он весьма	1	1
199	этот процесс	1	1
200	также что	2	1
201	на три	2	1
202	того как	3	1
203	к этой	2	1
204	каковы же	1	1
205	в основном	1	1
206	он отличается	1	1
207	через несколько	1	1
208	которой не	1	1
209	хочет сделать	1	1
210	об одном	1	1
211	собой в	1	1
212	героя в	6	1
213	он всегда	1	1
214	предположение что	3	1
215	не будем	6	1
216	он как	1	1
217	с очень	2	1
218	дает нам	3	1
219	или по	5	1
220	еще более	3	1
221	ясно отношение	1	1
222	все ясно	1	1
223	второй раз	2	1
224	предположить что	11	1
225	из всех	1	1
226	что это	4	1
227	сообщается о	1	1
228	обычно не	1	1
229	хотя и	4	1
230	одному из	2	1
231	с тех	1	1
232	смерти отца	1	1
233	он и	4	1
234	в ее	1	1
235	только не	2	1
236	того что	8	1
237	следить за	2	1
238	в другой	6	1
239	говорит о	1	1
240	другие персонажи	1	1
241	в качестве	4	1
242	нас в	1	1
243	не хочет	3	1
244	прежде всего	3	1
245	никуда не	2	1
246	и другими	1	1
247	другой стороны	10	1
248	нет ничего	3	1
249	уже говорилось	1	1
250	отца героя	1	1
251	в этих	18	1
252	но на	1	1
253	за это	2	1
254	так не	1	1
255	все равно	3	1
256	он тогда	1	1
257	мы находим	1	1
258	тому же	4	1
259	обращается в	1	1
260	за что	1	1
261	но с	1	1
262	этот персонаж	3	1
263	он уже	2	1
264	что ни	3	1
265	а за	1	1
266	этого не	1	1
267	и сам	1	1
268	пока только	2	1
269	в одном	9	1
270	их и	4	1
271	где-нибудь на	1	1
272	равно как	3	1
273	что за	3	1
274	на нее	4	1
275	не хотят	1	1
276	о своей	1	1
277	предполагать что	1	1
278	как при	1	1
279	но не	10	1
280	в глубине	1	1
281	но для	2	1
282	за тем	1	1
283	если это	4	1
284	именно в	1	1
285	уже на	3	1
286	жизни и	2	1
287	на характер	1	1
288	такое же	4	1
289	то время	2	1
290	представление о	3	1
291	он у	2	1
292	в таком	1	1
293	интересно в	1	1
294	героев и	1	1
295	в жизни	3	1
296	уже давно	2	1
297	более что	1	1
298	в числе	2	1
299	меня в	1	1
300	новая форма	2	1
301	к царю	1	1
302	человек и	1	1
303	как говорит	1	1
304	правда в	1	1
305	ясно что	2	1
306	не знал	2	1
307	было одним	1	1
308	как о	1	1
309	также в	2	1
310	начинается с	3	1
311	в соответствии	1	1
312	в бою	1	1
313	вряд ли	1	1
314	всего он	1	1
315	не есть	3	1
316	нам уже	2	1
317	между прочим	4	1
318	каким-то образом	1	1
319	одном из	3	1
320	меня я	2	1
321	и перед	1	1
322	как в	6	1
323	оказалось что	2	1
324	дома и	4	1
325	стал на	1	1
326	роль в	2	1
327	правда не	1	1
328	слова часто	1	1
329	по своему	1	1
330	его дом	1	1
331	на стол	2	1
332	он ее	1	1
333	и я	1	1
334	что никто	1	1
335	никто не	2	1
336	что им	3	1
337	отличается от	1	1
338	да и	2	1
339	связь этого	1	1
340	прочим и	2	1
341	в свете	6	1
342	ему и	1	1
343	это было	1	1
344	из которого	3	1
345	к вопросу	1	1
346	пока не	3	1
347	к своим	1	1
348	в сторону	3	1
349	мы считаем	1	1
350	по характеру	1	1
351	что образ	1	1
352	позади них	1	1
353	не имеет	3	1
354	ничего общего	1	1
355	но мы	1	1
356	полагает что	1	1
357	тем не	6	1
358	человеком и	2	1
359	что тот	1	1
360	под влиянием	2	1
361	что как	2	1
362	родстве с	1	1
363	сих пор	7	1
364	совершенно прав	1	1
365	ему не	1	1
366	на них	2	1
367	этому же	3	1
368	жизнь и	1	1
369	этот мотив	8	1
370	с этим	13	1
371	еще один	1	1
372	во всех	1	1
373	человека к	1	1
374	постепенно выясняется	1	1
375	до того	1	1
376	во всяком	2	1
377	и руки	1	1
378	это и	4	1
379	искать в	1	1
380	то он	1	1
381	во все	4	1
382	это конечно	1	1
383	для создания	1	1
384	не могли	1	1
385	по которому	1	1
386	что этот	4	1
387	к источнику	1	1
388	которой он	3	1
389	несомненно в	1	1
390	ли это	2	1
391	имеется в	3	1
392	чем говорилось	1	1
393	и большой	2	1
394	и разнообразны	1	1
395	тотчас же	1	1
396	полагали что	1	1
397	совпадает с	1	1
398	это за	1	1
399	на той	1	1
400	потому что	8	1
401	не знаю	9	1
402	в родстве	1	1
403	живет в	8	1
404	это то	1	1
405	и и	6	1
406	д в	1	1
407	также и	1	1
408	он часто	1	1
409	и любит	1	1
410	только как	1	1
411	человека как	1	1
412	не всегда	7	1
413	тех пор	1	1
414	к своей	4	1
415	быть и	3	1
416	во второй	2	1
417	с помощью	1	1
418	в частности	6	1
419	не будет	1	1
420	над которым	1	1
421	характерно для	2	1
422	никого не	3	1
423	из своего	1	1
424	рублей а	1	1
425	могли иметь	1	1
426	героини и	1	1
427	не могло	1	1
428	но они	2	1
429	и их	4	1
430	говорить о	1	1
431	не с	2	1
432	что эта	2	1
433	всех этих	3	1
434	хотя в	1	1
435	ни тот	1	1
436	точно так	8	1
437	в плен	4	1
438	как он	1	1
439	говорит я	2	1
440	не могла	3	1
441	из героев	1	1
442	в форме	1	1
443	встреча с	1	1
444	б в	1	1
445	этот факт	1	1
446	доходит до	2	1
447	что ее	3	1
448	по своей	1	1
449	можно найти	8	1
450	от того	3	1
451	к людям	1	1
452	вы не	1	1
453	в обоих	1	1
454	меня под	1	1
455	так он	2	1
456	человека и	1	1
457	в каком	1	1
458	каждый из	1	1
459	а от	2	1
460	свою очередь	1	1
461	через него	1	1
462	и можно	1	1
463	содержания в	1	1
464	этот период	1	1
465	можно бы	1	1
466	с другой	10	1
467	тот ни	1	1
468	было бы	5	1
469	как эта	1	1
470	это же	1	1
471	всего то	1	1
472	свою мать	1	1
473	некоторое время	4	1
474	что же	2	1
475	или вообще	1	1
476	как на	1	1
477	итак чтобы	1	1
478	не совсем	5	1
479	соответствии с	1	1
480	себя в	2	1
481	и несомненно	1	1
482	которых он	1	1
483	однако в	1	1
484	герою с	1	1
485	в плане	1	1
486	оба они	1	1
487	по которой	2	1
488	с белым	1	1
489	бы его	1	1
490	той же	3	1
491	заключается в	1	1
492	связь это	1	1
493	говорилось выше	4	1
494	как правило	3	1
495	могут быть	9	1
496	он сказал	1	1
497	только по	1	1
498	за него	3	1
499	это можно	1	1
500	такая же	1	1
501	а одна	1	1
502	к которому	6	1
503	выражение его	1	1
504	это отношение	1	1
505	это дает	1	1
506	во многих	2	1
507	что только	1	1
508	только при	1	1
509	и от	3	1
510	и есть	3	1
511	тем чтобы	1	1
512	вышел из	1	1
513	что иван	1	1
514	в рощу	1	1
515	в силу	2	1
516	на этот	1	1
517	никому не	2	1
518	всю жизнь	2	1
519	такой же	3	1
520	так это	1	1
521	на губах	1	1
522	но я	1	1
523	идет не	1	1
524	из этого	1	1
525	из-за этого	1	1
526	ли эта	1	1
527	не все	7	1
528	от них	5	1
529	хотя он	1	1
530	тут же	4	1
531	же это	1	1
532	сидя на	1	1
533	же сообщается	1	1
534	всяком случае	2	1
535	враждебное отношение	1	1
536	независимо от	3	1
537	друг друга	6	1
538	материал и	1	1
539	вопрос и	1	1
540	другой раз	1	1
541	с ее	2	1
542	из него	3	1
543	ни другой	1	1
544	же он	3	1
545	бы в	1	1
546	потребовать чтобы	1	1
547	не просто	4	1
548	и никому	1	1
549	в целом	4	1
550	восходят к	1	1
551	как указывает	8	1
552	он назван	1	1
553	отправку на	1	1
554	и наконец	1	1
555	некоторые черты	1	1
556	ничего не	12	1
557	вплоть до	2	1
558	к нему	12	1
559	он оказался	1	1
560	или шесть	1	1
