N	4gram	Losev_Prob	Russkaja
1	во что бы то	1	3
2	что бы то ни	1	3
3	бы то ни стало	1	3
4	точно так же и	1	1
5	во всяком случае при	1	1
6	бы то ни было	4	1
7	и то и другое	1	1
8	того что не только	1	1
9	дело в том что	3	1
10	по себе еще не	1	1
11	и в этом случае	3	1
12	и с точки зрения	2	1
13	заключается в том что	4	1
14	только для того чтобы	1	1
15	вот это и есть	1	1
16	в том числе и	1	1
17	говорить о том что	2	1
18	даже и в этом	1	1
19	одного и того же	1	1
20	том что вся эта	2	1
21	во всяком случае не	2	1
22	в том виде как	4	1
23	до сих пор мы	2	1
24	также и то что	5	1
25	само собой разумеется что	1	1
