N	3gram	Vygotskiy_	Myslijsy
1	в том что	21	47
2	не может быть	14	19
3	заключает в себе	3	19
4	тем не менее	6	18
5	только тогда когда	4	17
6	по крайней мере	1	17
7	и т д	10	15
8	сам по себе	4	14
9	само по себе	8	14
10	в свою очередь	3	14
11	не в том	7	13
12	а между тем	1	13
13	то же время	2	13
14	от того что	2	13
15	в том смысле	1	13
16	в то же	2	13
17	более или менее	3	12
18	смысле этого слова	2	12
19	с другой стороны	7	12
20	и в этом	1	12
21	до сих пор	8	12
22	только в том	4	12
23	во всяком случае	7	12
24	для того чтобы	11	11
25	сами по себе	4	11
26	а в том	2	11
27	и т п	23	11
28	подобно тому как	7	11
29	в то время	6	10
30	с одной стороны	6	10
31	то что я	2	10
32	потому что в	1	9
33	в таком случае	3	9
34	одного и того	1	9
35	и того же	1	9
36	на то что	12	9
37	но и в	1	9
38	о том что	9	9
39	до тех пор	2	9
40	мы не можем	2	9
41	не могут быть	2	9
42	что и в	5	9
43	то есть не	1	8
44	так и в	2	8
45	вместе с тем	3	8
46	до такой степени	1	8
47	на самом деле	6	8
48	только потому что	2	8
49	с тем что	2	8
50	в том как	1	7
51	в этом смысле	3	7
52	и то же	1	7
53	не только не	4	7
54	сама по себе	2	7
55	и в том	2	7
56	с точки зрения	12	7
57	как и в	5	7
58	можно сказать что	2	7
59	не в состоянии	4	7
60	и той же	5	7
61	потому что мы	1	7
62	одно и то	1	7
63	одной и той	5	7
64	не только в	1	7
65	может быть не	1	6
66	друг от друга	1	6
67	есть для меня	1	6
68	может быть только	1	6
69	то же самое	8	6
70	то что мы	1	6
71	и может быть	1	6
72	с самого начала	1	6
73	не было бы	3	6
74	не заключает в	1	6
75	после того как	1	6
76	по себе а	3	5
77	потому что как	1	5
78	в том случае	3	5
79	то же что	2	5
80	между тем как	1	5
81	с тем и	1	5
82	и таким образом	4	5
83	по себе не	3	5
84	к тому что	2	5
85	не то что	1	5
86	чувственный образ и	1	5
87	то что в	1	5
88	таким образом в	2	5
89	и то что	3	5
90	если бы не	1	5
91	из виду что	1	4
92	мы видели что	2	4
93	мы не знаем	1	4
94	что мы не	2	4
95	и тот же	2	4
96	в том же	1	4
97	все то что	3	4
98	том смысле что	1	4
99	и в таком	1	4
100	в собственном смысле	3	4
101	с этой точки	5	4
102	что только в	1	4
103	в данном случае	1	4
104	в произведении искусства	3	4
105	в том и	4	4
106	лишь тогда когда	1	4
107	и тем же	1	4
108	так что если	1	4
109	в том чтобы	9	4
110	один и тот	2	4
111	и в самом	3	4
112	что не только	1	4
113	могут быть названы	1	4
114	на этот вопрос	1	4
115	не что иное	2	4
116	одним и тем	1	4
117	дело в том	1	4
118	то все же	1	4
119	с таким образом	15	4
120	и что в	2	4
121	что иное как	2	4
122	то есть к	2	4
123	в этом отношении	7	4
124	вопрос о том	1	4
125	в том виде	2	4
126	то время как	6	4
127	это было бы	1	4
128	точно так же	6	3
129	что он не	1	3
130	тех пор пока	2	3
131	одной стороны и	1	3
132	в применении к	2	3
133	можно себе представить	1	3
134	что внутренняя форма	2	3
135	потому что оно	1	3
136	виде в каком	1	3
137	то есть в	2	3
138	том что он	2	3
139	не есть еще	1	3
140	в первом случае	1	3
141	если бы в	2	3
142	если бы мы	1	3
143	и том же	1	3
144	во многих случаях	1	3
145	по себе и	1	3
146	в связи с	2	3
147	бы то ни	2	3
148	одном и том	1	3
149	но так как	2	3
150	на каждом шагу	1	3
151	между тем в	1	3
152	в одном из	2	3
153	таким образом мы	1	3
154	которые не могут	1	3
155	в сознании и	2	3
156	только в обществе	1	3
