1	в то же время	8	15
2	той или иной степени	1	12
3	в той или иной	2	12
4	и в то же	2	6
5	своего и чужого слова	2	2
6	одно и то же	2	2
7	в то время как	1	2
8	и то же слово	1	2
9	с одной стороны и	1	2
10	имеет дело не с	1	2
11	того же национального языка	1	2
12	по отношению к себе	1	1
13	бывшими языками отмирающими чопорными	1	1
14	языковыми парвеню бесчисленными претендентами	1	1
15	почти каждого высказывания происходит	1	1
16	той или иной идеологической	1	1
17	аристократами языковыми парвеню бесчисленными	1	1
18	широтою социального охвата с	1	1
19	или меньшей широтою социального	1	1
20	как сопротивление или поддержка	1	1
21	с той или иной	2	1
22	и т п все	1	1
23	реален язык как разноречивое	1	1
24	становление кишащее будущими и	1	1
25	в герое нашего времени	1	1
26	происходит напряженное взаимодействие и	1	1
27	будущими и бывшими языками	1	1
28	удачливыми с большей или	1	1
29	языковыми аристократами языковыми парвеню	1	1
30	смысловых и ценностных кругозора	1	1
31	как разноречивое становление кишащее	1	1
32	ни в чем не	1	1
33	языками отмирающими чопорными языковыми	1	1
34	бесчисленными претендентами в языки	1	1
35	языки более или менее	1	1
36	взаимодействие и борьба своего	1	1
37	два смысловых и ценностных	1	1
38	кишащее будущими и бывшими	1	1
39	охвата с той или	1	1
40	исторически реален язык как	1	1
41	меньшей широтою социального охвата	1	1
42	каждого высказывания происходит напряженное	1	1
43	претендентами в языки более	1	1
44	дело в том что	3	1
45	в языки более или	1	1
46	парвеню бесчисленными претендентами в	1	1
47	менее удачливыми с большей	1	1
48	социального охвата с той	1	1
49	разноречивое становление кишащее будущими	1	1
50	в том числе и	1	1
51	в том что он	1	1
52	высказывания происходит напряженное взаимодействие	1	1
53	большей или меньшей широтою	1	1
54	чопорными языковыми аристократами языковыми	1	1
55	в нем не только	1	1
56	и бывшими языками отмирающими	1	1
57	язык как разноречивое становление	1	1
58	или менее удачливыми с	1	1
59	более или менее удачливыми	1	1
60	и т п не	1	1
61	иной идеологической сферой применения	1	1
62	и борьба своего и	1	1
63	на территории почти каждого	1	1
64	в зависимости от социального	1	1
65	дело не с языком	1	1
66	напряженное взаимодействие и борьба	1	1
67	с этой точки зрения	1	1
68	территории почти каждого высказывания	1	1
69	и с точки зрения	1	1
70	или иной идеологической сферой	1	1
71	отмирающими чопорными языковыми аристократами	1	1
72	с большей или меньшей	1	1
73	бы то ни было	1	1
74	борьба своего и чужого	1	1
