N	2gram	Vygotskiy_	Sotsiolo
1	истории литературы	1	10
2	все это	8	7
3	в том	50	5
4	в этом	30	5
5	не только	24	3
6	как же	1	3
7	не в	12	3
8	и в	55	3
9	и только	5	3
10	но ведь	2	3
11	в его	8	3
12	для нас	9	3
13	литературы и	2	2
14	что в	43	2
15	заключается что	2	2
16	то что	69	2
17	таким образом	35	2
18	том что	46	2
19	или даже	1	2
20	как бы	33	2
21	в результате	6	2
22	было бы	15	2
23	как будто	7	2
24	в смысле	1	2
25	очевидно что	3	2
26	в частности	6	2
27	и мы	28	2
28	нужно было	1	2
29	но и	16	2
30	конце концов	6	2
31	может быть	34	2
32	по существу	4	2
33	она может	1	2
34	главным образом	3	2
35	и что	45	2
36	это и	7	2
37	им не	1	2
38	за пределы	1	2
39	по отношению	3	2
40	и заключается	6	2
41	в конце	10	2
42	как только	5	2
43	отношению к	2	2
44	должна быть	2	2
45	далеко не	4	2
46	тем более	1	2
47	только в	12	2
48	то же	16	2
49	еще не	6	2
50	а в	7	1
51	что он	30	1
52	автор с	1	1
53	образом в	3	1
54	в конечном	2	1
55	столь же	3	1
56	даже в	2	1
57	быть не	2	1
58	в целом	7	1
59	в силу	3	1
60	на этот	7	1
61	это значит	2	1
62	что эти	4	1
63	более не	1	1
64	все эти	5	1
65	не было	2	1
66	представить себе	2	1
67	когда мы	10	1
68	у которых	1	1
69	связи с	2	1
70	положения в	1	1
71	кто не	1	1
72	только то	1	1
73	нет а	1	1
74	в своей	8	1
75	где же	1	1
76	раньше всего	1	1
77	в открытое	1	1
78	во всяком	2	1
79	том именно	1	1
80	и потому	8	1
81	дает нам	2	1
82	все же	11	1
83	что это	15	1
84	и самым	2	1
85	еще и	1	1
86	от друга	2	1
87	на психологию	1	1
88	по крайней	1	1
89	дело конечно	1	1
90	доказательством этого	1	1
91	с другой	12	1
92	ни на	3	1
93	мы должны	10	1
94	с каким-либо	1	1
95	это как	2	1
96	это же	2	1
97	вытекающих из	1	1
98	с ним	4	1
99	между тем	4	1
100	именно и	1	1
101	и более	1	1
102	но как	3	1
103	в этой	15	1
104	и его	10	1
105	они ни	1	1
106	это по	2	1
107	ли не	2	1
108	никак не	10	1
109	в данном	4	1
110	на все	2	1
111	исторической поэтики	1	1
112	только для	2	1
113	в области	2	1
114	самому существу	1	1
115	их на	1	1
116	подвести итоги	1	1
117	первый план	3	1
118	с помощью	3	1
119	же самое	13	1
120	этом не	1	1
121	один из	9	1
122	так и	6	1
123	в то	6	1
124	полагает что	9	1
125	бы они	1	1
126	слишком много	1	1
127	понимать что	1	1
128	может не	1	1
129	ни одно	1	1
130	в котором	5	1
131	правильно говорит	3	1
132	те же	3	1
133	потому его	1	1
134	именно на	6	1
135	между собой	2	1
136	него и	1	1
137	мы переходим	1	1
138	должно было	2	1
139	и не	19	1
140	со своими	1	1
141	но она	3	1
142	всяком случае	1	1
143	этому он	1	1
144	эти два	3	1
145	иначе говоря	1	1
146	стоит только	7	1
147	по самому	2	1
148	хотелось бы	1	1
149	благодаря тому	1	1
150	том как	1	1
151	или нет	1	1
152	по необходимости	1	1
153	и о	5	1
154	и должны	1	1
155	вступает в	1	1
156	частности так	1	1
157	но не	9	1
158	может служить	1	1
159	они не	3	1
160	лучшем случае	3	1
161	в него	5	1
162	благодаря этому	1	1
163	этой области	1	1
164	для этого	12	1
165	их друг	1	1
166	написанную на	1	1
167	прежде всего	6	1
168	тем что	8	1
169	что она	10	1
170	тем же	3	1
171	в систему	1	1
172	в каждом	2	1
173	связь между	2	1
174	друг от	2	1
175	в чем	1	1
176	не из	2	1
177	этом но	1	1
178	а с	7	1
179	мы еще	2	1
180	происходит не	1	1
181	ними в	1	1
182	а между	1	1
183	же не	2	1
184	но только	3	1
185	не дает	2	1
186	тех кто	1	1
187	в лучшем	3	1
188	в сущности	14	1
189	психологии и	2	1
190	конечном счете	2	1
191	он говорит	5	1
192	факта что	1	1
193	его в	2	1
194	этой задаче	1	1
195	два типа	2	1
196	крайней мере	1	1
197	тотчас же	1	1
198	в процессе	1	1
199	между собою	1	1
200	автор не	1	1
201	границы и	1	1
202	новое и	1	1
203	этого и	1	1
204	вовсе не	8	1
205	даже не	1	1
206	против этого	1	1
207	с одной	15	1
208	больше того	3	1
209	и наконец	5	1
210	конечно не	3	1
211	о том	24	1
212	мы не	8	1
213	тому что	11	1
214	в заключение	1	1
215	но именно	1	1
216	мысли в	1	1
217	том и	3	1
218	и затем	2	1
219	в этих	3	1
220	сама по	3	1
221	у него	9	1
222	по себе	13	1
223	как художественный	1	1
224	на первый	2	1
225	перед нами	5	1
226	из тех	1	1
227	бы он	1	1
228	и никак	2	1
229	все то	6	1
230	хотя бы	5	1
231	существу дела	1	1
232	же время	2	1
233	что на	6	1
234	даже больше	1	1
235	это не	9	1
236	чуть ли	1	1
237	одной стороны	15	1
238	бы в	7	1
239	стало быть	1	1
240	конечно только	1	1
241	в виде	3	1
242	именно в	9	1
243	вопросом о	1	1
244	никогда не	15	1
245	и есть	7	1
246	не может	15	1
247	между ними	2	1
248	и как	10	1
249	и какие	1	1
250	что все	12	1
251	для наших	1	1
252	как и	9	1
253	ничего не	4	1
254	но стоит	1	1
255	в них	7	1
