N	2gram	Ircho_Kome	TeoriaLi
1	в качестве	8	33
2	в мире	3	26
3	не только	12	24
4	и в	40	24
5	в частности	7	23
6	то есть	1	22
7	состоит в	1	22
8	может быть	16	22
9	при этом	5	20
10	в том	19	20
11	в тексте	1	19
12	и не	19	17
13	а в	9	15
14	но и	14	14
15	а не	1	14
16	так и	17	14
17	в себе	3	14
18	представляет собой	1	13
19	в рамках	3	13
20	такого рода	6	13
21	но не	3	13
22	в этом	9	12
23	сводится к	1	12
24	но в	6	12
25	в его	8	12
26	то же	7	12
27	том что	19	11
28	точки зрения	7	11
29	и его	17	11
30	что в	12	10
31	по отношению	5	10
32	как это	7	10
33	отношению к	5	10
34	в душе	1	9
35	только в	6	9
36	в данном	1	9
37	с другой	7	9
38	в искусстве	1	9
39	не в	8	9
40	в то	14	9
41	в своей	3	8
42	же время	5	8
43	как бы	3	8
44	всего лишь	1	8
45	по своей	2	8
46	не может	3	8
47	в самом	5	7
48	в принципе	3	7
49	не столько	1	7
50	или иной	1	7
51	в отличие	3	7
52	в своем	6	7
53	себя в	2	7
54	мы имеем	1	7
55	а также	5	7
56	отличие от	4	7
57	во второй	4	7
58	отношение к	3	7
59	однако в	4	7
60	место в	7	7
61	в области	3	7
62	в нем	8	7
63	другой стороны	6	6
64	в состав	2	6
65	более или	1	6
66	как и	12	6
67	не менее	6	6
68	приводит к	1	6
69	еще не	7	6
70	в основе	1	6
71	то что	8	6
72	со стороны	3	6
73	с его	4	6
74	в ее	2	6
75	или иначе	4	6
76	или менее	2	6
77	героя и	1	6
78	в русской	1	6
79	того или	1	6
80	тем самым	1	6
81	в первой	2	6
82	или иного	1	6
83	ни в	9	5
84	в виду	2	5
85	так или	4	5
86	и одновременно	3	5
87	как в	8	5
88	в художественном	1	5
89	не является	2	5
90	того чтобы	4	5
91	для того	3	5
92	как правило	5	5
93	данном случае	1	5
94	для него	1	5
95	а и	1	5
96	того что	1	5
97	в себя	3	5
98	между тем	9	5
99	он не	5	5
100	и тем	2	5
101	высказывания в	1	5
102	в пределах	1	5
103	и о	3	5
104	в ходе	1	5
105	могут быть	3	5
106	не случайно	1	5
107	в отношении	6	4
108	не на	1	4
109	не следует	2	4
110	и сам	5	4
111	в этих	5	4
112	отношения к	1	4
113	что он	11	4
114	совпадает с	1	4
115	в другом	5	4
116	говорить о	3	4
117	отношении к	1	4
118	и а	1	4
119	сказать что	1	4
120	в нашем	2	4
121	к тому	15	4
122	этого слова	1	4
123	во времени	1	4
124	это не	2	4
125	хотя и	6	4
126	в литературе	2	4
127	в их	6	4
128	его в	6	4
129	но он	2	4
130	не знает	1	4
131	так в	6	4
132	мира и	1	4
133	по своему	5	4
134	со своей	3	4
135	а только	1	4
136	в свою	2	4
137	и что	2	4
138	самим собой	1	4
139	в форме	2	4
140	далеко не	1	4
141	того же	4	4
142	в силу	4	4
143	с ее	2	4
144	в целом	6	4
145	и ее	5	4
146	и к	2	3
147	к действительности	1	3
148	в таком	1	3
149	на меня	1	3
150	для себя	2	3
151	с этой	3	3
152	даже в	3	3
153	в финале	2	3
154	о чем	2	3
155	подобно тому	1	3
156	если бы	4	3
157	оказывается в	1	3
158	все эти	1	3
159	именно в	5	3
160	например в	1	3
161	в жизни	1	3
162	в порядке	2	3
163	к его	3	3
164	в соответствии	2	3
165	их в	1	3
166	никто не	3	3
167	художественного мышления	4	3
168	роль в	2	3
169	тем не	3	3
170	культуры в	1	3
171	перед нами	1	3
172	порядок в	1	3
173	в роли	1	3
174	в противоположность	2	3
175	потому что	8	3
176	одной стороны	5	3
177	между двумя	1	3
178	в одном	10	3
179	вслед за	4	3
180	всех без	1	3
181	на две	3	3
182	мог бы	3	3
183	это отношение	1	3
184	во всей	1	3
185	не все	2	3
186	из этих	5	3
187	и для	4	3
188	о ней	1	3
189	таким образом	13	3
190	человека к	1	3
191	с одной	5	3
192	и вот	4	3
193	том числе	4	3
194	и потому	1	3
195	к которому	4	3
196	как раз	4	3
197	прежде всего	8	3
198	а на	2	3
199	и притом	2	3
200	связи с	3	3
201	или в	5	3
202	одним из	3	3
203	в контексте	1	3
204	в связи	3	3
205	и как	3	3
206	а всего	1	3
207	вовсе не	3	3
208	той или	1	3
209	во всех	4	3
210	а с	1	3
211	однако если	1	3
212	тому как	1	3
213	принадлежит к	2	3
214	в которой	9	3
215	не с	1	3
216	нового времени	7	3
217	говоря о	1	3
218	этом смысле	2	3
219	в этой	9	3
220	и др	1	3
221	столь же	9	3
222	и по	6	3
223	отнюдь не	2	3
224	мира в	5	3
225	в той	2	2
226	ведет к	1	2
227	и другие	3	2
228	для всех	5	2
229	один из	9	2
230	и здесь	6	2
231	и мира	1	2
232	и на	9	2
233	если в	3	2
234	от имени	1	2
235	к числу	2	2
236	на этом	3	2
237	из которых	5	2
238	а затем	4	2
239	в году	3	2
240	существующее в	1	2
241	по себе	2	2
242	не могут	1	2
243	в них	7	2
244	и даже	5	2
245	а напротив	1	2
246	этой точки	1	2
247	здесь мы	3	2
248	обращается к	1	2
249	к более	1	2
250	во множестве	1	2
251	из тех	1	2
252	в одно	1	2
253	с ними	2	2
254	вместе с	8	2
255	дома и	1	2
256	жизни в	1	2
257	не вполне	2	2
258	отличается от	1	2
259	у одного	1	2
260	в известном	2	2
261	в каком	1	2
262	к своему	1	2
263	о том	12	2
264	не входит	1	2
265	казалось бы	3	2
266	при всем	3	2
267	сам же	1	2
268	в стихе	2	2
269	еще и	2	2
270	как художественное	1	2
271	во внешнем	1	2
272	со временем	2	2
273	в диалоге	1	2
274	вытекает из	1	2
275	восходит к	4	2
276	к нему	5	2
277	в значительной	1	2
278	имеет в	2	2
