N	3gram	Vygotskiy_	Morfolog
1	и т д	1	60
2	не может быть	8	9
3	в связи с	3	9
4	таким образом мы	1	7
5	по отношению к	11	7
6	с точки зрения	34	6
7	тем не менее	1	6
8	наряду с этим	2	5
9	подобно тому как	2	5
10	как мы увидим	1	5
11	с другой стороны	10	5
12	в том что	30	4
13	независимо от того	2	4
14	на самом деле	3	4
15	не могут быть	1	4
16	к тому что	3	4
17	но все же	1	4
18	на то что	9	3
19	о том что	10	3
20	в собственном смысле	8	3
21	как и в	2	3
22	для того чтобы	19	3
23	и пр и	1	3
24	в то время	5	3
25	бы то ни	1	3
26	состоит в том	4	3
27	если мы не	1	3
28	собственном смысле слова	4	3
29	то время как	4	3
30	не в количестве	1	2
31	как уже упомянуто	1	2
32	о том как	1	2
33	до наших дней	1	2
34	мы увидим что	2	2
35	дело не в	1	2
36	то что в	2	2
37	связи функций между	1	2
38	потому что его	1	2
39	которые хотя и	1	2
40	говорить о том	1	2
41	тем и другим	2	2
42	друг на друга	1	2
43	хотя и не	1	2
44	к другу и	1	2
45	можно было бы	6	2
46	точно так же	2	2
47	мы уже видели	2	2
48	и таким образом	2	2
49	в данном случае	5	2
50	мы имеем в	1	2
51	если это так	1	2
52	но так как	1	2
53	функций между собой	1	2
54	то ни было	1	2
55	тех случаях когда	1	2
56	не входит в	1	2
57	во всяком случае	5	2
58	в тех случаях	1	2
59	к вопросу о	1	2
60	с одной стороны	14	2
61	в таких случаях	1	2
62	в этом отношении	6	2
63	мы не будем	1	2
64	вопрос о том	2	2
65	друг к другу	2	2
66	в свою очередь	3	1
67	и тот же	1	1
68	не влияет на	2	1
69	мы уже знаем	1	1
70	они представляют собой	1	1
71	в применении к	1	1
72	то что он	2	1
73	это так то	1	1
74	бы сказать что	3	1
75	какого бы то	1	1
76	могут быть разграничены	1	1
77	в чем же	1	1
78	так как мы	1	1
79	том что такое	1	1
80	перед нами в	1	1
81	следует за ней	1	1
82	один и тот	1	1
83	только такое изучение	1	1
84	но об этом	1	1
85	с этой точки	1	1
86	в коем случае	1	1
87	можно сказать что	5	1
88	один из важнейших	1	1
89	который может быть	1	1
90	не представляет собой	1	1
91	потому что в	1	1
92	заметить что в	2	1
93	более и более	3	1
94	в то же	2	1
95	но и его	1	1
96	в качестве примера	1	1
97	и то же	2	1
98	на этот вопрос	5	1
99	привели нас к	3	1
100	между тем мы	1	1
101	как мы уже	4	1
102	то это не	1	1
103	мы будем говорить	1	1
104	является то что	4	1
105	в этом нет	1	1
106	друг с другом	6	1
107	а затем уже	1	1
108	заметим кстати что	1	1
109	видим таким образом	4	1
110	до сих пор	4	1
111	не потому что	2	1
112	все более и	3	1
113	существенным для этой	1	1
114	возникает вопрос что	1	1
115	помимо того что	1	1
116	другой вопрос не	1	1
117	он ничего не	1	1
118	иметь в виду	1	1
119	ни в коем	1	1
120	и что его	1	1
121	одно и то	2	1
122	таким образом что	3	1
123	той или иной	2	1
124	ложится в основу	1	1
125	так как они	1	1
126	в совершенно другой	1	1
127	постольку поскольку это	1	1
128	вместо того чтобы	3	1
129	в этой области	1	1
130	если бы мы	3	1
131	в наши задачи	2	1
132	о котором говорит	1	1
133	с логической неизбежностью	1	1
134	отношению к которой	1	1
135	не может входить	1	1
136	надо сказать что	1	1
137	которые могут быть	1	1
138	мы должны будем	2	1
139	с самого начала	9	1
140	том что он	2	1
141	к этому же	1	1
142	становится все более	1	1
143	вопрос что она	1	1
144	которые можно назвать	1	1
145	это было бы	1	1
146	быть отнесен к	1	1
147	в высшей степени	7	1
148	этой точки зрения	2	1
149	между тем в	1	1
150	это все же	1	1
151	лишь постольку поскольку	2	1
152	а для того	1	1
153	в частности мы	1	1
154	мы постараемся показать	2	1
155	это значит что	1	1
156	и в какой	1	1
157	указанием на то	1	1
158	и в качестве	1	1
159	в целом и	6	1
160	и по существу	1	1
161	или во всяком	2	1
162	то же время	2	1
163	приводит к тому	3	1
164	ли можно сомневаться	1	1
165	он показывает что	3	1
166	есть функция а	1	1
167	на первом месте	2	1
168	после того как	1	1
169	мы не можем	3	1
170	он не может	1	1
171	коем случае не	1	1
172	потому что они	1	1
173	мы видим таким	4	1
174	мы видим не	1	1
