N	2gram	Vygotskiy_	RusskieA
1	и в	47	79
2	в том	38	64
3	том что	28	59
4	что в	23	57
5	не только	36	41
6	во время	2	38
7	так как	25	34
8	и другие	1	33
9	в этом	47	33
10	состоит в	3	32
11	как бы	13	31
12	но и	19	31
13	в других	2	30
14	в и	1	30
15	и п	1	30
16	как и	19	28
17	и на	4	28
18	может быть	20	28
19	в этот	3	26
20	одна из	2	24
21	о том	5	23
22	и т	1	23
23	при этом	4	22
24	это не	6	20
25	а в	3	20
26	как мы	24	20
27	из них	2	19
28	представляют собой	2	18
29	все это	5	18
30	с тем	8	17
31	таким образом	38	17
32	то что	40	17
33	вместе с	19	17
34	об этом	4	17
35	показывает что	6	17
36	потому что	26	17
37	мы не	10	16
38	или на	1	15
39	один из	3	15
40	в них	3	14
41	и с	5	14
42	не менее	6	14
43	тем не	4	14
44	как это	7	14
45	и что	14	14
46	мы видели	10	14
47	и не	27	14
48	для нас	4	14
49	у нас	3	14
50	уже не	1	13
51	к этому	2	13
52	так что	8	13
53	и по	6	13
54	как в	7	13
55	в которых	3	13
56	еще не	5	13
57	не может	23	13
58	тем что	14	12
59	между собой	15	12
60	полагает что	2	12
61	этом случае	15	12
62	мы имеем	3	12
63	в виде	2	12
64	а затем	2	11
65	мы увидим	1	11
66	не имеет	6	11
67	но это	4	11
68	далеко не	1	11
69	что на	5	11
70	все же	7	10
71	так например	1	10
72	представляет собой	23	10
73	том чтобы	1	10
74	его в	7	10
75	между тем	2	10
76	что и	4	10
77	так и	8	10
78	или в	2	10
79	по существу	2	10
80	и других	5	10
81	то же	16	9
82	о чем	8	9
83	что они	11	9
84	с ней	3	9
85	и все	5	9
86	данном случае	5	9
87	того как	6	9
88	том же	7	9
89	но в	9	9
90	но не	13	9
91	одно из	6	8
92	в этих	2	8
93	представление о	8	8
94	что по	2	8
95	так же	26	8
96	связи с	4	8
97	во всех	9	8
98	что это	7	8
99	подобно тому	2	8
100	их в	2	8
101	того чтобы	26	8
102	как например	1	8
103	того что	27	8
104	ее в	11	8
105	в данном	7	8
106	тому как	2	8
107	для того	24	8
108	же в	1	8
109	в это	1	7
110	должна была	1	7
111	настоящее время	1	7
112	в своем	3	7
113	на них	1	7
114	к нему	5	7
115	а и	2	7
116	не в	7	7
117	в свете	9	7
118	а с	3	7
119	было бы	12	7
120	главным образом	1	7
121	только в	24	7
122	с этого	1	7
123	еще в	3	7
124	связанные с	3	7
125	из этих	6	7
126	а не	7	7
127	начиная с	1	7
128	до конца	8	7
129	в настоящее	1	7
130	ничего не	2	7
131	не можем	4	7
132	и как	7	7
133	предположить что	1	7
134	мы должны	7	7
135	по этому	4	7
136	как будто	1	7
137	в эти	1	7
138	для этого	4	7
139	с собой	3	6
140	же как	14	6
141	к тому	13	6
142	что этот	6	6
143	и другой	3	6
144	только на	5	6
145	но они	1	6
146	в одном	4	6
147	что она	8	6
148	после того	1	6
149	в качестве	9	6
150	чем в	5	6
151	в таком	2	6
152	тому что	14	6
153	также в	1	6
154	должно было	2	6
155	и у	1	6
156	на этом	4	6
157	должны были	2	6
158	в этой	7	6
159	в нем	6	6
160	видели что	3	6
161	должен был	2	6
162	приводит к	10	6
163	и более	2	6
164	что здесь	2	6
165	друг друга	9	6
166	и пр	1	6
167	в их	4	6
168	все эти	7	6
169	она не	7	6
170	в новый	2	6
171	но она	1	6
172	и их	7	6
173	этому поводу	3	6
174	и о	4	6
175	и к	11	5
176	в разных	6	5
177	нас к	10	5
178	стоит в	1	5
179	например в	5	5
180	только для	1	5
181	с этим	5	5
182	вопрос о	9	5
183	рассматриваться как	1	5
184	входит в	3	5
185	с другой	7	5
186	связь между	10	5
187	к ним	1	5
188	как правило	2	5
189	по поводу	3	5
190	что от	1	5
191	не было	1	5
192	в связи	1	5
193	такие же	1	5
194	в целях	1	5
195	мы уже	5	5
196	в тех	1	5
197	можно было	7	5
198	и др	1	5
199	там где	7	5
200	в то	10	5
201	прежде всего	9	5
202	его с	3	5
203	тогда когда	12	5
204	с ним	5	5
205	для них	1	5
206	что он	13	5
207	ничего общего	1	5
208	то и	5	5
209	в свою	3	5
210	это показывает	1	5
211	заметить что	1	5
212	но если	5	5
213	и для	5	5
214	в его	7	5
215	вывод что	2	5
216	на самом	3	5
217	это предположение	1	5
218	за этим	1	5
219	и потому	3	5
220	отнюдь не	2	5
221	не с	3	5
222	их на	1	5
223	в целом	7	5
224	во всем	4	4
225	только тогда	1	4
226	кроме того	1	4
227	как они	2	4
228	в своих	2	4
229	но все	2	4
230	именно в	9	4
231	во всяком	2	4
232	на этой	7	4
233	в котором	6	4
234	но эти	2	4
235	не что	1	4
236	в отличие	4	4
237	во всей	3	4
238	от них	1	4
239	не просто	1	4
240	и из	2	4
241	что у	4	4
242	что иное	1	4
243	она в	2	4
244	несмотря на	2	4
245	как можно	1	4
246	но он	3	4
247	не был	1	4
248	в руки	1	4
249	нет но	1	4
250	здесь мы	2	4
251	тем и	2	4
252	этот вопрос	2	4
253	же а	1	4
254	что для	3	4
255	могут быть	7	4
256	рассматривается как	2	4
257	и от	6	4
258	показывают что	2	4
259	означает что	1	4
260	для объяснения	3	4
261	и здесь	5	4
262	та же	2	4
263	за ним	3	4
264	по всем	1	4
265	они и	2	4
266	другие в	1	4
267	что этим	1	4
268	если в	6	4
269	в основном	4	4
270	и при	2	4
271	то время	8	4
272	этому же	2	4
273	в основе	5	4
274	что сила	1	4
275	на основе	5	4
276	в середине	2	4
277	и до	3	4
278	это имеет	1	4
279	связанных с	2	4
280	и там	3	4
281	переход от	5	4
282	этого слова	5	4
283	всяком случае	1	4
284	у них	2	4
285	и после	1	4
286	нас не	1	4
287	уже в	3	4
288	его и	2	4
289	приводит нас	4	4
290	в воскресенье	1	4
291	такой же	4	4
292	по своему	11	4
293	а к	1	4
294	отличие от	4	4
295	в ней	5	4
296	дело не	1	4
297	связано с	4	4
298	к ней	2	4
299	которые в	5	4
300	и ее	3	4
301	можно будет	1	4
302	и тогда	3	4
303	таким же	3	4
304	иное как	1	4
305	что один	1	3
306	все что	7	3
307	и объяснить	2	3
308	к другу	4	3
309	можно говорить	2	3
310	выводу что	3	3
311	которые не	1	3
312	судить о	1	3
313	некоторой степени	1	3
314	совершенно очевидно	3	3
315	самом же	1	3
316	в какой	6	3
317	в виду	5	3
318	связь с	1	3
319	из самых	1	3
320	есть в	5	3
321	где они	4	3
322	видно из	2	3
323	имеет место	4	3
324	а именно	1	3
325	в одно	1	3
326	как только	1	3
327	на первый	1	3
328	от этого	3	3
329	говорится о	1	3
330	на природу	1	3
331	нами выше	2	3
332	из других	1	3
333	эта связь	2	3
334	пор пока	1	3
335	представления о	2	3
336	только как	2	3
337	не имеем	1	3
338	по отношению	10	3
339	и те	1	3
340	что ее	2	3
341	до того	2	3
342	свою очередь	3	3
343	и еще	1	3
344	как на	8	3
345	на которой	1	3
346	находится в	3	3
347	что все	6	3
348	точки зрения	39	3
349	никогда не	7	3
350	на глазах	1	3
351	содержится в	5	3
352	с одной	7	3
353	мы знаем	5	3
354	на него	1	3
355	хотя и	4	3
356	в ее	7	3
357	чем у	3	3
358	и через	1	3
359	в воде	1	3
360	тому же	2	3
361	в которой	16	3
362	очевидно что	6	3
363	сходство с	1	3
364	большинстве случаев	2	3
365	в области	5	3
366	и это	2	3
367	сих пор	6	3
368	на другой	1	3
369	того в	1	3
370	к слову	14	3
371	совсем не	2	3
372	в форме	1	3
373	с таким	3	3
374	когда они	1	3
375	ней в	1	3
376	его к	2	3
377	всех этих	1	3
378	раньше чем	2	3
379	до сих	6	3
380	друг к	3	3
381	них в	1	3
382	также что	1	3
383	известно что	3	3
384	до некоторой	1	3
385	из которых	3	3
386	к выводу	4	3
387	независимо от	1	3
388	если бы	8	3
389	в своей	4	3
390	относятся к	1	3
391	том как	2	3
392	с точки	31	3
393	и поэтому	1	3
394	в отдельности	1	3
395	тех пор	1	3
396	значение и	2	3
397	этот случай	1	3
398	и наоборот	1	3
399	нет и	4	3
400	верят что	1	3
401	и во	5	3
402	при котором	2	3
403	на этот	2	3
404	не имели	1	3
405	здесь не	1	3
406	увидим ниже	3	3
407	они были	1	3
408	сомнений в	2	3
409	и то	10	3
410	только по	5	3
411	ее на	1	3
412	из основных	3	3
413	это и	7	3
414	что означает	1	3
415	что с	7	3
416	ее к	1	3
417	с другими	5	3
418	с той	3	3
419	на все	1	3
420	в одной	6	3
421	жизнь и	1	3
422	же деле	1	3
423	до тех	1	3
424	довольно часто	1	3
425	когда он	2	3
426	есть и	1	3
427	как он	1	3
428	но вместе	2	3
429	думать что	1	3
430	в большинстве	2	3
431	на других	1	3
432	отношению к	9	3
433	место в	1	3
434	в период	2	3
435	на то	5	3
436	и его	14	3
437	это в	2	3
438	слова в	7	3
439	и другое	4	3
440	не к	1	3
441	это на	1	2
442	исходя из	1	2
443	к этой	2	2
444	с этой	5	2
445	воспоминания о	1	2
446	не как	1	2
447	и лучше	1	2
448	которые по	1	2
449	нас в	4	2
450	его от	2	2
451	чтобы она	1	2
452	другой стороны	3	2
453	но что	2	2
454	и которые	3	2
455	по себе	5	2
456	на основании	2	2
457	этим объясняется	1	2
458	что чем	1	2
459	от одного	3	2
460	из всего	1	2
461	представляли собой	1	2
462	собой не	1	2
463	сами собой	1	2
464	и следовательно	8	2
465	в момент	4	2
466	но мы	5	2
467	сделать из	1	2
468	полагают что	1	2
469	единственная форма	1	2
470	было не	1	2
471	можно сказать	9	2
472	в настоящей	2	2
473	раз и	1	2
474	но даже	2	2
475	одной стороны	7	2
476	другу и	2	2
477	всем этим	3	2
478	вот почему	3	2
479	оно как	1	2
480	с развитием	6	2
481	с нашим	1	2
482	характер в	1	2
483	между двумя	5	2
484	говорить о	1	2
485	как оно	2	2
486	себе в	5	2
487	на ней	2	2
488	с другим	3	2
489	в прошлом	1	2
490	некоторое время	1	2
491	не связаны	1	2
492	сказать что	18	2
493	в нашем	6	2
494	это так	1	2
495	который в	1	2
496	друг с	6	2
497	к этим	1	2
498	точка зрения	2	2
499	но так	2	2
500	место на	1	2
501	мы видим	10	2
502	и он	4	2
503	собой и	1	2
504	к их	1	2
505	и всей	3	2
506	должно быть	3	2
507	время и	1	2
508	что при	4	2
509	что такое	2	2
510	там и	1	2
511	у него	2	2
512	что между	2	2
513	в несколько	1	2
514	ее от	2	2
515	как по	5	2
516	но совершенно	2	2
517	одним из	3	2
518	как его	1	2
519	в конце	5	2
520	между ними	8	2
521	следовательно и	1	2
522	в двух	2	2
523	из одного	2	2
524	в чем	5	2
525	что их	2	2
526	под влиянием	1	2
527	в каждом	3	2
528	о происхождении	1	2
529	мы можем	7	2
530	не означает	4	2
531	они же	1	2
532	и даже	3	2
533	наши наблюдения	1	2
534	только с	2	2
535	ту же	4	2
536	не связанных	1	2
537	он не	5	2
538	и тем	10	2
539	в развитии	27	2
540	что эта	7	2
541	не были	1	2
542	и является	5	2
543	настоящей работе	2	2
544	разницей что	1	2
545	в приведенном	1	2
546	ни одно	1	2
547	его жизнь	1	2
548	когда мы	2	2
549	которого в	1	2
550	как известно	6	2
551	ту сторону	1	2
552	общего с	1	2
553	его как	1	2
554	друг другу	5	2
555	это приводит	1	2
556	это наблюдение	1	2
557	в себе	14	2
558	образом в	5	2
559	в заключение	2	2
560	в силу	21	2
561	из этого	4	2
562	на место	1	2
563	значит что	1	2
564	остановиться на	4	2
565	в один	1	2
566	в одну	2	2
567	и особенно	2	2
568	на всю	1	2
569	и сами	1	2
570	от нее	3	2
571	не так	1	2
572	над ними	2	2
573	в старой	2	2
574	и затем	1	2
575	с и	1	2
576	привело к	3	2
577	в другой	4	2
578	о которой	2	2
579	интерес к	2	2
580	утверждает что	1	2
581	оно не	3	2
582	не ясно	1	2
583	все то	1	2
584	самом деле	6	2
585	показать что	8	2
586	если это	1	2
587	значения и	3	2
588	относящиеся к	2	2
589	к самым	1	2
590	как не	1	2
591	объяснить этот	1	2
592	направление в	1	2
593	себя и	2	2
594	становится ясным	1	2
595	поэзии и	2	2
596	из своей	1	2
597	перед нами	3	2
598	совершенно не	2	2
599	не является	4	2
600	и состоит	3	2
601	ясно и	1	2
602	относится к	5	2
603	ее до	1	2
604	какие же	2	2
605	этой работы	3	2
606	быть не	1	2
607	не это	1	2
608	и теперь	1	2
609	что если	2	2
610	не могло	3	2
611	подобного рода	2	2
612	ее с	1	2
613	целый ряд	6	2
614	через него	1	2
615	по представлению	1	2
616	к другому	5	2
617	который по	2	2
618	с его	1	2
619	говорится в	4	2
620	к новой	2	2
621	так называемое	1	2
622	приводят нас	1	2
623	за столом	1	2
624	моментов в	2	2
625	иногда в	1	2
626	подойти к	1	2
627	он должен	1	2
628	что есть	2	2
629	но оно	1	2
630	ответ на	3	2
631	обе стороны	2	2
632	но на	3	2
633	в более	1	2
634	что ему	3	2
635	только одно	2	2
636	значение в	3	2
637	они не	2	2
638	предположение что	1	2
639	для него	6	2
640	этом отношении	7	2
641	как у	1	2
642	здесь в	2	2
643	чтобы получить	1	2
644	силу и	1	2
645	представлений и	1	2
646	однако не	2	2
647	и непосредственно	3	2
648	в другую	3	2
649	но эта	2	2
650	дело в	1	2
651	в ряде	1	2
652	в равной	2	2
653	в стороне	1	2
654	случае не	2	2
655	связи можно	1	2
656	и без	2	2
657	случаях когда	1	2
658	с другом	6	2
659	должен быть	1	2
660	и вообще	3	2
661	тем более	1	2
662	чтобы сделать	2	2
663	что эти	3	2
664	мы попытаемся	1	2
665	еще до	1	2
666	ко всему	2	2
667	разница между	1	2
668	а как	1	2
669	и притом	4	2
670	само собой	2	2
671	полагали что	1	2
672	из ряда	1	2
673	другой в	1	2
674	в частности	4	2
675	не оставляет	2	2
676	все не	1	2
677	от земли	1	2
678	в начале	6	2
679	в пределах	3	2
680	останавливаться на	1	2
681	и всех	1	2
682	значение слова	16	2
683	отношение к	8	2
684	этом и	2	2
685	в новой	4	2
686	если она	1	2
687	которых одна	1	2
688	дело здесь	1	2
689	за счет	4	2
690	и наконец	4	2
691	на ту	1	2
692	в той	7	1
693	что было	2	1
694	с которыми	3	1
695	в самом	15	1
696	собой совершенно	1	1
697	совершенно по	1	1
698	но вопрос	1	1
