N	4gram	Trubetskoy	Problemy
1	в то же время	10	26
2	но в то же	1	11
3	бы то ни было	1	6
4	но на самом деле	1	5
5	по себе еще не	1	4
6	что в большинстве случаев	1	2
7	в том и в	2	2
8	том и в другом	2	2
9	и в том и	2	2
10	во всяком случае не	1	2
11	и во всяком случае	1	2
12	дело в том что	1	2
13	он на самом деле	1	1
14	о котором идет речь	2	1
15	что он на самом	1	1
16	и прежде всего в	1	1
17	во что бы то	3	1
18	именно с точки зрения	1	1
19	что с точки зрения	1	1
20	с самим собой не	1	1
21	и не может быть	1	1
22	а в том что	1	1
23	что бы то ни	3	1
24	бы то ни стало	3	1
25	одного и того же	1	1
26	и вместе с тем	2	1
27	сама по себе еще	1	1
28	ни того ни другого	1	1
29	с самим собой и	1	1
30	здесь мы подходим к	1	1
31	заключается в том что	1	1
32	в том числе и	1	1
33	и в другом случае	2	1
34	сойтись друг с другом	1	1
35	друг с другом как	1	1
36	несмотря на то что	1	1
37	в данном случае и	1	1
38	для него прежде всего	1	1
39	тем что он на	1	1
40	одну и ту же	1	1
