N	3gram	Trubetskoy	Vvedenie
1	для того чтобы	7	22
2	в том что	16	15
3	о том что	4	13
4	не может быть	4	10
5	тем не менее	4	9
6	в широком смысле	1	7
7	до сих пор	15	7
8	с течением времени	4	7
9	в самом деле	5	6
10	не трудно видеть	1	6
11	в то же	2	6
12	в этом случае	4	6
13	то же время	2	6
14	с другой стороны	4	5
15	во всяком случае	2	5
16	трудно видеть что	1	5
17	и в том	2	4
18	широком смысле слова	1	4
19	по отношению к	11	4
20	по крайней мере	1	4
21	с точки зрения	8	4
22	по сравнению с	5	4
23	так или иначе	5	4
24	можно было бы	1	4
25	в данном случае	3	4
26	но все же	2	4
27	с одной стороны	2	4
28	вместе с тем	3	3
29	заключается в том	3	3
30	дело в том	1	3
31	как мы видели	1	3
32	в зависимости от	1	3
33	и то что	3	3
34	то же самое	1	3
35	по этому поводу	1	3
36	в том виде	2	3
37	в целом ряде	3	2
38	не может служить	2	2
39	можно представить себе	1	2
40	в свою очередь	2	2
41	в большей степени	1	2
42	не в том	1	2
43	мы уже знаем	1	2
44	но вместе с	2	2
45	на задний план	1	2
46	и при том	1	2
47	одна от другой	1	2
48	таким образом по	1	2
49	этой точки зрения	1	2
50	том или ином	1	2
51	что же касается	2	2
52	с этой точки	1	2
53	только в том	1	2
54	и той же	1	2
55	и что следовательно	1	2
56	и то же	1	2
57	состоит в том	1	2
58	не говоря уже	1	2
59	сильнее чем в	1	2
60	а между тем	8	2
61	смысле этого слова	1	2
62	в конце концов	4	2
63	одно и то	1	2
64	одной и той	1	2
65	точно так же	1	2
66	в том или	1	2
67	и того же	3	2
68	и т.д в	1	2
69	принять во внимание	2	2
70	же самое что	1	2
71	в связи с	3	2
72	а так как	1	2
73	одного и того	3	2
74	что несмотря на	2	2
75	может быть и	4	2
76	лишь в том	5	1
77	не только по	1	1
78	и в целом	1	1
79	таким образом мы	1	1
80	том виде как	1	1
81	в том же	3	1
82	все то что	1	1
83	о котором мы	1	1
84	это может быть	1	1
85	что это есть	1	1
86	том же направлении	1	1
87	судя по его	1	1
88	никак не может	1	1
89	в его собственной	1	1
90	взгляда на историю	1	1
91	одним из самых	1	1
92	можно только после	1	1
93	как мы знаем	1	1
94	разница только в	1	1
95	и в дальнейшем	1	1
96	на самом деле	7	1
97	в одно целое	1	1
98	уже и без	1	1
99	и без того	4	1
100	то что входит	1	1
101	кто так или	1	1
102	большая или меньшая	1	1
103	во всех отношениях	1	1
104	истории других народов	1	1
105	то для того	1	1
106	тот факт что	4	1
107	таким образом для	1	1
108	в том числе	1	1
109	нем не осталось	1	1
110	быть и не	1	1
111	у него в	1	1
112	и для того	1	1
113	только в этом	1	1
114	более или менее	8	1
115	в лучшем случае	1	1
116	до тех пор	1	1
117	того чтобы быть	2	1
118	в европе и	1	1
119	том виде в	1	1
120	между тем мы	1	1
121	не только с	1	1
122	может быть вполне	1	1
123	говоря уже о	1	1
124	в самом широком	1	1
125	национальной культуры в	1	1
126	именно в этой	1	1
127	и в конце	1	1
128	так как эта	1	1
129	совершенно ясно что	1	1
130	что входит в	1	1
131	именно потому что	2	1
132	тем что она	1	1
133	того что в	1	1
134	в настоящее время	3	1
135	может быть не	1	1
136	что мы можем	1	1
137	что одним из	1	1
138	в этом пункте	1	1
139	в европейской науке	2	1
140	самом деле есть	1	1
141	о котором идет	5	1
142	дело заключается в	1	1
143	два различных аспекта	1	1
144	нечего и говорить	3	1
145	так же как	3	1
146	самое что и	1	1
147	целом ряде других	1	1
148	речь в общем	1	1
149	в своих собственных	1	1
150	а потому и	1	1
151	в силу указанных	1	1
152	что с течением	1	1
153	а потому что	1	1
154	тогда когда оно	1	1
155	а в том	1	1
156	уже и сейчас	1	1
157	с самого начала	1	1
158	в нем не	1	1
159	том что он	2	1
160	одно из двух	1	1
161	между двумя основными	1	1
162	то ни было	3	1
163	также и то	1	1
164	в котором они	1	1
165	не может не	3	1
166	представление о том	1	1
167	то обстоятельство что	1	1
168	то что у	2	1
169	и все прочие	1	1
170	заключает в себе	2	1
171	в общих чертах	1	1
172	к тому что	1	1
173	та или иная	1	1
174	только то что	2	1
175	все это делает	1	1
176	бы то ни	3	1
177	точки зрения на	1	1
178	в начале этой	2	1
179	из того что	1	1
180	то увидим что	1	1
181	идет речь в	1	1
182	с этой целью	1	1
183	только тогда когда	1	1
184	из которых каждый	1	1
185	разница лишь в	1	1
186	в чистом виде	1	1
187	уже о том	1	1
188	но с другой	1	1
