N	4gram	Propp_Isto	Problema
1	и тем не менее	2	15
2	не что иное как	3	14
3	в то время как	3	12
4	есть не что иное	2	11
5	дело в том что	2	10
6	и т д и	2	9
7	на самом же деле	1	8
8	с другой стороны однако	1	7
9	не чем иным как	1	7
10	не говоря уже о	1	7
11	то это значит что	1	6
12	бы то ни было	2	6
13	до сих пор мы	3	5
14	уже с самого начала	2	4
15	только в связи с	1	4
16	точно так же и	2	4
17	а может быть даже	1	4
18	так же как и	1	4
19	является не чем иным	1	3
20	в тех случаях когда	1	3
21	и вместе с тем	2	3
22	это не значит что	1	3
23	как мы увидим ниже	1	3
24	с одной стороны и	1	3
25	не сам по себе	1	3
26	в том что он	1	3
27	но тем не менее	1	2
28	в том что и	1	2
29	уже о том что	1	2
30	один и тот же	2	2
31	мы уже видели что	2	2
32	мы здесь не будем	1	2
33	и т д все	3	2
34	т д все это	1	2
35	мы не будем здесь	2	2
36	один из них не	1	2
37	сам по себе а	1	2
38	если это так то	2	2
39	все дело в том	1	2
40	говоря уже о том	1	2
41	по этому поводу необходимо	1	2
42	внимание на то что	1	2
43	к тому или иному	1	2
44	уже по одному этому	1	2
45	ни один из них	1	2
46	сих пор мы рассматривали	2	2
47	но если это так	2	2
48	само по себе не	1	1
49	и т д для	1	1
50	начала до конца и	1	1
51	необходимо иметь в виду	1	1
52	иное как то что	1	1
53	кого бы то ни	1	1
54	прежде всего мы должны	1	1
55	и т д мы	1	1
56	в том что они	3	1
57	никогда не говорится но	1	1
58	в своей книге о	1	1
59	мы имеем дело не	1	1
60	для нас прежде всего	1	1
61	если один и тот	1	1
62	с другой же стороны	1	1
63	в связи с ее	1	1
64	имеем дело не с	1	1
65	и т д здесь	1	1
66	здесь можно было бы	1	1
67	тем не менее и	1	1
68	дело вовсе не в	1	1
69	ответ на этот вопрос	1	1
70	если бы мы захотели	1	1
71	а тем самым и	1	1
72	в том случае когда	1	1
73	не содержат в себе	1	1
74	как один из видов	1	1
75	о том как он	1	1
76	двойственность с одной стороны	1	1
77	в силу того что	1	1
78	мы будем стоять на	1	1
79	и это свидетельствует о	1	1
80	понимание того что такое	1	1
81	о том что в	1	1
82	в связи с целым	1	1
83	что иное как то	1	1
84	означает не что иное	1	1
85	мы еще не знаем	1	1
86	а на самом деле	1	1
87	сказать что и в	1	1
88	не сами по себе	1	1
89	указанием на то что	1	1
90	есть то самое что	1	1
91	с тем что в	1	1
92	только с одним условием	1	1
93	об этом же говорит	1	1
94	не подлежит никакому сомнению	1	1
95	не содержит в себе	1	1
96	и в средние века	1	1
97	во всех этих случаях	1	1
98	и в этом смысле	1	1
99	какой бы то ни	1	1
100	и есть то самое	1	1
