N	2gram	Voloshinov	Problema
1	и в	42	182
2	то есть	5	165
3	и не	14	152
4	вовсе не	2	145
5	то что	9	144
6	не есть	2	113
7	не только	28	104
8	потому что	7	89
9	в этом	10	88
10	может быть	13	82
11	в том	3	81
12	том что	3	81
13	не просто	4	80
14	только в	7	73
15	сказать что	3	72
16	но и	16	70
17	в виде	1	69
18	у нас	4	68
19	также и	2	68
20	и даже	3	66
21	по себе	1	64
22	даже и	2	63
23	не менее	1	58
24	о том	4	57
25	тем не	1	56
26	а не	7	56
27	так и	7	56
28	но в	5	55
29	так что	1	52
30	ни в	1	51
31	для нас	3	50
32	в себе	10	48
33	отнюдь не	10	48
34	и вообще	2	48
35	смысле слова	1	47
36	при помощи	1	47
37	было бы	7	46
38	прежде всего	22	45
39	в своей	2	45
40	что в	1	44
41	в его	6	44
42	не в	6	43
43	все эти	3	43
44	то же	16	42
45	как раз	1	42
46	таким образом	8	42
47	если мы	4	42
48	и что	1	40
49	и то	5	40
50	что он	2	40
51	так как	8	40
52	что мы	11	40
53	не может	13	39
54	и тем	7	39
55	в этой	6	39
56	как бы	30	39
57	той или	4	38
58	хотя бы	18	37
59	никак не	1	37
60	в нем	6	37
61	того что	4	37
62	точки зрения	11	36
63	еще не	3	36
64	и все	4	36
65	когда мы	6	35
66	в виду	3	34
67	уже не	4	34
68	и с	5	34
69	как и	12	34
70	же самое	5	33
71	в таком	1	33
72	не является	5	33
73	или иной	6	33
74	здесь не	2	32
75	в то	9	32
76	но не	2	32
77	так же	4	31
78	в своем	1	31
79	связи с	3	31
80	что такое	4	31
81	в конце	6	31
82	но это	2	31
83	все это	4	31
84	ясно что	2	30
85	и для	3	30
86	с другой	1	30
87	в связи	2	29
88	все же	9	29
89	можно сказать	4	29
90	перед нами	3	29
91	как мы	10	29
92	об этом	3	29
93	что же	8	28
94	мы не	9	28
95	а в	5	28
96	и о	1	28
97	и это	8	27
98	и как	10	27
99	хотя и	3	27
100	ничего не	8	27
101	в результате	1	26
102	другой стороны	1	26
103	крайней мере	1	26
104	да и	4	26
105	как будто	1	26
106	знак и	2	26
107	вместе с	5	26
108	по крайней	1	26
109	еще и	2	26
110	это не	3	26
111	и его	7	26
112	мы можем	7	25
113	и на	7	25
114	тем самым	8	25
115	с точки	5	25
116	с тем	8	24
