N	4gram	Vygotskiy_	formyVre
1	в то же время	1	18
2	и в то же	1	8
3	как мы уже говорили	3	6
4	с одной стороны и	3	5
5	в том числе и	3	5
6	мы имеем в виду	1	5
7	одно и то же	2	5
8	в то время как	4	4
9	и то же время	1	3
10	в той или иной	1	3
11	в одно и то	1	3
12	так же как и	4	3
13	по самому своему существу	1	2
14	но для того чтобы	1	2
15	все более и более	3	2
16	дело в том что	2	2
17	как если бы он	2	2
18	связаны друг с другом	1	2
19	само собой разумеется что	1	2
20	никогда не может быть	1	1
21	с этой точки зрения	1	1
22	как и все прочие	1	1
23	в том что в	1	1
24	которая в свою очередь	2	1
25	в большей своей части	1	1
26	раз и является самым	1	1
27	во все стороны мы	1	1
28	мы будем говорить особо	1	1
29	для того чтобы быть	1	1
30	как мы увидим в	1	1
31	вместе с тем и	1	1
32	рядом друг с другом	1	1
33	в зависимости от того	1	1
34	на первый план выступает	1	1
35	между ними не может	1	1
36	совершенно так же как	1	1
37	одной и той же	2	1
38	во всяком случае нечто	1	1
39	друг с другом с	1	1
40	в тех случаях когда	1	1
41	с другой стороны в	1	1
42	в этом процессе развития	1	1
43	в наши задачи не	1	1
44	приходит к выводу что	4	1
45	все больше и больше	1	1
46	одном и том же	1	1
47	или во всяком случае	2	1
48	как мы уже знаем	1	1
49	как раз и является	1	1
50	в том что он	1	1
51	как раз в том	1	1
52	в одном и том	1	1
53	которой все более и	1	1
54	о которой мы говорили	2	1
55	не связанных между собой	1	1
56	то же время не	1	1
57	но вместе с тем	4	1
58	и с точки зрения	1	1
59	друг с другом в	2	1
60	и является самым существенным	1	1
61	и пр и пр	1	1
62	и в этом отношении	1	1
63	о которых мы говорили	1	1
64	ни для чего не	1	1
