N	4gram	Losev_Prob	Vvedenie
1	в то же время	1	6
2	не что иное как	3	5
3	дело в том что	4	3
4	и тем не менее	1	3
5	но в то же	2	3
6	для того чтобы понять	1	3
7	состоит в том что	1	2
8	с этой точки зрения	2	2
9	в до н э	2	2
10	во всяком случае не	1	2
11	так или иначе но	1	2
12	только в том чтобы	1	1
13	приходит к выводу что	1	1
14	только в том что	1	1
15	не только в том	2	1
16	если принять во внимание	1	1
17	до сих пор и	1	1
18	одном и том же	1	1
19	во-вторых с точки зрения	1	1
20	сих пор и в	1	1
21	в том что он	2	1
22	вв до н э	2	1
23	в одном и том	1	1
24	в связи с этим	1	1
25	не сам по себе	2	1
26	в том смысле что	1	1
27	xix в и в	1	1
28	то более то менее	1	1
29	бы то ни было	2	1
30	той или иной идеи	1	1
31	говоря уже о том	1	1
32	заключается в том чтобы	1	1
33	не может быть никакой	1	1
34	заключается не только в	1	1
35	и в конце концов	1	1
36	и в значительной мере	1	1
37	в той или иной	2	1
38	и в этом смысле	1	1
39	уже о том что	1	1
40	в том что в	1	1
41	всяком случае не есть	1	1
42	не говоря уже о	2	1
43	мы имеем дело с	1	1
44	еще и потому что	2	1
45	также и то что	2	1
