N	2gram	Propp_Isto	SlovoVZh
1	не может	10	16
2	может быть	31	14
3	точки зрения	3	14
4	как бы	4	13
5	и его	15	13
6	таким образом	21	12
7	и в	44	12
8	отношению к	2	11
9	по отношению	2	11
10	и не	19	10
11	так как	19	9
12	если бы	5	9
13	прежде всего	7	8
14	для нас	6	7
15	сказать что	2	7
16	в ней	8	6
17	с помощью	1	6
18	в том	13	6
19	в процессе	1	6
20	только в	8	6
21	в нем	10	6
22	при этом	4	6
23	и др	6	5
24	можно сказать	2	5
25	что мы	4	5
26	героя и	3	5
27	хотя бы	2	5
28	должна быть	3	5
29	то же	9	5
30	а не	5	5
31	в виду	1	5
32	то что	16	5
33	мы ни	1	5
34	в жизни	1	5
35	как и	12	5
36	как в	11	5
37	отнюдь не	1	5
38	том что	12	5
39	но в	7	5
40	никогда не	5	5
41	в самом	1	4
42	и к	3	4
43	в литературе	1	4
44	и на	11	4
45	не только	17	4
46	на самом	1	4
47	от того	1	4
48	его в	17	4
49	с другой	11	4
50	не в	11	4
51	отношение к	3	4
52	что не	3	4
53	так и	9	4
54	уже не	14	4
55	жизни и	4	4
56	в этом	20	4
57	все же	17	4
58	зависимости от	1	4
59	к нему	5	4
60	как к	1	3
61	и с	8	3
62	ее и	3	3
63	до сих	7	3
64	и более	3	3
65	в котором	2	3
66	и по	3	3
67	и пр	6	3
68	мы не	6	3
69	между тем	1	3
70	для него	2	3
71	с ним	9	3
72	того что	3	3
73	быть и	1	3
74	и уже	2	3
75	когда он	7	3
76	тем не	6	3
77	в некоторых	6	3
78	имеет в	1	3
79	все это	4	3
80	он должен	2	3
81	ни в	2	3
82	в пределах	5	3
83	сколько бы	1	3
84	конечно не	1	3
85	по себе	2	3
86	так же	14	3
87	в них	3	3
88	в каком	1	3
89	этой точки	2	3
90	самом деле	2	3
91	только на	2	3
92	но для	4	3
93	в себе	1	3
94	ясно что	5	3
95	все эти	11	3
96	о том	11	3
97	в своей	3	3
98	и герой	2	3
99	здесь не	3	3
100	не менее	6	3
101	из этого	3	3
102	художественного творчества	1	3
103	но и	16	3
104	бы мы	4	3
105	и для	3	3
106	на границе	1	3
107	и ее	1	3
108	и наконец	2	3
109	сих пор	7	3
110	и вообще	3	3
111	формы и	3	3
112	не к	1	3
113	еще не	16	3
114	в особенности	6	2
115	что в	18	2
116	этих двух	1	2
117	все они	1	2
118	нет ничего	1	2
119	перестает быть	1	2
120	но это	10	2
121	не так	1	2
122	и потому	2	2
123	вместе со	1	2
124	и другие	5	2
125	смысл и	1	2
126	ни на	1	2
127	и то	5	2
128	социальной жизни	3	2
129	мы можем	6	2
130	героя или	1	2
131	в данном	3	2
132	в то	5	2
133	находит в	3	2
134	как форма	1	2
135	сливается с	2	2
136	данном случае	2	2
137	в момент	1	2
138	в основном	5	2
139	зависит от	4	2
140	с одной	7	2
141	уже в	4	2
142	там где	11	2
143	в его	16	2
144	с этой	4	2
145	она не	7	2
146	это не	8	2
147	одной стороны	7	2
148	относится к	3	2
149	как уже	1	2
150	с точки	1	2
151	мы имеем	22	2
152	несколько подробнее	1	2
153	вещи и	1	2
154	на него	10	2
155	тогда когда	3	2
156	в себя	3	2
157	в формах	2	2
158	но тем	1	2
159	как это	5	2
160	те же	1	2
161	но все	8	2
162	но зато	1	2
163	мы в	1	2
164	одно и	2	2
165	из него	3	2
166	и что	13	2
167	что и	11	2
168	в форме	5	2
