N	2gram	Losev_Prob	slovoVRo
1	и в	64	92
2	в романе	1	89
3	и т	13	82
4	т п	1	72
5	то есть	61	64
6	может быть	29	59
7	и его	3	59
8	в нем	14	59
9	и не	63	51
10	не только	37	44
11	не может	18	41
12	но и	23	39
13	до конца	1	37
14	в этом	30	36
15	а не	21	34
16	во всех	9	32
17	точки зрения	5	30
18	так и	17	30
19	языка и	5	29
20	могут быть	2	29
21	и др	2	29
22	в пределах	2	29
23	в его	12	27
24	слова в	1	26
25	языка в	3	25
26	все это	11	25
27	как бы	18	24
28	слова и	5	24
29	слово в	2	24
30	то же	10	23
31	и на	11	22
32	языков и	1	22
33	в сущности	2	21
34	как в	5	21
35	не в	6	21
36	вовсе не	60	21
37	в процессе	1	20
38	в то	7	20
39	прежде всего	17	19
40	как мы	10	19
41	с ним	4	18
42	как и	7	18
43	язык и	2	18
44	себя в	1	18
45	или иной	8	18
46	таким образом	9	17
47	оно не	6	17
48	и даже	19	17
49	все же	7	17
50	языковое сознание	1	17
51	в основе	4	17
52	в истории	6	17
53	все эти	15	17
54	при этом	8	16
55	в них	8	16
56	к своему	2	16
57	но в	19	16
58	в той	2	15
59	и с	12	15
60	с точки	3	15
61	со своим	1	15
62	той или	10	15
63	романа и	1	14
64	только в	19	14
65	так сказать	1	14
66	в слове	1	13
67	это не	7	13
68	с другой	8	13
69	с его	3	13
70	и следовательно	6	13
71	и для	10	13
72	и к	2	12
73	в отношении	7	12
74	еще не	18	12
75	во всяком	18	12
76	слово как	1	12
77	никогда не	8	12
78	и потому	3	12
79	или в	5	12
80	словом и	1	12
81	а в	7	12
82	отношение к	1	12
83	и наконец	3	12
84	один из	7	11
85	в этих	7	11
86	для него	2	11
87	с одной	4	11
88	языка как	2	11
89	язык в	1	11
90	на его	2	11
91	в плане	2	11
92	одной стороны	4	11
93	слова как	2	11
94	в языке	13	10
95	и их	4	10
96	и все	9	10
97	уже не	9	10
98	все они	2	10
99	лишь в	4	10
100	т д	12	10
101	в своем	7	10
102	может не	1	10
103	в том	19	10
104	с другими	6	10
105	она не	5	10
106	в себе	16	10
107	далеко не	9	10
108	в него	3	10
109	всех этих	11	10
110	в основном	1	9
111	поэтому и	2	9
112	более или	7	9
113	в своей	8	9
114	конечно не	3	9
115	сказать что	33	9
116	языка а	2	9
117	на почве	2	9
118	этом случае	6	9
119	так как	16	9
120	здесь в	4	9
121	его в	9	9
122	одна из	4	9
123	в их	7	9
124	в смысле	2	9
125	или менее	7	9
126	и других	1	9
127	он не	5	9
128	быть и	5	9
129	одним из	2	9
130	и от	3	9
131	но не	13	9
132	с ее	1	9
133	к нему	5	9
134	в самом	10	8
135	для нас	11	8
136	не на	4	8
137	не могут	6	8
138	может стать	1	8
139	зависимости от	2	8
140	в значительной	2	8
141	язык не	2	8
142	все время	3	8
143	для понимания	2	8
144	с этим	7	8
145	в предмете	4	8
146	словом в	1	8
147	в зависимости	2	8
148	человека в	1	8
149	всяком случае	11	8
150	входит в	4	8
151	в одной	1	8
152	и часто	2	8
153	в ней	1	8
154	от него	1	7
155	же и	4	7
156	кроме того	7	7
157	язык как	3	7
158	но все	5	7
159	смысла и	2	7
160	о нем	3	7
161	например в	2	7
162	связанные с	1	7
163	том что	26	7
164	перед нами	7	7
165	сливается с	1	7
166	известной степени	2	7
167	но именно	5	7
168	слово и	3	7
169	здесь не	9	7
170	друг друга	1	7
171	того же	3	7
172	по преимуществу	4	7
173	мышления и	6	7
174	не было	7	7
175	связи с	8	7
176	в таком	18	7
177	единый и	2	7
178	мы уже	8	7
179	также и	22	7
180	ту же	1	7
181	за пределы	6	7
182	с которым	1	7
183	жизни и	1	7
184	в целом	1	7
185	что в	21	6
186	и здесь	8	6
187	даже в	2	6
188	ни в	13	6
189	другой стороны	7	6
190	по себе	20	6
191	и язык	1	6
192	конечно и	1	6
193	именно в	5	6
194	одновременно и	1	6
195	роль в	2	6
196	себя и	1	6
197	можно сказать	9	6
198	говорить о	14	6
199	слов и	1	6
200	связан с	1	6
201	мы сказали	2	6
202	в качестве	3	6
203	слово не	1	6
204	xix века	1	6
205	бы и	5	6
206	а также	6	6
207	человек в	1	6
208	мира и	1	6
209	на этом	1	6
210	хотя бы	15	6
211	между тем	3	6
212	стороны и	3	6
213	к языку	1	6
214	нем и	1	6
215	он в	2	6
216	которые в	4	6
217	ничего не	20	6
218	в чисто	2	6
219	должна быть	2	5
220	и при	4	5
221	не как	2	5
222	и чисто	4	5
223	в результате	6	5
224	к его	2	5
225	они не	1	5
226	вместе с	4	5
227	не менее	26	5
228	о том	25	5
229	но оно	2	5
230	его и	1	5
231	не является	12	5
232	в данном	16	5
233	и более	4	5
234	вне его	1	5
235	мы не	6	5
236	для того	10	5
237	только на	13	5
238	каждое слово	1	5
239	связанных с	1	5
240	языка не	1	5
241	той же	2	5
242	а вовсе	1	5
243	но он	3	5
244	в дальнейшем	5	5
245	как такового	4	5
246	между этими	2	5
247	остается в	1	5
248	уже в	6	5
249	на протяжении	1	5
250	хотя и	8	5
251	этом отношении	2	5
252	с их	1	5
253	как его	2	5
254	или даже	3	5
255	должен быть	1	5
256	в других	5	5
257	особенно в	3	5
258	в каждом	1	5
259	данный момент	1	5
260	слова с	1	5
261	не знает	4	5
262	и может	2	5
263	не с	1	5
264	и сам	3	5
265	и языка	1	5
266	и по	3	5
267	для этого	5	5
268	имеет дело	1	5
269	прямо и	1	4
270	до сих	6	4
271	по существу	2	4
272	оно и	3	4
273	точном смысле	2	4
274	языке и	4	4
275	оно было	1	4
276	или иные	1	4
277	в некоторых	1	4
278	в виду	10	4
279	для всех	3	4
280	со всеми	2	4
281	если бы	8	4
282	в точном	1	4
283	слово может	1	4
284	отношения к	2	4
285	и другим	2	4
286	его на	1	4
287	всегда в	1	4
288	что он	11	4
289	от его	1	4
290	ли он	2	4
291	эта внутренняя	1	4
292	так же	12	4
293	которая не	1	4
294	как только	3	4
295	на первый	5	4
296	к тому	5	4
297	и образ	1	4
298	художественный образ	9	4
299	развернута в	1	4
300	дело не	1	4
301	даже и	18	4
302	того чтобы	10	4
303	сознание и	2	4
304	лежат в	1	4
305	в другом	2	4
306	но эти	1	4
307	тогда когда	4	4
308	как вещь	1	4
309	и уже	4	4
310	и слово	1	4
311	те или	3	4
312	именно на	3	4
313	с этой	1	4
314	от других	3	4
315	ни были	1	4
316	в чем	3	4
317	и во	4	4
318	своем языке	1	4
319	в известной	2	4
320	эти категории	1	4
321	с этими	4	4
322	он может	1	4
323	и речи	3	4
324	однако в	2	4
325	к предмету	3	4
326	но это	11	4
327	в системе	3	4
328	его как	2	4
329	из них	3	4
330	того что	18	4
331	он должен	2	4
332	несколько слов	1	4
333	что оно	4	4
334	значение в	4	4
335	одной из	1	4
336	том же	1	4
337	быть только	3	4
338	смысле в	1	4
339	как раз	20	4
340	в литературе	4	4
341	что и	2	4
342	чем он	1	4
343	в контекст	1	4
344	в виде	20	4
345	а на	1	4
346	в которой	2	4
347	здесь как	3	4
348	это слово	1	4
349	и как	10	4
350	же как	2	4
351	следовательно и	3	4
352	только и	5	4
353	в условиях	2	4
354	из одного	1	4
355	сих пор	6	4
356	но конечно	1	4
357	уже сказали	1	4
358	именно как	7	4
359	может иметь	3	4
360	выражение в	1	4
361	но как	11	4
362	первый план	3	4
363	характер и	1	4
364	в частности	5	4
365	одно и	1	4
366	из него	1	4
367	или как	4	4
368	при всем	1	4
369	литературы и	5	4
370	и о	11	4
371	в понимании	2	4
372	вообще не	5	4
373	образом в	1	4
374	языка с	1	4
375	из этого	2	4
376	очень трудно	3	4
377	и ее	9	4
378	есть как	2	4
379	мы видели	1	4
380	он пользуется	1	3
381	однако и	4	3
382	собственном смысле	1	3
383	все что	2	3
384	и самое	1	3
385	самого предмета	2	3
386	речи но	1	3
387	переходит в	2	3
388	его с	1	3
389	смысле слова	11	3
390	говорит и	3	3
391	от нас	6	3
392	не требует	2	3
393	не приходится	2	3
394	и то	15	3
395	глубоко и	1	3
396	и свой	1	3
397	нас в	4	3
398	речи как	1	3
399	в связи	7	3
400	нами в	3	3
401	в более	1	3
402	в первом	2	3
403	изображения в	1	3
404	тем что	10	3
405	или на	3	3
406	в корне	2	3
407	в собственном	1	3
408	притом в	1	3
409	в одно	5	3
410	правда не	1	3
411	предмета и	5	3
412	и внутренней	1	3
413	язык это	1	3
414	мир и	1	3
415	от этого	2	3
416	и нет	2	3
417	автора но	1	3
418	действительности в	3	3
419	отличается от	2	3
420	было бы	16	3
421	почти все	1	3
422	языка от	2	3
423	как это	7	3
424	не должно	1	3
425	которых мы	2	3
426	всем этим	3	3
427	не должны	4	3
428	из себя	1	3
429	к проблеме	1	3
430	или иных	2	3
431	в этой	14	3
432	людей и	1	3
433	и до	3	3
434	и те	2	3
435	как оно	3	3
436	и вообще	13	3
437	в эту	2	3
438	глубокое и	1	3
439	без всякого	5	3
440	если мы	16	3
441	этих категорий	1	3
442	в сознании	5	3
443	но эта	3	3
444	мы говорили	5	3
445	до известной	1	3
446	при каких	1	3
447	только с	3	3
448	на котором	1	3
449	вносит в	1	3
450	еще на	1	3
451	которого он	2	3
452	именно к	1	3
453	или наоборот	1	3
454	выходит за	1	3
455	ни с	1	3
456	должно быть	3	3
457	время и	2	3
458	на том	5	3
459	такого рода	20	3
460	от всякой	2	3
461	от языка	1	3
462	здесь уже	1	3
463	не знаем	3	3
464	различия между	1	3
465	речь но	1	3
466	его от	4	3
467	входить в	3	3
468	евгении онегине	1	3
469	дело в	3	3
470	сама по	6	3
471	тому что	6	3
472	с одним	1	3
473	в стороне	1	3
474	и без	6	3
475	не есть	49	3
476	того и	1	3
477	если она	1	3
478	между собой	5	3
479	в свете	1	3
480	нисколько не	3	3
481	это было	3	3
482	но уже	9	3
483	и это	13	3
484	не все	4	3
485	не был	4	3
486	другом случае	2	3
487	смысл и	3	3
488	в данную	1	3
489	xx века	2	3
490	и почти	1	3
491	нашей темы	2	3
492	разной степени	1	3
493	может и	3	3
494	в такой	3	3
495	потому что	24	3
496	языке как	1	3
497	следовательно в	2	3
498	и тем	16	3
499	из этих	5	3
500	но она	3	3
501	свой предмет	1	3
502	конечно в	2	3
503	тем и	3	3
504	лишь как	1	3
505	в нее	2	3
506	на всю	2	3
507	его так	1	3
508	не выходит	1	3
509	подход к	1	3
510	речь и	1	3
511	к этому	1	3
512	данном случае	10	3
513	такой же	1	3
514	тех или	5	3
515	или иного	6	3
516	ведь и	2	3
517	вещей и	1	3
518	того или	8	3
519	как для	2	3
520	мы наблюдаем	2	2
521	науки о	1	2
522	предмет для	1	2
523	с которыми	4	2
524	утверждать что	2	2
525	могут иметь	1	2
526	никак нельзя	5	2
527	можно говорить	3	2
528	за ним	1	2
529	мы и	8	2
530	и свою	2	2
531	которая в	1	2
532	эти три	1	2
533	и глубины	1	2
534	те моменты	1	2
535	слова это	2	2
536	и вся	1	2
537	был бы	6	2
538	некоторой степени	1	2
539	и кроме	1	2
540	вместе со	1	2
541	xix и	3	2
542	уходит своими	1	2
543	из всех	1	2
544	тем как	1	2
545	художественном образе	1	2
546	иное значение	1	2
547	и этого	2	2
548	которое может	1	2
549	это нужно	2	2
550	в последние	3	2
551	требует от	2	2
552	как он	4	2
553	для них	5	2
554	этого момента	1	2
555	от этих	1	2
556	до последнего	2	2
557	том и	1	2
558	и которые	6	2
559	нового не	2	2
560	особого рода	3	2
561	вот что	1	2
562	и она	1	2
563	с такими	3	2
564	ни о	8	2
565	не обязательно	3	2
566	заключается в	2	2
567	из самых	3	2
568	но по	2	2
569	то время	2	2
570	в жизни	3	2
571	этого романа	2	2
572	как о	4	2
573	и внутренне	1	2
574	внешней и	1	2
575	а именно	16	2
576	за свое	1	2
577	на себе	1	2
578	языки как	1	2
579	человеческой речи	3	2
580	да и	11	2
581	не нужно	6	2
582	при всех	1	2
583	в известном	1	2
584	но мы	3	2
585	вносят в	1	2
586	всем его	1	2
587	по своему	14	2
588	моменты в	1	2
589	языка мы	1	2
590	но их	2	2
591	перестает быть	3	2
592	ни к	1	2
593	и социальных	1	2
594	и глубоко	1	2
595	для автора	1	2
596	то что	72	2
597	в котором	5	2
598	и главное	1	2
599	он был	2	2
600	нас и	1	2
601	мы увидим	3	2
602	самого же	2	2
603	языка язык	1	2
604	во все	1	2
605	и литературы	2	2
606	то и	7	2
607	в течение	1	2
608	здесь у	1	2
609	о которых	6	2
610	изображения и	1	2
611	только как	2	2
612	дисциплин в	1	2
613	но во	1	2
614	существенным и	1	2
615	самый этот	1	2
616	контекста в	1	2
617	мы все	1	2
618	вступает в	1	2
619	случае не	6	2
620	нет никакой	3	2
621	его именно	3	2
622	а между	1	2
623	совершенно не	7	2
624	он есть	5	2
625	самого начала	2	2
626	слова правда	1	2
627	но этот	1	2
628	несмотря на	6	2
629	которые являются	3	2
630	в прошлом	1	2
631	к ним	1	2
632	своими корнями	1	2
633	нет и	5	2
634	и моменты	1	2
635	от которого	1	2
636	во всякой	2	2
637	акт и	1	2
638	в сфере	1	2
639	смысле не	1	2
640	в основу	1	2
641	предмета в	2	2
642	в нашем	3	2
643	корнями в	1	2
644	это отношение	3	2
645	как от	1	2
646	для всего	2	2
647	что все	9	2
648	во всей	4	2
649	его для	2	2
650	есть только	16	2
651	момент в	2	2
652	речь о	1	2
653	свой смысл	3	2
654	проникновение в	1	2
655	а следовательно	2	2
656	у них	1	2
657	его моментов	1	2
658	не из	1	2
659	же он	1	2
660	не просто	30	2
661	то или	3	2
662	в ее	3	2
663	и становится	1	2
664	чтобы понять	3	2
665	образом на	1	2
666	от всякого	2	2
667	известном смысле	1	2
668	ближе к	2	2
669	такой степени	1	2
670	в смысловом	1	2
671	одного из	2	2
672	и такой	1	2
673	слова для	1	2
674	только не	4	2
675	проникает в	1	2
676	мы видим	2	2
677	эти элементы	3	2
678	не можем	2	2
679	гораздо сложнее	1	2
680	внося в	1	2
681	на язык	2	2
682	указать на	1	2
683	того как	3	2
684	от действительности	1	2
685	в художественной	1	2
686	самый язык	2	2
687	нас здесь	1	2
688	ни было	1	2
689	слов в	1	2
690	языке но	1	2
691	тем не	25	2
692	все языки	1	2
693	есть в	9	2
694	зрения самого	1	2
695	случае этот	1	2
696	что для	4	2
697	на самом	9	2
698	х годов	1	2
699	у нас	31	2
700	иметь место	1	2
701	и есть	7	2
702	слова есть	1	2
703	работы и	1	2
704	в таких	5	2
705	себя ни	1	2
706	бы только	1	2
707	без всяких	2	2
708	от всех	2	2
709	не для	3	2
710	слова которые	1	2
711	или иначе	7	2
712	наших дней	1	2
713	и всякое	2	2
714	этим и	1	2
715	в другую	1	2
716	что она	8	2
717	которые как	1	2
718	и эта	1	2
719	что не	8	2
720	это возможно	2	2
721	что язык	1	2
722	в какой	1	2
723	то в	6	2
724	и само	3	2
725	время как	2	2
726	себя как	1	2
727	этого предмета	2	2
728	в области	8	2
729	при таком	2	2
730	а его	2	2
731	не столь	2	2
732	скрытой форме	1	2
733	и со	1	2
734	остановимся на	1	2
735	его смысловую	1	2
736	к единству	1	2
737	именно эта	1	2
738	вокруг себя	1	2
739	на возможность	2	2
740	войти в	3	2
741	значение как	2	2
742	об этом	10	2
743	дело и	1	2
744	очень важную	1	2
745	что они	5	2
746	это очень	1	2
747	ему не	1	2
748	однако не	3	2
749	и свои	3	2
750	без всякой	7	2
751	выдержана в	1	2
752	у пушкина	2	2
753	высоких и	1	2
754	в стиле	1	2
755	могли бы	2	2
756	нем всегда	1	2
757	это изображение	1	2
758	этого общего	1	2
759	мы можем	8	2
760	слова то	3	2
761	а с	1	2
762	если оно	2	2
763	хотя он	1	2
764	вообще в	1	2
765	с самого	3	2
766	в своих	3	2
767	точности и	1	2
768	очень часто	1	2
769	нашего сознания	3	2
770	и ни	7	2
771	как уже	1	2
772	не видят	1	2
773	символа в	5	2
774	не один	1	2
775	к образу	1	2
776	так что	12	2
777	понимать и	2	2
778	действующих лиц	2	2
779	здесь это	1	2
780	и этой	1	2
781	бы они	1	2
782	других случаях	2	2
783	идет уже	1	2
784	и существенно	1	2
785	является уже	1	2
786	ничего нового	2	2
787	романа о	1	2
788	нужно сказать	3	2
789	и та	2	2
790	другой язык	1	2
791	и что	21	2
792	нового времени	1	2
793	не могла	1	2
794	но такое	2	2
795	можно было	8	2
796	действительность но	1	2
797	иметь в	5	2
798	в начале	1	2
799	или его	4	2
800	факт что	1	2
801	в подлинном	1	2
802	сознания для	1	2
803	и жизни	1	2
804	по своей	1	2
805	этих случаях	4	2
806	к которой	1	2
807	это может	1	2
808	и способы	1	2
809	но повторяем	2	2
810	или иное	2	2
811	ведь в	1	2
812	значение и	7	2
813	только о	8	2
814	и той	4	2
815	определенными и	1	2
816	тот или	4	2
817	к ней	1	2
818	явление в	1	2
819	и особенно	4	2
820	бы его	3	2
821	друг другу	2	2
822	последнего времени	1	2
823	даже как	1	2
824	анализа и	4	2
825	не значит	4	2
826	них не	1	2
827	на один	2	2
828	место в	2	2
829	столь же	1	2
830	же в	5	2
831	бы быть	1	2
832	на то	12	2
833	время он	1	2
834	мира в	2	2
835	могут не	1	2
836	и только	7	2
837	просто не	1	2
838	независимо от	2	2
839	возможны и	1	2
840	есть не	10	2
841	не к	1	2
842	и самый	3	2
843	язык для	1	2
844	они встречаются	1	1
845	речь здесь	1	1
846	с которой	3	1
847	к сожалению	6	1
848	время было	1	1
849	образе его	1	1
850	не мешает	2	1
851	всех отношениях	1	1
852	глубокое но	1	1
853	является в	3	1
854	а потому	2	1
855	во втором	1	1
856	однако с	1	1
857	в душе	1	1
858	или и	1	1
859	мир не	1	1
860	к другу	2	1
861	случае в	1	1
862	в определенный	2	1
863	является здесь	2	1
864	таковы например	2	1
865	самих себя	1	1
866	друг к	2	1
867	форм которые	1	1
868	как таковой	4	1
869	смотреть на	1	1
870	и должны	3	1
871	представить себе	1	1
872	в конце	13	1
873	со всем	2	1
874	слова здесь	1	1
875	бы то	2	1
876	предметы и	2	1
877	если в	2	1
878	можно и	1	1
879	случаях мы	1	1
880	переводе их	1	1
881	самого человека	1	1
882	в бесах	1	1
883	которые не	5	1
884	его из	1	1
885	на анализе	1	1
886	к этой	2	1
887	если он	1	1
888	не сможем	2	1
889	в специальном	1	1
890	своего собственного	5	1
891	он только	1	1
892	и свое	1	1
893	ведь совсем	1	1
894	важно для	2	1
895	так оно	1	1
896	ровно ничего	4	1
897	как один	1	1
898	для себя	9	1
899	есть без	1	1
900	но которые	1	1
901	и должно	2	1
902	раскрытия так	1	1
903	точное и	1	1
904	но такая	1	1
905	ведь всякое	2	1
906	такое описание	1	1
907	его содержание	2	1
908	же предмет	1	1
909	момента в	1	1
910	но язык	1	1
911	может здесь	1	1
912	помимо воли	1	1
913	о каком-нибудь	1	1
914	свои особые	1	1
915	в нужном	1	1
916	говорили в	2	1
917	самому своему	2	1
918	вещи и	13	1
919	которые лежат	1	1
920	особенности этого	1	1
921	бы говорить	1	1
922	о чем	11	1
923	образ символ	1	1
924	которой они	2	1
925	никак не	13	1
926	и анализируется	1	1
927	котором в	1	1
928	мысли и	2	1
929	действительность как	1	1
930	оглядки на	1	1
931	но тем	1	1
932	говорит о	4	1
933	из которых	2	1
934	разве только	1	1
935	и говорить	1	1
936	если нет	2	1
937	находятся в	2	1
938	общения с	1	1
939	ориентации в	1	1
940	здесь с	1	1
941	не понимать	1	1
942	все действие	1	1
943	смыслу и	1	1
944	моментов которые	1	1
945	он совершенно	1	1
946	самом же	1	1
947	одно из	2	1
948	и об	1	1
949	правда в	3	1
