N	2gram	Bakhtin_Pr	formyVre
1	и в	83	148
2	в этом	24	73
3	то есть	86	70
4	в романе	9	58
5	в нем	21	51
6	прежде всего	20	46
7	и не	41	37
8	в его	15	36
9	и его	13	36
10	вовсе не	12	35
11	но и	16	33
12	то же	10	32
13	частной жизни	1	32
14	не только	14	32
15	в литературе	8	32
16	но в	12	31
17	жизни и	13	31
18	так и	9	29
19	греческого романа	1	28
20	может быть	23	27
21	не в	10	26
22	как мы	12	26
23	как и	13	25
24	у рабле	5	25
25	как бы	27	25
26	человеческой жизни	3	24
27	точки зрения	17	24
28	мы уже	9	24
29	только в	10	23
30	в то	8	23
31	времени и	4	23
32	человека в	6	23
33	в том	22	22
34	то что	14	22
35	связи с	1	21
36	во всех	15	21
37	жизни в	4	21
38	же время	8	21
39	все эти	9	21
40	в своем	2	19
41	и др	18	19
42	и на	27	19
43	в основном	1	19
44	и для	5	19
45	таким образом	9	18
46	у него	5	18
47	и все	14	18
48	еще не	10	18
49	по существу	7	18
50	при этом	6	17
51	те же	1	17
52	с этим	3	17
53	в особенности	2	17
54	так как	12	17
55	в пределах	8	17
56	человека и	10	17
57	все же	3	16
58	в условиях	7	16
59	в связи	2	16
60	того же	5	16
61	в основе	6	16
62	и во	6	16
63	и их	6	16
64	не может	18	16
65	в разных	4	15
66	в одном	4	15
67	в них	4	15
68	в дальнейшем	8	15
69	никогда не	10	15
70	с точки	13	15
71	так сказать	8	15
72	с его	4	15
73	в пространстве	1	15
74	вместе с	5	15
75	лишь в	1	15
76	и как	1	14
77	и с	10	14
78	так же	4	14
79	в конце	5	14
80	его жизни	2	14
81	всех этих	2	14
82	а не	19	14
83	как раз	6	14
84	все это	11	14
85	в самом	7	13
86	в котором	8	13
87	для того	1	13
88	друг с	6	13
89	рабле в	1	13
90	во время	1	13
91	с ним	3	13
92	как в	10	13
93	роль в	1	13
94	здесь в	11	13
95	в их	7	13
96	с другом	6	13
97	в частности	1	13
98	а в	4	13
99	и до	6	12
100	конечно не	11	12
101	время в	2	12
102	не было	5	12
103	он не	5	12
104	значение и	2	12
105	что в	5	12
106	это время	1	12
107	потому что	9	12
108	образа человека	1	12
109	в истории	4	12
110	ничего не	8	12
111	но не	9	12
112	исторического времени	1	12
113	и наконец	4	12
114	из них	7	11
115	хотя и	10	11
116	его в	4	11
117	между ними	14	11
118	романе в	1	11
119	и у	8	11
120	романа в	2	11
121	ни в	4	11
122	в образе	3	11
123	смерть и	2	11
124	уже в	3	11
125	мира и	3	11
126	в ней	8	11
127	и времени	2	11
128	и другие	14	10
129	кроме того	6	10
130	уже не	5	10
131	входит в	1	10
132	влияние на	14	10
133	в ее	3	10
134	вещей и	1	10
135	сих пор	8	10
136	также и	5	10
137	до сих	8	10
138	уже говорили	3	10
139	со смертью	3	10
140	на основе	4	10
141	здесь не	5	10
142	тот же	2	10
143	биографического времени	1	10
144	этом мире	1	10
145	в большинстве	9	10
146	и даже	5	9
147	но все	1	9
148	их в	3	9
149	на этой	2	9
150	с другой	4	9
151	наряду с	6	9
152	всего в	1	9
153	на протяжении	5	9
154	здесь нет	2	9
155	должно быть	4	9
156	к себе	8	9
157	и следовательно	1	9
158	и это	3	9
159	в других	2	9
160	могут быть	5	9
161	та же	1	9
162	том что	9	9
163	в самой	2	9
164	для него	1	9
165	есть в	7	9
166	жизнь и	3	9
167	и других	12	9
168	и к	13	8
169	в результате	2	8
170	в виду	3	8
171	в этих	8	8
172	время как	1	8
173	и смерть	1	8
174	к тому	2	8
175	но эти	3	8
176	и т.п	42	8
177	в некоторых	7	8
178	все его	3	8
179	в произведении	3	8
180	что и	4	8
181	романе и	1	8
182	характер и	1	8
183	рядом с	2	8
184	в мире	8	8
185	героя и	3	8
186	здесь мы	3	8
187	здесь на	3	8
188	образ человека	1	8
189	в роман	2	8
190	и по	5	8
191	один из	7	8
192	в жизни	14	8
193	у апулея	2	8
194	со всеми	8	8
195	если бы	1	8
196	связанные с	3	8
197	большинстве случаев	9	8
198	до конца	3	8
199	здесь и	7	8
200	мы еще	4	8
201	жизни но	1	8
202	и то	2	8
203	значение в	4	8
204	том числе	15	8
205	во всяком	2	8
206	это не	10	8
207	и прежде	6	8
208	а также	4	8
209	на фоне	1	8
210	и потому	6	8
211	отношение к	14	8
212	отношению к	5	8
213	или иной	2	8
214	себе самому	7	8
215	здесь они	1	8
216	в целом	3	8
217	в той	2	7
218	для всех	2	7
219	еще более	6	7
220	не как	5	7
221	этого типа	1	7
222	время это	1	7
223	широком смысле	3	7
224	между собой	1	7
225	связанных с	2	7
226	к ним	5	7
227	к этому	5	7
228	из этих	3	7
229	в последующие	2	7
230	в себе	10	7
231	но он	3	7
232	не знает	8	7
233	в которой	2	7
234	в себя	8	7
235	в форме	6	7
236	в последующем	2	7
237	с ее	3	7
238	героев и	1	7
239	в процессе	4	7
240	например в	8	7
241	поэтому и	4	7
242	и он	5	7
243	себя и	3	7
244	здесь еще	3	7
245	нет ничего	3	7
246	в главе	1	7
247	на античной	1	7
248	было бы	6	7
249	не могло	1	7
250	в отличие	1	7
251	в романах	5	7
252	того что	1	7
253	мир в	1	7
254	этом отношении	1	7
255	этого романа	3	7
256	ее в	4	7
257	для других	2	7
258	время здесь	1	7
259	отличие от	1	7
260	во времени	1	7
261	место в	3	7
262	за счет	1	7
263	что было	2	6
264	все что	1	6
265	с самим	7	6
266	роман в	1	6
267	раскрывается в	1	6
268	именно в	3	6
269	уже на	4	6
270	о том	3	6
271	с помощью	4	6
272	между двумя	4	6
273	в различных	1	6
274	ни одного	1	6
275	поэтому все	2	6
276	сказать что	12	6
277	в основу	1	6
278	первый тип	1	6
279	во всей	5	6
280	характерно что	3	6
281	время и	3	6
282	в качестве	1	6
283	xviii века	3	6
284	в таком	3	6
285	здесь как	3	6
286	мы можем	9	6
287	до нас	3	6
288	ту же	2	6
289	за пределы	7	6
290	а как	4	6
291	в сюжете	3	6
292	и ее	8	6
293	и самое	2	6
294	в античном	1	6
295	смысле слова	2	6
296	дан в	3	6
297	в сущности	15	6
298	в отношении	3	6
