N	3gram	Bakhtin_Fr	Russkaja
1	то же время	13	10
2	в то же	13	10
3	с точки зрения	4	9
4	в том что	2	7
5	на самом деле	5	6
6	во всяком случае	2	6
7	для того чтобы	5	6
8	до сих пор	6	5
9	в том случае	1	4
10	не может быть	2	4
11	более или менее	1	4
12	бы то ни	1	4
13	той или иной	2	3
14	в конце концов	3	3
15	можно было бы	2	3
16	в данном случае	3	3
17	в этом случае	1	3
18	и то что	1	3
19	том случае если	1	3
20	и не может	1	3
21	в значительной мере	1	2
22	в большинстве случаев	3	2
23	и в другом	1	2
24	о том что	3	2
25	в настоящее время	2	2
26	и вместе с	1	2
27	подлежит никакому сомнению	2	1
28	само собой разумеется	1	1
29	и не к	1	1
30	аспекта одного и	1	1
31	они не видят	1	1
32	по совершенно иному	1	1
33	и в частности	1	1
34	за то что	2	1
35	дело в том	2	1
36	смысле этого слова	2	1
37	два аспекта одного	1	1
38	не только для	1	1
39	этого прежде всего	1	1
40	но в то	7	1
41	в разных странах	1	1
42	это конечно не	1	1
43	мы прежде всего	1	1
44	он сам уже	1	1
45	мы не знаем	1	1
46	но для этого	1	1
47	том числе и	3	1
48	и не так	1	1
49	не подлежит сомнению	2	1
50	прежде всего на	1	1
51	до известной степени	1	1
52	тех или иных	2	1
53	по отношению к	2	1
54	и прежде всего	3	1
55	никакому сомнению что	2	1
56	есть то что	1	1
57	во всех этих	1	1
58	даже и в	2	1
59	в том чтобы	1	1
60	но не подлежит	1	1
61	в согласии с	1	1
62	прежде всего в	1	1
63	заключается в том	1	1
64	и в других	3	1
65	но это же	1	1
66	в этой культуре	1	1
67	с самого начала	1	1
68	на том же	1	1
69	но на самом	1	1
70	то ни было	1	1
71	и того же	1	1
72	на точке зрения	1	1
73	для этого прежде	1	1
74	неразрывно связаны с	1	1
75	не может когда	1	1
76	тем что он	1	1
77	в связи с	5	1
78	мы говорили выше	1	1
79	в том же	3	1
80	первый и второй	1	1
81	к одному из	1	1
82	ни к какому	1	1
83	в том числе	4	1
84	но все же	2	1
85	только то что	2	1
86	в другом месте	1	1
87	и это особенно	1	1
88	между прочим и	1	1
89	в этом отношении	4	1
90	в свою очередь	2	1
91	прежде всего необходимо	3	1
92	в применении к	1	1
93	точки зрения этих	1	1
94	не подлежит никакому	2	1
95	важно то что	1	1
96	это и есть	2	1
97	в его целом	3	1
98	ко всем этим	1	1
99	в значительной степени	2	1
100	но даже и	2	1
101	но и для	1	1
102	с нею в	1	1
103	одного и того	1	1
104	и в этом	1	1
105	в полной мере	1	1
