N	2gram	Vygotskiy_	Sovremen
1	не может	30	17
2	может быть	35	12
3	точки зрения	32	12
4	таким образом	38	11
5	мы не	15	9
6	в каждом	5	8
7	в этом	21	7
8	и в	55	7
9	не можем	3	7
10	мы можем	6	6
11	в результате	4	6
12	как и	25	6
13	ничего не	4	6
14	и не	24	6
15	с точки	12	5
16	прежде всего	5	5
17	что же	4	5
18	все эти	7	5
19	в условиях	1	5
20	и наконец	2	5
21	а в	10	4
22	так как	28	4
23	вопрос о	3	4
24	это не	1	4
25	не только	25	4
26	мы должны	4	4
27	с помощью	1	4
28	как бы	11	4
29	нет и	1	4
30	если мы	21	4
31	системы в	1	4
32	в зависимости	6	4
33	их в	4	4
34	жизни и	5	4
35	вместе с	10	4
36	в целом	8	4
37	же это	1	4
38	в том	55	4
39	зависимости от	7	4
40	из них	4	4
41	точку зрения	3	4
42	мы видели	2	4
43	и к	5	3
44	и потому	2	3
45	видели что	2	3
46	и мы	6	3
47	с самого	1	3
48	когда мы	4	3
49	уже в	3	3
50	то же	17	3
51	у каждого	4	3
52	при этом	28	3
53	мы получаем	4	3
54	не в	19	3
55	а не	18	3
56	в системе	1	3
57	для нас	5	3
58	все это	11	3
59	мы получим	2	3
60	как он	4	3
61	в одном	4	3
62	у нас	4	3
63	самого начала	1	3
64	в конце	6	3
65	ведь это	1	3
66	так называемых	1	3
67	и т.д	1	3
68	было бы	14	3
69	в первом	1	3
70	у всех	2	3
71	в этой	5	3
72	из двух	1	3
73	он в	2	3
74	и все	8	3
75	на две	1	3
76	мы называем	1	3
77	в себе	6	3
78	следующим образом	1	3
79	ясно что	22	3
80	естественных наук	1	3
81	что она	11	3
82	он может	1	3
83	одна из	5	3
84	состоит из	2	3
85	все же	9	3
86	при таком	5	3
87	в области	12	3
88	может не	1	3
89	отличается от	4	3
90	между собой	1	3
91	отнюдь не	11	3
92	в нем	5	3
93	но мы	3	3
94	но в	5	3
95	еще не	2	3
96	с этим	7	2
97	что в	39	2
98	этих двух	4	2
99	тем не	6	2
100	в самом	18	2
101	совершенно не	7	2
102	мы видим	8	2
103	значение в	2	2
104	и что	28	2
105	ясного и	1	2
106	отличие от	6	2
107	такие же	2	2
108	которой он	2	2
109	ее на	2	2
110	и пр	1	2
111	то и	2	2
112	с одной	6	2
113	в отличие	4	2
114	такого рода	1	2
115	в свою	3	2
116	из этих	6	2
117	в его	8	2
118	во всяком	9	2
119	мы знаем	8	2
120	не дает	3	2
121	еще более	2	2
122	помощью которых	1	2
123	то ни	2	2
124	с совершенно	3	2
125	что это	12	2
126	или же	2	2
127	что при	8	2
128	по мнению	2	2
129	из которых	5	2
130	только один	2	2
131	что такое	2	2
132	если же	3	2
133	на его	3	2
134	в науке	2	2
135	все те	1	2
136	конечно в	1	2
137	с общим	2	2
138	у него	4	2
139	для его	1	2
140	не могут	6	2
141	со всеми	5	2
142	а на	4	2
143	свою очередь	3	2
144	и даже	11	2
145	абсолютной величины	3	2
146	самом деле	19	2
147	в которой	6	2
148	но все	1	2
149	к чему	2	2
150	же самое	8	2
151	который как	2	2
152	как мы	2	2
153	настоящее время	2	2
154	тем же	4	2
155	и во	3	2
156	той же	9	2
157	могут быть	15	2
158	в таком	5	2
159	развития но	1	2
160	в нашем	1	2
161	уже не	3	2
162	не знаем	2	2
163	и есть	5	2
164	что все	10	2
165	научного исследования	1	2
166	на этот	2	2
167	такой же	9	2
168	говорить об	1	2
169	на этом	3	2
170	роль в	4	2
171	не менее	9	2
172	же мы	2	2
173	приводит к	3	2
174	и по	7	2
175	времени и	2	2
176	может дать	2	2
177	в и	1	2
178	на котором	2	2
179	форма в	3	2
180	в настоящее	2	2
181	каждого из	3	2
182	знаем что	4	2
183	на другом	2	2
184	тот же	8	2
185	жизни мы	1	2
