N	4gram	Bakhtin_Fr	Freidism
1	в то же время	5	6
2	мы можем сказать что	1	5
3	одной и той же	1	3
4	но в то же	2	3
5	и не может быть	2	3
6	не чем иным как	1	2
7	и пр и пр	1	2
8	в том что он	1	2
9	то что мы называем	1	2
10	на самом же деле	3	2
11	нет и не может	1	2
12	на первый план выдвигается	1	1
13	в целом ряде других	1	1
14	и связанное с ним	1	1
15	по ту сторону всего	1	1
16	конечно с точки зрения	1	1
17	итоги мы можем сказать	1	1
18	помимо воли и сознания	1	1
19	или во всяком случае	1	1
20	это как мы уже	1	1
21	этом мы можем закончить	1	1
22	на этом мы можем	1	1
23	что с точки зрения	1	1
24	как мы уже сказали	4	1
25	мы имеем в виду	1	1
26	во всех этих явлениях	1	1
27	сводится к тому чтобы	1	1
28	не может быть ничего	1	1
29	подводя итоги мы можем	1	1
30	дело в том что	2	1
31	на тот же предмет	1	1
32	яркое выражение в его	1	1
33	но даже и не	1	1
34	но в общем можно	1	1
35	и в то же	2	1
36	здесь нам важно лишь	1	1
37	во всяком случае не	1	1
38	таким образом он дает	1	1
