N	2gram	Vygotskiy_	VeschiIm
1	т е	3	81
2	не есть	4	79
3	и не	24	57
4	не только	25	48
5	то что	47	48
6	не может	30	46
7	и в	55	45
8	вещи и	1	40
9	и есть	5	40
10	и т	36	39
11	может быть	35	39
12	т д	10	38
13	а не	18	37
14	значит что	1	32
15	это значит	1	30
16	что я	4	26
17	потому что	27	25
18	было бы	14	24
19	только в	18	23
20	по себе	21	23
21	что она	11	23
22	в себе	6	23
23	сказать что	12	22
24	в смысле	3	22
25	и что	28	22
26	как бы	11	20
27	что такое	2	20
28	и следовательно	4	20
29	что это	12	19
30	что же	4	19
31	но и	12	19
32	и ее	4	19
33	в этом	21	18
34	все же	9	18
35	есть только	7	18
36	так как	28	17
37	что мы	9	17
38	прежде всего	5	17
39	и это	6	17
40	есть не	6	17
41	таким образом	38	16
42	вещи но	1	16
43	оно есть	3	16
44	того что	15	16
45	как раз	4	16
46	как и	25	15
47	уже не	3	15
48	в том	55	15
49	в ней	3	15
50	но это	3	14
51	и то	4	14
52	не в	19	14
53	в самом	18	13
54	не будет	4	13
55	том что	30	13
56	и больше	2	13
57	и для	9	13
58	а и	1	13
59	это и	3	13
60	в себя	3	13
61	то ни	2	13
62	что в	39	12
63	и с	5	12
64	вещи как	2	12
65	бы то	3	12
66	то же	17	12
67	и даже	11	12
68	есть нечто	4	12
69	о том	11	12
70	еще не	2	12
71	не что	2	12
72	если мы	21	12
73	точки зрения	32	12
74	но если	2	12
75	она есть	2	12
76	ничего не	4	12
77	что они	7	12
78	что иное	2	12
79	ни было	2	12
80	не значит	2	12
81	совершенно не	7	12
82	что и	27	12
83	между собою	1	12
84	и как	9	12
85	смысл и	2	12
86	вещей и	2	12
87	если она	2	12
88	иное как	2	12
89	и их	4	11
90	не менее	9	11
91	д и	1	11
92	и пр	1	11
93	еще и	1	11
94	тем не	6	11
95	ни в	9	11
96	что не	2	11
97	вовсе не	7	11
98	предполагает что	1	11
99	также и	2	11
100	в то	8	11
101	и только	5	11
102	вещи не	1	11
103	по крайней	1	10
104	учение об	2	10
105	в чем	5	10
106	крайней мере	1	10
107	что оно	4	10
108	ясно что	22	10
109	с ее	3	10
110	есть ли	2	10
111	с ним	2	9
112	в результате	4	9
113	со стороны	5	9
114	бы и	5	9
115	то и	2	9
116	хотя бы	4	9
117	в своем	3	9
118	должно быть	2	9
119	это не	1	9
120	у нас	4	9
121	но что	3	9
122	бы в	3	9
123	если оно	3	9
124	ли это	3	9
125	она не	6	9
126	так что	8	9
127	но не	5	9
128	на то	17	9
129	и его	14	9
130	должна быть	3	8
131	это есть	6	8
132	если бы	10	8
133	смысла и	1	8
134	с тем	11	8
135	что он	17	8
136	себя и	3	8
137	отличается от	4	8
138	в свете	3	8
139	по сравнению	3	8
140	но в	5	8
141	тут не	1	8
142	мы не	15	8
143	мы имеем	7	8
144	для него	1	8
145	в ее	7	8
146	все это	11	8
147	с другими	2	8
148	в отношении	3	8
149	его в	3	8
150	указывает на	6	8
151	только и	1	8
152	и потому	2	8
153	даже не	1	8
154	с другой	7	8
155	можно сказать	2	8
156	что есть	3	8
157	отнюдь не	11	8
158	значит ли	2	7
159	с этой	8	7
160	в сущности	15	7
161	то не	1	7
162	оно не	2	7
163	самом деле	19	7
164	все эти	7	7
165	тем что	7	7
166	сравнению с	3	7
167	ни на	3	7
168	в действительности	4	7
169	относится к	4	7
170	и тогда	3	7
171	слова и	1	7
172	с самой	1	7
173	не потому	3	7
174	можно ли	2	7
175	без всякого	2	7
176	никак не	7	7
177	и тут	1	7
178	или не	2	7
179	вообще не	1	7
180	сама по	2	7
181	я не	1	7
182	и тем	5	7
183	ни от	1	7
184	от того	6	7
185	а в	10	7
186	из них	4	7
187	можно только	1	7
188	в той	2	6
189	для себя	2	6
190	в разных	1	6
191	мы говорим	2	6
192	их в	4	6
193	в своей	6	6
194	в каком	3	6
195	в данном	1	6
196	а если	1	6
197	в одном	4	6
198	и до	2	6
199	как только	3	6
200	одна из	5	6
201	ее не	1	6
202	вопрос о	3	6
203	в сфере	1	6
204	от ее	1	6
205	на почве	3	6
206	для всякого	1	6
207	несмотря на	8	6
208	с точки	12	6
209	все равно	1	6
210	дело в	2	6
211	быть только	1	6
