N	3gram	Tiupa_Anal	Narrotol
1	в том что	12	18
2	в данном случае	11	17
3	не только в	5	13
4	в отличие от	5	11
5	по отношению к	9	11
6	дамы с собачкой	1	11
7	к тому же	7	9
8	о том что	7	9
9	не может быть	2	8
10	тем не менее	3	8
11	не сводится к	1	8
12	в соответствии с	2	8
13	той или иной	6	8
14	то же время	7	8
15	в то же	7	8
16	в этом отношении	3	8
17	и тем самым	2	6
18	состоит в том	2	6
19	в известном смысле	2	6
20	мы имеем дело	4	6
21	можно сказать что	2	6
22	во времени и	1	6
23	с одной стороны	3	6
24	для того чтобы	1	5
25	в свою очередь	7	5
26	но и в	2	5
27	на самом деле	1	5
28	подобно тому как	3	5
29	и все же	1	5
30	имеем дело с	1	5
31	начала и конца	1	4
32	в конечном счете	5	4
33	в равной степени	2	4
34	войны и мира	1	4
35	во всяком случае	6	4
36	в самом деле	1	3
37	обращает на себя	1	3
38	собой своего рода	1	3
39	а в том	2	3
40	до сих пор	1	3
41	следует подчеркнуть что	1	3
42	в первом случае	1	3
43	речь идет о	2	3
44	в зависимости от	1	3
45	уже говорилось выше	1	3
46	точно так же	1	3
47	по сути дела	1	3
48	в связи с	1	3
49	при всей своей	1	3
50	едва ли не	3	3
51	присутствия в мире	5	3
52	в ответ на	2	3
53	того или иного	5	3
54	по природе своей	3	3
55	к себе самому	1	3
56	обратим внимание на	1	3
57	так и не	5	3
58	на себя внимание	1	3
59	с точки зрения	2	3
60	я в мире	7	3
61	дело в том	3	3
62	как раз в	1	3
63	и то что	2	3
64	тогда как в	3	3
65	как уже говорилось	2	3
66	войне и мире	2	2
67	в той или	2	2
68	здесь не только	4	2
69	в силу своей	1	2
70	не в том	1	2
71	далеко не всегда	1	2
72	собственно говоря и	1	2
73	в таком случае	2	2
74	одного и того	4	2
75	что у него	1	2
76	в себе самом	1	2
77	а между тем	1	2
78	как и всякий	1	2
79	тому же в	2	2
80	картины мира в	1	2
81	не только не	3	2
82	чем иным как	1	2
83	как если бы	1	2
84	и того же	4	2
85	есть на самом	1	2
86	но еще и	1	2
87	как субъекта самоопределения	1	2
88	а с другой	1	2
89	перед нами не	1	2
90	представляет собой своего	1	2
91	по этой причине	1	2
92	хотя и не	1	2
93	раз в том	1	2
94	оказывается всего лишь	1	2
95	мысль о том	1	2
96	представляет собой некий	1	2
97	человеческого я в	2	2
98	дело здесь не	4	2
99	между тем это	1	2
100	к одному из	1	2
101	ни чем иным	1	2
102	здесь мы имеем	1	2
103	особое место в	1	2
104	себя не только	1	2
105	присутствия я в	5	2
106	с той или	2	2
107	можно было бы	1	2
108	в русской литературе	5	2
109	в начале рассказа	1	2
110	тем или иным	2	2
111	в войне и	2	2
112	и дело здесь	1	2
113	по своей природе	1	2
114	что иное как	1	2
115	кадров внутреннего зрения	3	2
116	как бы в	1	2
117	в маркированном положении	1	2
118	присутствия человеческого я	1	2
119	в качестве некоторой	1	1
120	картина мира которая	1	1
121	лишь в том	1	1
122	в самом начале	1	1
123	в этой системе	2	1
124	как другая жизнь	1	1
125	и тот же	1	1
126	необходимо отличать от	1	1
127	и как бы	2	1
128	внеличную сторону индивида	1	1
129	в целом как	1	1
130	что и должно	1	1
131	и к себе	1	1
132	окказиональная картина мира	1	1
133	до нас в	1	1
134	этом же году	1	1
135	по себе а	1	1
136	судьба выражает внеличную	1	1
137	отнюдь не является	1	1
138	до известной степени	3	1
139	мастера и маргариты	1	1
140	если к первому	1	1
141	так и его	2	1
142	в большинстве случаев	1	1
143	одной из этих	1	1
144	позицию по отношению	1	1
145	рода но и	1	1
146	в рамках одного	2	1
147	в этом смысле	1	1
148	то что не	1	1
149	ничего не говорит	1	1
150	не говорит и	1	1
151	собой один из	1	1
152	по своему происхождению	2	1
153	при этом что	2	1
154	и делает героя	1	1
155	я уже не	1	1
156	оно живет в	1	1
157	однако и здесь	1	1
158	как справедливо замечает	1	1
159	я в качестве	1	1
160	жизни не в	1	1
161	неизбежно принадлежит к	1	1
162	свидетельствует не только	1	1
163	дифференцированном и оцененном	1	1
164	достаточно напомнить что	1	1
165	ни у кого	1	1
166	лично для себя	1	1
167	в повестях белкина	10	1
168	природе своей не	1	1
169	тогда как сам	2	1
170	организации кадров внутреннего	1	1
171	что ведет к	1	1
172	но перед нами	1	1
173	единственный в тексте	2	1
174	персонажей при этом	1	1
175	всех без исключения	3	1
176	и многих других	1	1
177	это по слову	1	1
178	данном случае это	1	1
179	такого рода смех	1	1
180	друг от друга	1	1
181	из многочисленных примеров	1	1
182	а в тех	1	1
183	живет в готовом	1	1
184	но они не	1	1
185	себя со стороны	1	1
186	в этом втором	1	1
187	и т.п однако	1	1
188	как бы не	1	1
189	в одну из	1	1
190	так или иначе	5	1
191	персонажей тогда как	1	1
192	забывает что и	1	1
193	сам по себе	2	1
194	так и в	1	1
195	же в качестве	1	1
