N	4gram	Bakhtin_Fr	VeschiIm
1	не что иное как	1	12
2	есть не что иное	1	8
3	одно и то же	1	5
4	дело в том что	4	4
5	в то же время	14	4
6	не может быть ни	1	3
7	и в то же	3	3
8	не имеет никакого отношения	1	2
9	на самом же деле	4	1
10	связи с вопросом о	1	1
11	ни в коем случае	1	1
12	одном и том же	1	1
13	в самом деле в	1	1
14	может быть и речи	1	1
15	между собою и с	1	1
16	и здесь и там	1	1
17	с точки зрения этого	1	1
18	с одной стороны и	1	1
19	в одном и том	1	1
20	ни о чем не	1	1
21	мы видим таким образом	1	1
22	одного и того же	1	1
23	самом деле в чем	1	1
24	в связи с вопросом	1	1
25	но в то же	6	1
26	не может быть и	1	1
27	от адама и евы	1	1
28	в том что это	1	1
29	один и тот же	1	1
