N	4gram	Voloshinov	EvropaiC
1	одного и того же	1	3
2	но вместе с тем	1	2
3	в то же время	7	2
4	и для того чтобы	2	1
5	то для того чтобы	1	1
6	но для того чтобы	2	1
7	в самом широком смысле	1	1
8	на самом деле является	1	1
9	мысль о том что	1	1
10	в том и другом	1	1
11	одно и то же	5	1
12	я до сих пор	1	1
13	вместе с тем и	2	1
14	и не может быть	1	1
15	и в голову не	1	1
16	в тех случаях когда	2	1
17	одному и тому же	1	1
18	может показаться что мы	1	1
19	нет и не может	1	1
20	одной и той же	4	1
21	если бы нам удалось	1	1
